gene	mean_log2ND	std_log2ND	median_log2ND	R-181110-535748-BLD-521005_BC_E18111112-3-DNA_F1811112948-16_L181111-00002-A5_20181113-C12_panel12_P181114419-3_sample20181114-A3-A00168-log2_ND	R-RZ	R-CopyRatio
MSH6	0.34133813	0.082699252	0.31429137	1.7240916	16.720265	1.3333425
MSH6	-0.037814142	0.089552107	-0.057880683	0.38919506	4.7682764	0.37061802
MSH6	-0.35533818	0.1729583	-0.31490222	-1.180069	-4.7683793	-0.94162447
PAPOLG	0.28990859	0.34556094	0.31973762	1.2193265	2.6895919	0.82313116
PAPOLG	0.50278274	0.34569812	0.54391706	1.7012793	3.4668877	1.0809045
REL	0.79275354	0.35168845	0.78997626	2.2082096	4.0247442	1.3417756
XPO1	-0.12147538	0.049585559	-0.11965888	0.85063287	19.604664	0.89383403
XPO1	-0.69659811	0.10201428	-0.67487002	-0.58658624	1.0783967	0.011826056
XPO1	0.66913426	0.12734369	0.65297422	2.0341465	10.71912	1.3047146
XPO1	-0.34053898	0.14205029	-0.35069682	1.3114981	11.629945	1.5857372
XPO1	0.028009098	0.056993753	0.026984711	0.4135648	6.7648765	0.31012237
XPO1	0.063487094	0.064960393	0.053710482	-0.4361215	-7.6909724	-0.5662897
XPO1	0.20656637	0.078799867	0.22088883	-0.33802676	-6.911092	-0.63537331
XPO1	0.023106884	0.11234087	0.00032794989	1.3531864	11.839676	1.2764007
XPO1	0.68162503	0.067486932	0.67010955	1.5806447	13.321389	0.83407743
XPO1	-0.23548627	0.047208249	-0.22290709	0.21132856	9.4647618	0.35777793
XPO1	0.96447093	0.05697692	0.95243301	1.2251043	4.574368	0.1962136
XPO1	0.56074917	0.088329592	0.54913019	-0.23332719	-8.9899245	-0.8589151
XPO1	0.36208169	0.067875347	0.36542553	-0.048236448	-6.0451719	-0.4901197
XPO1	-0.54826434	0.11489591	-0.55366635	-1.0102459	-4.0208703	-0.53303727
XPO1	-0.20893723	0.066207802	-0.21163986	-0.53548961	-4.9322341	-0.40030747
XPO1	-0.19927391	0.053597823	-0.19321414	-0.85886623	-12.306327	-0.74210981
XPO1	0.095926399	0.047479605	0.088539526	-0.36890715	-9.790173	-0.5339044
XPO1	0.42566361	0.2389088	0.45691174	0.029305751	-1.6590342	-0.50406371
XPO1	0.33028869	0.084576899	0.32178864	0.23132897	-1.1700562	-0.16691739
XPO1	0.044065695	0.11966	0.048568488	-1.1266426	-9.7836224	-1.2516688
XPO1	0.1455748	0.12331758	0.16652151	0.96599111	6.6528739	0.72301188
XPO1	0.396427	0.1014218	0.3951323	1.0223963	6.1719408	0.55080632
XPO1	-0.16901032	0.11780585	-0.14682966	-0.89106563	-6.1291974	-0.82069369
XPO1	0.34281983	0.39776367	0.2658795	0.20317451	-0.35107612	-0.13916271
XPO1	1.2231548	0.080329604	1.2320551	1.3793198	1.9440524	0.070806938
XPO1	0.1489033	0.1013639	0.16837713	-0.23278928	-3.7655673	-0.47762413
XPO1	-0.64079107	0.087041133	-0.62509172	-2.2899402	-18.946779	-1.7413062
MEIS1	-0.27589482	0.37476444	-0.19945009	-0.77562562	-1.3334531	-0.65263325
MEIS1	0.75053798	0.371655	0.78494669	3.3903302	7.1028029	2.5289258
PNO1	-1.4205149	0.30049624	-1.3828029	-1.6541909	-0.77763354	-0.34784568
MRPL19	0.11533177	0.27713442	0.1542198	0.71746428	2.1727092	0.48678676
MRPL19	-0.55965618	0.33488007	-0.49101818	-2.2876486	-5.1600337	-1.8730882
SUCLG1	-1.9738967	0.26449711	-1.8981704	-2.5313164	-2.1074701	-0.70960376
SUCLG1	-0.46878505	0.37080155	-0.43981473	1.38705	5.004928	1.750407
NR-24	0.085157433	0.32192597	0.13942902	0	-0.26452489	-0.21588674
TSN	0.0026618742	0.27916711	0.053734363	0.4465162	1.5899234	0.31632412
CXCR4	-0.15525356	0.49340457	-0.23960257	-0.59445238	-0.89013934	-0.43130753
CXCR4	0.44088798	0.10056285	0.41511046	1.61163	11.641894	1.1200619
CXCR4	-0.29334199	0.1033643	-0.28733424	0.048462327	3.3067927	0.25933885
ARL6IP6	-0.18672421	0.32455989	-0.14380376	0.35989595	1.6841889	0.42724198
rs2075252	-0.26514559	0.12707336	-0.24701698	0.32630975	4.6544401	0.49686901
NFE2L2	0.40713871	0.49819607	0.31907144	0.5004248	0.18724774	0.10489564
NFE2L2	0.6806846	0.067963751	0.67758518	1.8111306	16.633073	1.0570877
NFE2L2	-0.41431017	0.067376662	-0.39510678	-0.56495293	-2.23583	-0.24630387
NFE2L2	0.63937733	0.10965601	0.64636368	0.053467368	-5.3431632	-0.66935403
NFE2L2	0.38629951	0.1541101	0.36883924	0.7774775	2.5383021	0.33218054
NFE2L2	-0.75838184	0.3294553	-0.81510996	-1.2471852	-1.4836711	-0.50853291
NFE2L2	-0.17810065	0.11856354	-0.16640355	-0.21147461	-0.28148583	-0.12152878
UBE2E3	-2.2085829	0.37256102	-2.2037494	-3.1656581	-2.5689086	-1.0383664
NAB1	-0.49864448	0.31573164	-0.45618907	1.1512897	5.2257488	1.5310211
SF3B1	-0.016785478	0.081250752	-0.01520316	-0.33680294	-3.93864	-0.3980575
SF3B1	-0.44432646	0.096344785	-0.46411903	-0.32576798	1.2305645	0.061893326
SF3B1	0.064568031	0.15279149	0.047979239	-0.34791026	-2.6996156	-0.47234722
SF3B1	-0.036314165	0.058671704	-0.026199734	-0.7140844	-11.55191	-0.76434238
SF3B1	0.45416082	0.046608605	0.46813196	0.080899498	-8.0084208	-0.46369018
SF3B1	-0.59634568	0.10247009	-0.57216108	-0.8889325	-2.8553388	-0.39322914
SF3B1	0.50681096	0.096186793	0.50389372	1.4836091	10.155221	0.90325766
SF3B1	0.2336185	0.051547737	0.22379908	0.29854261	1.2594948	-0.0017141952
SF3B1	0.56025958	0.10039363	0.53526142	0.12620803	-4.3234969	-0.48551111
SF3B1	0.40076857	0.10035775	0.42234545	-1.3665157	-17.609844	-1.8653189
SF3B1	-0.22302836	0.094942404	-0.19773	-0.54489998	-3.3901777	-0.4236277
SF3B1	0.012046351	0.050028832	0.0073102795	-0.83932267	-17.017567	-0.92309067
SF3B1	-0.41830763	0.17365037	-0.44654501	-0.032096242	2.2240747	0.33799105
SF3B1	-0.16889581	0.1178046	-0.14149819	0.58995741	6.4416264	0.65499788
SF3B1	-0.4779345	0.085644718	-0.47821806	-1.4614992	-11.484242	-1.0597389
SF3B1	0.33615101	0.12373212	0.3584514	0.46623084	1.051302	0.031321717
SF3B1	-0.10027271	0.039324324	-0.10621205	-0.48651651	-9.8220075	-0.45676219
SF3B1	-0.18323127	0.070652503	-0.1787131	-0.85326695	-9.4835378	-0.75101157
SF3B1	0.15497333	0.10048904	0.13870037	-0.11603531	-2.6968975	-0.3311934
SF3B1	0.51711936	0.11258746	0.4972858	0.27777648	-2.1258396	-0.29596704
SF3B1	0.53161744	0.053073084	0.52294893	0.78295973	4.7357771	0.18355308
SF3B1	0.49369417	0.1776963	0.53689594	-1.1437469	-9.2148295	-1.7571006
SF3B1	0.53626851	0.20466292	0.49144183	0.7143809	0.87027191	0.14648135
SF3B1	0.19072356	0.054638212	0.17724014	-0.43068413	-11.373134	-0.68438199
SF3B1	-0.46445625	0.098061204	-0.45133703	-1.8099911	-13.721378	-1.4351117
SF3B1	-0.032531636	0.0597286	-0.035580936	0.16128337	3.244928	0.12040659
SF3B1	-0.40348691	0.11018046	-0.3883596	-0.25232101	1.3719846	0.059580867
CASP8	-0.42010758	0.08849506	-0.4113649	-0.42769175	-0.085701653	-0.092784573
CASP8	-0.042010306	0.052353929	-0.038900927	0.44950617	9.3883397	0.41194937
CASP8	-0.39286111	0.23565059	-0.43179349	-0.043953587	1.4806138	0.31138218
CASP8	-0.55706375	0.10686695	-0.53812545	-0.88875875	-3.1038127	-0.42709102
CASP8	-0.24587975	0.052782654	-0.24511108	0.78445196	19.520271	0.95310532
CASP8	-0.13939618	0.054910278	-0.13782905	0.57700976	13.046846	0.63838109
CASP8	0.44991797	0.1449027	0.43958536	2.7891569	16.143515	2.2731138
CASP8	0.36323647	0.11437051	0.38503529	-0.4410461	-7.0322548	-0.90253911
CASP8	0.16918174	0.057393067	0.17584909	0.65129234	8.400154	0.39898553
CASP8	0.473028	0.19994595	0.51612256	0.16794602	-1.5258223	-0.42463426
CASP8	0.26783939	0.18777022	0.23633443	2.3652794	11.170248	2.0524872
CASP8	0.95023344	0.38685062	0.99421696	1.434971	1.2530354	0.36429628
CASP8	0.2784812	0.36172129	0.21202635	0.30430064	0.071379377	0.01581657
CASP8	-0.12072935	0.11636223	-0.12480301	1.1925881	11.286459	1.2409334
ALS2CR11	0.88467419	0.3271295	0.90827974	2.9580773	6.3381721	1.9733398
ALS2CR11	0.31206195	0.29038063	0.35488937	-0.33073992	-2.2136527	-0.76208701
NDUFS1	-2.409785	0.27321989	-2.3792199	-3.3577443	-3.4695837	-1.0549821
IDH1	-0.80382937	0.12126228	-0.76296909	-2.1084298	-10.758501	-1.4219184
IDH1	-0.4001663	0.055732405	-0.41364006	-0.7706096	-6.6468206	-0.43342726
IDH1	-0.051225395	0.053213204	-0.054518376	-0.015568095	0.67008368	-0.03750744
IDH1	-0.054612083	0.068141764	-0.06360361	-0.16240376	-1.5818739	-0.17525787
IDH1	0.12143341	0.067022405	0.11609801	0.18603529	0.96388486	-0.0065204391
IDH1	0.17922625	0.10771995	0.19455314	-1.4357908	-14.992739	-1.7068017
IDH1	0.27966894	0.18313689	0.25038348	1.0920116	4.4357129	0.76517041
IDH1	0.15210056	0.06085282	0.15107977	0.51637124	5.9860937	0.28883375
ERBB4	0.34964265	0.29307189	0.29150295	-0.19334545	-1.8527471	-0.56130612
ERBB4	0.25059393	0.20722026	0.20523944	-0.57349935	-3.9768953	-0.85519651
ERBB4	0.049543595	0.13188906	0.064327259	-0.29131228	-2.5844136	-0.43209726
ERBB4	-0.33783394	0.084195836	-0.34219005	-2.0465332	-20.294343	-1.7808008
ERBB4	-0.073331535	0.098473842	-0.057998668	-1.0322861	-9.7381655	-1.0507452
ERBB4	0.15327509	0.062024765	0.14692366	-0.85096816	-16.191005	-1.0743495
ERBB4	0.007307739	0.12020906	0.019682436	-1.0889134	-9.1192892	-1.1850536
ERBB4	0.43300692	0.04579576	0.4279494	0.086717415	-7.5616063	-0.41768971
ERBB4	-0.24334434	0.087086359	-0.2531533	-1.2936703	-12.060741	-1.1169748
ERBB4	-0.02799499	0.15112823	0.013361522	-2.7134029	-17.769069	-2.8032222
ERBB4	0.20852161	0.045172659	0.20899435	0.78819793	12.83246	0.50274586
ERBB4	0.079712909	0.078952148	0.084692304	-1.6661682	-22.113155	-1.8273182
ERBB4	0.18062017	0.10120251	0.18989597	0.029146346	-1.4967398	-0.23720734
ERBB4	-0.27373455	0.17543792	-0.24477857	-0.40849399	-0.76813174	-0.24017314
ERBB4	0.28828614	0.062572921	0.28903568	-0.43951365	-11.631226	-0.80500705
ERBB4	-0.26435923	0.14957123	-0.2629382	-1.2360488	-6.4965002	-1.0495683
ERBB4	-0.50276428	0.084644861	-0.50626242	-0.62633587	-1.459883	-0.19653117
ERBB4	0.52158918	0.088388665	0.51868499	-0.52263096	-11.81396	-1.1177737
ERBB4	-0.8553984	0.13958103	-0.82476505	-2.333675	-10.590813	-1.5853677
ERBB4	0.041462687	0.11852184	0.049052782	-0.61059512	-5.5015835	-0.73610562
ERBB4	-0.9079121	0.071274095	-0.88892889	-2.0489979	-16.009825	-1.2365267
ERBB4	0.035475011	0.099672595	0.068017182	-0.31935672	-3.5599728	-0.46383162
ERBB4	0.19943242	0.063769528	0.18507841	0.1138432	-1.3421648	-0.14769293
ERBB4	0.37267724	0.077431782	0.37171424	-0.32377061	-8.994341	-0.77194257
ERBB4	-0.054772064	0.12020784	-0.027310422	-0.85654066	-6.6698528	-0.90568795
ERBB4	-0.072112833	0.076707459	-0.078211791	-1.2642878	-15.541839	-1.2625337
ERBB4	0.21583662	0.069735733	0.20685727	-0.25395399	-6.7367271	-0.53726898
ERBB4	0.063417614	0.076641878	0.052187794	-0.32739772	-5.0992401	-0.45604324
ERBB4	0.50580073	0.13189119	0.51021544	0.46260882	-0.32748138	-0.12406434
BARD1	0.0086827646	0.20562674	-0.027053798	-0.38161899	-1.898108	-0.43102291
BARD1	0.76627547	0.11390644	0.79085549	-0.3675965	-9.954415	-1.2349097
BARD1	-0.79614856	0.14331561	-0.77668934	-1.4657169	-4.6719847	-0.76548528
BARD1	0.00067994278	0.049320215	0.0087760981	-1.2446053	-25.248982	-1.3298391
BARD1	-0.26205824	0.05948716	-0.25814873	-0.85852675	-10.026845	-0.67683574
BARD1	-0.0091176194	0.065137784	-0.025641369	-0.097800755	-1.3614699	-0.14861711
BARD1	-0.12141243	0.12899498	-0.10212461	-1.3980318	-9.8966594	-1.3723649
BARD1	0.15039805	0.3853512	0.085456459	0.56507676	1.0761059	0.40316258
BARD1	0.84835927	0.099755935	0.84146724	1.2169336	3.6947606	0.29900861
BARD1	0.039587147	0.057438452	0.048094069	-0.9238409	-16.773224	-1.0483927
BARD1	-0.1028896	0.10001946	-0.096823225	0.098569025	2.0141943	0.11893453
BARD1	-0.45224859	0.088291749	-0.45191522	-0.14835152	3.4419645	0.22710598
rs4673993	-0.42259059	0.084836665	-0.41506546	-0.0045196014	4.9279517	0.33408814
ARPC2	-0.44834488	0.29462259	-0.38462039	-0.5346726	-0.29301121	-0.22650993
CUL3	0.35924023	0.065291154	0.36693039	1.0342953	10.339151	0.5909072
CUL3	0.7735805	0.03154158	0.77521644	-0.19393454	-30.674273	-1.0456087
CUL3	0.3293612	0.07181124	0.3203618	-0.95251668	-17.850658	-1.3493362
CUL3	0.47586209	0.068101903	0.47406118	0.81885772	5.0365057	0.26833882
CUL3	0.10367254	0.10679937	0.12075805	-0.0098076994	-1.0625553	-0.20702347
CUL3	0.033211087	0.057620601	0.032616146	-0.092093364	-2.1746467	-0.20116723
CUL3	0.003501662	0.10641924	0.024001562	-1.4072418	-13.25647	-1.507701
CUL3	0.75157491	0.099334709	0.76774442	-0.26161893	-10.199797	-1.1058211
CUL3	-0.039407515	0.072697572	-0.03027014	-1.1167042	-14.818881	-1.1628917
CUL3	0.077766072	0.075220431	0.080338183	-0.95659465	-13.751061	-1.1133906
CUL3	0.92648288	0.11686621	0.91299583	0.60920519	-2.7148796	-0.38024836
CUL3	-0.15766073	0.064268766	-0.1452136	0.02745681	2.8803656	0.096212689
CUL3	0.20356843	0.064373347	0.20629428	-0.64451956	-13.174521	-0.92727156
CUL3	0.28487099	0.093733803	0.2670443	1.6989908	15.086551	1.3554888
CUL3	-0.11499646	0.12389519	-0.12761299	-0.86055064	-6.01762	-0.80939537
CUL3	-0.60900212	0.14364148	-0.57985471	-0.18585531	2.9458539	0.31754168
CUL3	0.53576498	0.11391073	0.5405045	0.85155015	2.7722162	0.23458793
CAB39	-0.46626292	0.28660916	-0.42141917	-0.40913019	0.19934022	-0.064168738
rs873478	0.090765878	0.26689533	0.12956588	0.76043178	2.5090956	0.55440818
rs873478	-0.41552542	0.26245981	-0.37123438	-0.61487534	-0.75954457	-0.32009868
rs4148323	-0.24505115	0.10610593	-0.22656668	-0.043174578	1.9025946	0.10693438
rs2291767	-0.60427392	0.10529107	-0.58896425	-0.31236753	2.7723755	0.200139
PDCD1	-0.4388982	0.12267695	-0.45163214	-0.85165073	-3.3645484	-0.47647631
PDCD1	-0.95377473	0.10341336	-0.94040309	-0.73226263	2.1420066	0.13168273
PDCD1	-0.43892804	0.085817285	-0.45203835	-0.55697104	-1.3755154	-0.18139041
PDCD1	0.15381495	0.2274523	0.11239174	-0.079517685	-1.025853	-0.26836715
PDCD1	-0.13531307	0.1011197	-0.12745379	0.15789564	2.8996201	0.20889171
FANCD2	-0.29680555	0.38209847	-0.3074518	1.7906375	5.4631024	2.0216316
VHL	-0.49539354	0.20971241	-0.54399757	-0.54393412	-0.23146258	-0.076394266
VHL	0.11369192	0.11011518	0.12453063	0.94406071	7.5409112	0.74307236
VHL	-0.34195592	0.37245713	-0.41627259	-0.20537789	0.36669463	0.13443698
PPARG	-0.075944096	0.11902789	-0.044417687	-0.6919206	-5.1750603	-0.72396064
PPARG	0.31803671	0.12643552	0.30005093	0.48920847	1.3538265	0.11269982
PPARG	-0.53532534	0.064902447	-0.5470908	-0.44232868	1.4328682	0.028304395
PPARG	-0.057360598	0.05335419	-0.054538946	0.73635255	14.876304	0.71443377
PPARG	-0.28846213	0.11374953	-0.29822142	-0.20000381	0.77765879	0.021759891
PPARG	-0.21633314	0.30310407	-0.27517156	0.029450767	0.8108895	0.22816461
PPARG	-0.66865942	0.16850178	-0.70577193	-0.68544142	-0.099595383	-0.05612721
RAF1	-0.073468219	0.041720137	-0.083140602	0.20874083	6.7643366	0.21542371
RAF1	0.35850059	0.061122257	0.35266257	0.71885929	5.8957034	0.289739
RAF1	0.071665509	0.16662896	0.037964158	0.6242626	3.3163328	0.50984072
RAF1	-0.21427551	0.048064866	-0.21700622	0.19548662	8.5251903	0.33603512
RAF1	-0.19747342	0.18359105	-0.21565212	2.2178198	13.155833	2.3570142
RAF1	0.14302489	0.048416401	0.14180788	0.47718365	6.9017678	0.25891805
RAF1	0.058239461	0.10405481	0.070187455	0	-0.55969984	-0.14664518
RAF1	-0.18797522	0.048951242	-0.19299871	-0.27022935	-1.6803278	-0.15368836
RAF1	0.52384557	0.068526589	0.53488701	0.11775118	-5.926085	-0.49359355
RAF1	0.4123059	0.16445088	0.41568602	2.1415103	10.515021	1.6493666
RAF1	-0.39202259	0.083746709	-0.41048706	-1.2778754	-10.577763	-0.94384609
RAF1	-1.0514118	0.11721647	-1.0383612	-0.28012909	6.5799858	0.68177439
RAF1	-0.54411067	0.059114347	-0.5409443	-1.0069981	-7.830373	-0.54251148
RAF1	-0.29908303	0.10413425	-0.27891829	-0.97087979	-6.4512565	-0.76841922
RAF1	-0.49457348	0.067302675	-0.4871007	-0.47869183	0.2359735	-0.068048853
RAF1	-0.41622056	0.092197161	-0.42351577	-0.53398613	-1.2773232	-0.18692808
rs2228001	0.19955737	0.1304326	0.22106269	0.15150778	-0.36838637	-0.14601263
TOP2B	-1.2390434	0.33450544	-1.1937157	-0.086806355	3.4445988	1.0304516
TGFBR2	-0.27919368	0.1476171	-0.26875469	-0.55046591	-1.8376748	-0.35816894
TGFBR2	-0.48059888	0.13467189	-0.47035662	-1.0769096	-4.4278779	-0.68301066
TGFBR2	-0.39444682	0.056953849	-0.40411537	0.25307735	11.369279	0.580735
TGFBR2	-0.169346	0.079730571	-0.1800917	0.5012751	8.4110912	0.60490908
TGFBR2	-0.25537193	0.42864141	-0.33332488	-0.52979965	-0.6402268	-0.27293249
TGFBR2	0.06682067	0.078962917	0.072657828	-0.42690109	-6.2525776	-0.57601664
TGFBR2	-0.25921887	0.072675471	-0.25339948	-0.15497355	1.4343948	0.021968206
TGFBR2	-0.056063068	0.093574163	-0.065398869	-0.045762512	0.11007906	-0.056821364
CCR4	-0.31456803	0.4432512	-0.31496121	2.3630362	6.0408279	2.6015397
MLH1	0.50525102	0.087810294	0.49494949	0.23421399	-3.0866203	-0.33719323
MLH1	0.48337497	0.096648857	0.47877288	0.32024129	-1.6879008	-0.23498931
MLH1	-0.15476889	0.11634475	-0.1507279	0.4338073	5.0588977	0.50807748
MLH1	0.26939286	0.078365544	0.27378988	1.5691258	16.585515	1.2188782
MLH1	-0.054618687	0.086968546	-0.02990045	-1.3631325	-15.045828	-1.4096898
MLH1	0.30587477	0.1167259	0.31309506	1.0155367	6.0797297	0.62598391
MLH1	-0.47105588	0.091658234	-0.4629736	-1.2717887	-8.7360711	-0.88527285
MLH1	-0.065713345	0.098228036	-0.03876771	1.4013949	14.935738	1.3637049
MLH1	1.1568117	0.23117936	1.2083471	0.96606056	-0.82512182	-0.31874426
MLH1	0.61378055	0.065643926	0.60386035	0.70397718	1.3740286	0.023659112
MLH1	-0.062613077	0.1207449	-0.081247957	0.91311812	8.0809309	0.91790836
MLH1	0.37887579	0.10890146	0.38278064	1.9192309	14.144485	1.4599925
MLH1	-0.2295975	0.056914264	-0.24980432	-0.056912176	3.0341309	0.11643442
MLH1	-0.50466649	0.25922742	-0.543056	-0.87504055	-1.4287611	-0.40844228
MLH1	-0.091901145	0.058034978	-0.093011452	0.16529431	4.4317318	0.18184804
MLH1	-0.16334368	0.11691027	-0.14281049	0.36603934	4.5281139	0.43239211
MLH1	0.60603795	0.096921673	0.62034764	0.6772816	0.73506422	-0.019523757
MLH1	-0.070904704	0.051226835	-0.075998113	0.22948398	5.8638931	0.22902437
MLH1	0.13361091	0.11480071	0.15484696	0.096685435	-0.32164849	-0.13461925
MLH1	-0.2162964	0.067826411	-0.20634117	-0.47500233	-3.8142359	-0.34511888
MLH1	0.05961796	0.069638685	0.046070957	0.68339947	8.9573994	0.5608708
MYD88	0.15281639	0.25117272	0.10429695	0.20754551	0.21789436	0.026790838
MYD88	-0.71852898	0.053881843	-0.71092728	-0.25481403	8.6061449	0.37965553
MYD88	0.61717716	0.07158658	0.6097612	0.79218872	2.4447538	0.1059698
MYD88	0.20036101	0.088749163	0.22611862	0.41418475	2.4093043	0.11160841
MYD88	0.21717538	0.044092968	0.2187095	0.3593505	3.2244397	0.064183275
CTNNB1	0.50589015	0.12421636	0.50176479	2.0331474	12.295138	1.4549249
CTNNB1	0.0004777806	0.11475133	-0.020522089	-0.25500742	-2.2264247	-0.31094305
CTNNB1	-0.2520725	0.15155104	-0.27564724	0.14517276	2.6211978	0.34436228
CTNNB1	0.24154625	0.15619495	0.207865	0.53407383	1.8728363	0.24975111
CTNNB1	0.63610798	0.09906912	0.61984885	2.178566	15.569513	1.4822594
CTNNB1	-0.37713865	0.063229224	-0.37033258	-1.0618672	-10.829304	-0.7679923
CTNNB1	0.61439493	0.097656296	0.63169146	1.1679408	5.6683072	0.45979163
CTNNB1	0.11277772	0.20254194	0.073859777	-0.035576228	-0.73246039	-0.18589373
CTNNB1	0.34086528	0.054370096	0.34888816	-0.062860497	-7.4255116	-0.48820638
CTNNB1	0.54004352	0.05422205	0.54480915	0.064520594	-8.7699179	-0.55674628
CTNNB1	0.2089423	0.038489845	0.20674317	0.5642901	9.2322482	0.28108921
CTNNB1	-0.032651181	0.052708878	-0.021739925	-0.010292412	0.42419361	-0.065010207
CTNNB1	0.24405315	0.1028679	0.25832555	-0.071417422	-3.0667543	-0.40620069
CTNNB1	-0.23181571	0.098659904	-0.24250867	-0.36954292	-1.3959796	-0.20349197
ULK4	-1.7029328	0.25726183	-1.696835	-0.61535669	4.2275067	1.0050206
SETD2	0.51105095	0.069184941	0.50141825	0.8190381	4.4516501	0.24116213
SETD2	0.0023905661	0.11428372	0.019210781	0.44044848	3.8330736	0.34477998
SETD2	0.73111865	0.10535747	0.73157888	1.660753	8.8236211	0.85271645
SETD2	-0.41508717	0.070835305	-0.4094182	-0.29573123	1.6849781	0.03722925
SETD2	0.37943468	0.068593998	0.37508986	-0.87530621	-18.292284	-1.3268538
SETD2	-0.35521046	0.073054044	-0.35403965	-0.53244573	-2.4260843	-0.2548638
SETD2	-0.058057691	0.41691086	-0.13172033	-0.68344308	-1.5000458	-0.62818047
SETD2	1.0216078	0.079267474	1.0125943	0.59461844	-5.3866907	-0.49443358
SETD2	0.25109687	0.10862348	0.26613901	-0.2524813	-4.6359974	-0.59507803
SETD2	0.13675089	0.18431384	0.098414682	0.53518018	2.1616895	0.36030778
SETD2	0.31125086	0.39899521	0.24235411	0.42954939	0.2964911	0.11073756
SETD2	-0.020945566	0.067921938	-0.02180918	-0.98550195	-14.200955	-1.0401505
SETD2	-0.18772803	0.054526791	-0.18232365	-1.0426464	-15.678868	-0.93678044
SETD2	0.56546057	0.050343811	0.55454826	-0.36240204	-18.43052	-0.99340802
SETD2	-0.098063941	0.11495951	-0.091028314	-0.22474999	-1.1020058	-0.2101794
SETD2	0.17031417	0.10416682	0.19264233	-0.35368981	-5.0304308	-0.62278986
SETD2	0.25786807	0.091410601	0.25047489	0.53180838	2.9968111	0.20487577
SETD2	0.094769697	0.061547159	0.082646641	0.43525931	5.5321743	0.27615495
SETD2	-0.21279713	0.064837725	-0.20851671	-0.91098522	-10.768239	-0.77892623
SETD2	1.7005436	0.59453659	1.5844789	1.9305505	0.3868676	0.26961392
SETD2	-0.22599413	0.15511398	-0.22576662	-1.6546753	-9.2105249	-1.5053664
SETD2	-0.5087246	0.1196277	-0.49084421	-1.1213762	-5.121319	-0.70698973
BAP1	-0.18544895	0.039744492	-0.19041089	0.033670931	5.5132138	0.1476241
BAP1	0.10344169	0.13018729	0.11460379	0.50459243	3.0813356	0.31353092
BAP1	0.1178424	0.068720546	0.11719629	0.33178301	3.1131972	0.138129
BAP1	0.26588056	0.049972111	0.25918981	0.35343005	1.751967	0.017782521
BAP1	-0.12905458	0.33100631	-0.19205725	-0.44075189	-0.94166577	-0.32515236
BAP1	-0.19933657	0.054514007	-0.1965933	-0.24684197	-0.87143472	-0.12670639
BAP1	-0.19744235	0.11809402	-0.21881502	-0.62637425	-3.6321221	-0.48401695
BAP1	0.09177121	0.04713059	0.084369572	0.22074979	2.7366213	0.059922495
BAP1	-0.13835705	0.044697473	-0.13942933	0.21001118	7.7939133	0.27298279
BAP1	0.055358474	0.098605536	0.047554403	0.069447383	0.14288152	-0.054564741
BAP1	0.3907186	0.031657961	0.39326472	0.34805115	-1.3477637	-0.12167129
BAP1	0.79475228	0.10761797	0.8083828	0.61317452	-1.6872439	-0.271666
BAP1	-0.64789427	0.054735931	-0.64051529	-0.42259851	4.1160488	0.14145906
BAP1	-0.67565515	0.067204137	-0.66312323	-0.41789036	3.8355495	0.16877515
BAP1	1.0114287	0.104973	1.0242798	1.1376988	1.2028815	0.036961262
BAP1	1.0307579	0.097877045	1.0256059	1.0583042	0.28143754	-0.043759446
PBRM1	0.34081966	0.086681379	0.33148217	-0.21504213	-6.4127013	-0.62298202
PBRM1	0.22737572	0.1487142	0.20475009	-0.51256322	-4.9755769	-0.79377103
PBRM1	0.26736564	0.092784711	0.29099483	0.074348923	-2.0802643	-0.29310363
PBRM1	-0.39165996	0.09434338	-0.40756328	-0.84776867	-4.8345598	-0.51666311
PBRM1	-0.34969802	0.082011303	-0.36878422	-0.3892911	-0.48277595	-0.096964605
PBRM1	0.40883136	0.072631849	0.39598947	0.60922248	2.7589979	0.13677529
PBRM1	0.31693754	0.084231646	0.31176839	-0.38277254	-8.3069739	-0.77099865
PBRM1	-0.13528356	0.058692199	-0.14771235	0.051315641	3.1792845	0.12257027
PBRM1	0.43147884	0.052491682	0.43358303	1.3292255	17.102646	0.81918474
PBRM1	0.45583097	0.045353639	0.45132774	0.63039797	3.8490186	0.10261251
PBRM1	0.0087767583	0.13259921	-0.013866706	-0.56619426	-4.3361572	-0.62878528
PBRM1	0.25499408	0.052167339	0.24912898	1.0965996	16.132806	0.77101294
PBRM1	0.48478624	0.055969185	0.47904839	0.40047236	-1.5064339	-0.15503375
PBRM1	0.60067374	0.11126748	0.57837692	0.39270309	-1.8691054	-0.26213155
PBRM1	-0.083610466	0.40228364	-0.16183394	0.47621565	1.3916204	0.56159187
PBRM1	0.17870153	0.1129484	0.19274241	-0.11448676	-2.595772	-0.38368689
PBRM1	0.37847915	0.15915272	0.35059576	-0.12890201	-3.1880144	-0.55595549
PBRM1	-0.53772825	0.087265084	-0.52602853	-0.066209276	5.4032948	0.38336153
PBRM1	-0.13535238	0.11148844	-0.11685235	-1.0117058	-7.8604866	-0.97131114
PBRM1	0.2627307	0.047934877	0.25913709	1.2241748	20.057298	0.88857999
PBRM1	0.072959297	0.11077057	0.059788152	0.28692849	1.931643	0.15068262
PBRM1	-0.28375507	0.097982279	-0.26493301	-0.90525951	-6.343029	-0.71678422
