gene	mean_log2ND	std_log2ND	median_log2ND	sample20190415-I1-log2_ND	sample20190415-RZ	sample20190415-CopyRatio
TERT	-2.4833626	0.15572351	-2.4461567	-2.0023635	3.0888022	0.42807846
TERT	-0.31741481	0.090435517	-0.30959157	-0.086985236	2.5479986	0.20689158
TERT	0.0474695	0.065614014	0.02945195	0.22515979	2.708115	0.17999309
TERT	-0.21592156	0.10296446	-0.2298923	-0.073310054	1.3850556	0.14086749
TERT	-0.45125773	0.10042065	-0.44895087	-0.52127755	-0.69726513	-0.088041434
TERT	-0.7036468	0.12447705	-0.69543301	-1.0199234	-2.5408427	-0.34020515
TERT	-0.25562588	0.56661421	-0.34762632	-0.49842245	-0.4285042	-0.16651088
TERT	-1.4167017	0.14245286	-1.4358863	-1.7527877	-2.3592786	-0.33261614
TERT	-1.5979055	0.14736286	-1.5949998	-2.5872753	-6.7138342	-1.0079903
MTRR	-0.12233435	0.35005869	-0.059623123	-0.17630912	-0.15418776	-0.13240075
MTRR	0.47317754	0.31365166	0.53256983	0.81310941	1.0837879	0.26482482
MYO10	-0.46989651	0.26209394	-0.42245638	-0.90402973	-1.6564031	-0.4972881
DROSHA	-0.66701457	0.26793268	-0.62966591	-0.9218898	-0.95126593	-0.30793865
DROSHA	-0.043867297	0.30435988	-0.010422105	-0.51935927	-1.5622689	-0.52465192
IL7R	0.54871886	0.099281788	0.56912352	0.74532929	1.9803273	0.16049101
IL7R	-0.39891435	0.072865316	-0.38353032	-0.26222487	1.8759197	0.1055907
IL7R	-0.35466465	0.068750213	-0.36618681	-0.37437901	-0.28675345	-0.023906957
IL7R	-0.41440841	0.10414729	-0.41013923	-0.37763423	0.35309784	0.016790247
IL7R	-0.040420345	0.048816077	-0.0561012	-0.1447459	-2.1371147	-0.10435946
IL7R	0.822179	0.10416974	0.81309677	0.60128895	-2.1204819	-0.22752257
IL7R	-0.38840268	0.092921145	-0.39163995	-0.49001558	-1.093539	-0.11409038
IL7R	-0.20847755	0.34767608	-0.27774772	-0.26025333	-0.1489196	0.0017796318
C5orf42	-0.76821922	0.35900032	-0.68823242	-0.8495285	-0.22648804	-0.17701084
RICTOR	-0.14637498	0.13570604	-0.13704749	-0.21495435	-0.5053524	-0.093621619
RICTOR	-0.51523083	0.10608645	-0.51685498	-0.57213471	-0.5363916	-0.070994487
RICTOR	-0.20495456	0.099169331	-0.19297107	-0.15756605	0.47785451	0.019690266
RICTOR	-0.020410735	0.037725393	-0.018367547	0.22956987	6.626322	0.23222266
RICTOR	-0.031565292	0.13337002	-0.042955837	0.01425004	0.34352047	0.041491121
RICTOR	-0.13686244	0.13665569	-0.13013727	0.089234343	1.6544996	0.20365686
RICTOR	0.090511371	0.093573198	0.073894971	0.13157362	0.43882491	0.041963894
RICTOR	0.54365639	0.12540682	0.56839119	0.87020405	2.6039067	0.2860981
RICTOR	0.39419131	0.49521611	0.29513053	0.46116007	0.13523138	0.15031478
RICTOR	0.46410674	0.09407017	0.44351524	0.7434971	2.9700207	0.2842671
RICTOR	0.27954027	0.096533804	0.30413991	0.40121987	1.2604869	0.081365203
RICTOR	0.0096310855	0.12183484	0.025167188	0.40907141	3.2785394	0.36818947
RICTOR	0.17862399	0.098013347	0.17806416	0.38093416	2.0641084	0.18715524
RICTOR	0.28256574	0.085907056	0.26678316	0.53360597	2.9222306	0.25110805
RICTOR	0.44801234	0.11797881	0.48095788	0.68849739	2.038375	0.19182476
RICTOR	-0.23135174	0.13893519	-0.22988751	-0.089696137	1.0195804	0.12447662
RICTOR	0.29724994	0.090035836	0.30749242	0.4722227	1.943368	0.14901553
RICTOR	-0.055753557	0.10328377	-0.042124987	0.043064271	0.95676047	0.069474502
RICTOR	0.0053350809	0.095164445	-0.0054165892	0.34076902	3.5247822	0.33047085
RICTOR	0.13204582	0.077348772	0.13691686	0.22649786	1.2211188	0.073866241
RICTOR	0.70806986	0.25169837	0.75251013	1.1896597	1.9133611	0.42143484
RICTOR	0.30657335	0.22089816	0.3748592	0.81779275	2.3142764	0.42721879
RICTOR	0.4373029	0.075770405	0.44043919	0.59414818	2.0700072	0.13799424
RICTOR	-0.25984348	0.15693846	-0.23463906	0.1002157	2.2942699	0.31914001
RICTOR	-0.39907957	0.10801662	-0.37737895	-0.28504762	1.055689	0.076616576
RICTOR	0.37555685	0.13798602	0.35281014	0.58488541	1.5170273	0.21636052
RICTOR	0.32512494	0.10641391	0.33772186	0.60157864	2.5979094	0.24814202
RICTOR	-0.78971696	0.1271175	-0.77888369	-0.79783351	-0.063850795	-0.034664579
RICTOR	-0.023877677	0.12650776	0.0025402357	0.27261826	2.3436976	0.25436327
RICTOR	0.37300849	0.10739138	0.38666116	0.4364276	0.59054194	0.034051688
RICTOR	-0.25781065	0.20040492	-0.21360817	0.092165361	1.7463444	0.29005877
RICTOR	-0.050096047	0.074903098	-0.054278257	0.28829732	4.5177486	0.32686082
RICTOR	-0.73376025	0.094922819	-0.73137894	-0.47405319	2.7359814	0.241611
RICTOR	0.50100294	0.11629227	0.50941492	0.71853598	1.8705718	0.1934063
RICTOR	-0.25706885	0.075405471	-0.25323413	-0.13029756	1.6811949	0.10722182
RICTOR	-0.29200705	0.16907753	-0.26041513	-0.16729468	0.73760462	0.077405691
RICTOR	-0.041315724	0.10064783	-0.022696857	0.0924466	1.3290135	0.099428701
RICTOR	-0.067424727	0.13710257	-0.081289814	0.094899488	1.1839619	0.16047455
RICTOR	0.14878297	0.14648358	0.16937765	0.28109337	0.90324392	0.096000967
MAP3K1	-1.087201	0.29555183	-1.1363848	-1.0698572	0.058682697	0.050812823
MAP3K1	0.060357796	0.13329103	0.076937417	0.15043278	0.67577678	0.057780606
MAP3K1	0.56339474	0.28111579	0.51003815	0.56668534	0.011705487	0.040932431
MAP3K1	-0.33866378	0.060759285	-0.34161737	-0.036579394	4.9718226	0.28932322
MAP3K1	-0.53189188	0.10138072	-0.54737909	-0.37573343	1.5403171	0.15593091
MAP3K1	-0.0019029012	0.090667213	-0.016858049	0.029713086	0.34870364	0.030856379
MAP3K1	0.46324035	0.095700955	0.46069023	0.59215869	1.3470957	0.1157537
MAP3K1	0.10494551	0.086106948	0.088903188	0.22175862	1.3566049	0.11714067
MAP3K1	0.13468341	0.048510085	0.13296317	0.2291742	1.9478587	0.080496276
MAP3K1	0.51181943	0.11115351	0.54444141	0.97799011	4.1939358	0.41783395
MAP3K1	0.048567481	0.058461538	0.037614864	0.19812071	2.5581474	0.14479109
MAP3K1	0.20900248	0.17771596	0.16840153	0.19645603	-0.070598358	0.012339739
MAP3K1	-0.14952107	0.054652005	-0.166528	-0.10712978	0.77565852	0.043683468
MAP3K1	0.1148414	0.089022913	0.12406181	0.2710226	1.7543932	0.13124603
MAP3K1	1.0024123	0.062859677	0.98555156	0.96724667	-0.55943069	-0.034019648
MAP3K1	0.14623952	0.29185438	0.095986005	0.20950361	0.21676594	0.097802848
MAP3K1	-0.23281442	0.43360536	-0.31385496	-0.30773564	-0.17278665	-0.0095954341
MAP3K1	-0.029280391	0.055126893	-0.026530644	0.094548062	2.246244	0.10536395
MAP3K1	-0.69998178	0.093064134	-0.68258127	-0.72950896	-0.31727772	-0.062642442
MAP3K1	-0.1473746	0.051932248	-0.15705227	0.035727064	3.5257797	0.17706458
MAP3K1	-0.47954163	0.065724662	-0.4810993	-0.36009005	1.8174545	0.1052945
MAP3K1	-0.21457121	0.050850659	-0.21411766	-0.023860753	3.7504029	0.17454215
MAP3K1	0.21995927	0.062964321	0.22049839	0.34374978	1.9660421	0.10753663
ADAMTS6	-1.1203326	0.3129819	-1.0819586	-1.2800561	-0.51032832	-0.21381228
PIK3R1	-0.4646148	0.246227	-0.50599922	-0.552734	-0.35787789	-0.062449535
PIK3R1	0.35166429	0.090461722	0.37022605	0.55928852	2.2951611	0.17334771
PIK3R1	0.081773317	0.093421673	0.086523485	0.18048732	1.0566499	0.078249079
PIK3R1	0.7513443	0.079767366	0.7535086	0.67895881	-0.90745748	-0.090264549
PIK3R1	0.2334796	0.076859209	0.22708152	0.034138898	-2.5935825	-0.20865738
PIK3R1	-0.24454913	0.083897818	-0.23094366	-0.16113936	0.99418277	0.05408954
PIK3R1	-0.1799666	0.14038425	-0.21985312	-0.3310874	-1.0764797	-0.12694904
PIK3R1	0.35894689	0.29645755	0.35641874	-0.75759211	-3.7662694	-1.1297256
PIK3R1	-0.25445613	0.11545169	-0.26082686	-0.44300291	-1.6331228	-0.19789081
PIK3R1	-0.086107712	0.12732445	-0.052944688	0.22882799	2.4734896	0.26605792
PIK3R1	-0.4079094	0.057489271	-0.40117267	-0.47828176	-1.2240955	-0.092823843
PIK3R1	0.025043352	0.10633936	0.04944273	0.10965216	0.79564898	0.04449467
PIK3R1	0.61899441	0.123452	0.63470987	0.61159492	-0.059938156	-0.038829701
PIK3R1	0.030860869	0.091466121	0.045174781	0.10778155	0.8409746	0.046892017
PIK3R1	0.010596452	0.0826012	0.0048610699	-0.19221237	-2.4552769	-0.21278819
PIK3R1	0.25628529	0.078403653	0.24146071	0.01357815	-3.0956101	-0.24359732
PIK3R1	0.65237595	0.092088206	0.66596219	0.72429575	0.78098817	0.042618804
PIK3R1	-0.35554314	0.08509793	-0.37938111	-0.35545337	0.0010548666	0.008212981
PIK3R1	-0.099419387	0.072438324	-0.10853028	-0.081763149	0.24374167	0.011052375
CDK7	-1.4633148	0.27657174	-1.4494926	-1.7731507	-1.120273	-0.33937282
BTF3	-0.13488071	0.2758516	-0.087571044	-0.5136734	-1.3731756	-0.44181711
BTF3	0.48820511	0.31077851	0.53406175	0.18736129	-0.96803289	-0.36241521
ANKRA2	0.38257563	0.33693182	0.46914306	0.4185964	0.10690818	-0.06626142
ANKRA2	1.0088189	0.3114949	1.0641533	0.84286578	-0.53276353	-0.23700228
rs1650723	0.1633426	0.10908963	0.1749442	0.17407617	0.098392226	-0.016582784
MSH3	-0.74814499	0.23076768	-0.77533304	-0.59761139	0.65231667	0.1620069
rs442767	-0.59789967	0.18674896	-0.58444189	-0.24113341	1.9104056	0.32759373
MSH3	-0.034700676	0.055621963	-0.02556939	-0.066772137	-0.57659707	-0.056917503
MSH3	-0.21637633	0.11865254	-0.22668726	-0.29636925	-0.67417787	-0.085396743
MSH3	-0.017489257	0.064760963	-0.024221323	-0.088141423	-1.0909684	-0.079634856
MSH3	0.26530476	0.051132448	0.26685477	0.32112196	1.0916199	0.038552432
MSH3	0.19576947	0.071838637	0.21732033	0.20091642	0.07164594	-0.032118669
MSH3	0.35142675	0.046160891	0.34990124	0.32968485	-0.47100268	-0.035931149
MSH3	-0.17024543	0.076757985	-0.19641403	0.10809653	3.626228	0.2887958
MSH3	-0.16027583	0.045931551	-0.14863317	-0.11942293	0.88943005	0.013495486
MSH3	0.41430621	0.065277652	0.4229021	0.45124918	0.56593599	0.012632326
MSH3	-0.46675678	0.11318181	-0.43893744	-0.49401279	-0.24081619	-0.070790108
MSH3	-0.56700534	0.10137142	-0.55065457	-0.66970584	-1.013111	-0.13476603
MSH3	-0.19585613	0.055140541	-0.19539934	-0.19171618	0.075079946	-0.012031597
MSH3	0.20164377	0.07926203	0.19117608	0.33745285	1.7134191	0.13056201
MSH3	0.12786654	0.13057701	0.1476578	0.31494444	1.4327017	0.15157189
MSH3	1.0848424	0.13584073	1.1102542	1.3569803	2.0033599	0.23101131
MSH3	0.023863173	0.049646175	0.020191817	0.025460382	0.03217184	-0.010446191
MSH3	0.32676182	0.069424904	0.32573853	0.45262185	1.8128946	0.11116857
MSH3	-0.011576356	0.073860836	-0.010499304	-0.034129187	-0.30534221	-0.039344639
MSH3	-0.26660635	0.057428823	-0.26974358	-0.30902061	-0.73855355	-0.054991787
MSH3	-0.55088281	0.10680851	-0.56019912	-0.47479365	0.71238853	0.069690712
MSH3	0.028327604	0.074909858	0.04366196	0.24305158	2.8664315	0.18367486
MSH3	-0.0642004	0.090560829	-0.067462014	-0.16346628	-1.0961238	-0.11171902
MSH3	-0.71546106	0.091969402	-0.72978864	-0.964138	-2.7039095	-0.25006411
CAST,ERAP1	-2.0489865	0.2774344	-1.9520413	-2.0624123	-0.048392645	-0.12608574
CHD1	0.6826771	0.26605067	0.73395178	0.65074789	-0.12001175	-0.098918641
CHD1	0.16022851	0.33530879	0.23893045	0.45604257	0.88221386	0.20139737
APC	0.53522275	0.10312297	0.49920483	1.1820187	6.2720846	0.66709916
APC	-0.29217041	0.1534167	-0.30128133	-0.45346412	-1.0513439	-0.16789755
APC	-0.26760494	0.071646601	-0.26787114	0.11720858	5.3709947	0.36936496
APC	-0.0049078247	0.14942898	-0.032403523	0.24186879	1.6514642	0.25855755
APC	-0.27508315	0.1600287	-0.24587789	-0.04430104	1.4421295	0.18586209
APC	0.27159386	0.065097244	0.27028882	0.40750232	2.0877759	0.12149874
APC	-0.4896917	0.17105034	-0.45189077	-0.28158341	1.2166494	0.1545926
APC	-0.20237045	0.062498028	-0.20666844	-0.10124926	1.6179901	0.089704422
APC	-0.35421198	0.10562161	-0.32997193	-0.058295271	2.8016682	0.2559619
APC	-1.1457785	0.093805583	-1.1447396	-0.92996979	2.3005956	0.19905506
APC	-0.24368702	0.096846226	-0.24964732	-0.1263303	1.2117841	0.10760226
APC	-0.13817896	0.24415218	-0.18195138	-0.077902647	0.24688009	0.088333977
APC	0.41833475	0.10112942	0.44815127	0.70097815	2.7948682	0.23711212
APC	-0.18794143	0.079688236	-0.1784541	-0.092338245	1.1997152	0.070401099
APC	-0.47059425	0.13601145	-0.47709778	-0.58357628	-0.83068031	-0.12219326
APC	0.25225765	0.096265156	0.26154352	0.026203837	-2.3482413	-0.25105444
APC	0.2280844	0.11039794	0.20495939	0.23191793	0.034724625	0.011243781
APC	1.8203145	0.60308846	1.7094912	1.7147106	-0.17510517	-0.010495366
APC	-0.24196546	0.40301803	-0.3150541	-0.19945692	0.10547552	0.099882422
CDO1	-0.23713157	0.35642486	-0.19826913	-0.4917025	-0.71423449	-0.30914812
CEP120	-1.2294781	0.29198641	-1.149209	-1.1977202	0.1087649	-0.064225984
CEP120	0.010370097	0.31857759	0.048384509	0.33561582	1.020931	0.27151656
RAD50	0.27109547	0.092567643	0.26914711	0.16757406	-1.1183326	-0.11728781
RAD50	-0.24149129	0.15468396	-0.20813691	-0.072412307	1.0930609	0.12000985
RAD50	0.01371431	0.055179094	0.0091269488	0.0069531889	-0.12253048	-0.017888516
RAD50	0.15031435	0.092242901	0.14559233	0.17468747	0.26422763	0.013380387
RAD50	-0.17574042	0.086626535	-0.17995086	-0.087315087	1.020765	0.076921017
RAD50	-0.029858122	0.077754586	-0.020912374	-0.233223	-2.6154712	-0.22802538
RAD50	-0.26113015	0.072978326	-0.25082051	-0.23653913	0.33696334	-0.0014333755
RAD50	-0.29679917	0.079341147	-0.30266209	-0.31439854	-0.2218189	-0.027451202
RAD50	-0.5470039	0.10152314	-0.56497026	-0.50951693	0.36924553	0.03973857
RAD50	-0.19330203	0.10134452	-0.21581615	-0.18808479	0.051480277	0.012016608
RAD50	-0.63160741	0.094447432	-0.62317464	-0.64090386	-0.098429866	-0.033443974
RAD50	-0.037618649	0.043356635	-0.044785093	-0.024927166	0.29272297	0.0041431709
RAD50	0.20898074	0.060924775	0.20150254	0.20263972	-0.10407952	-0.014577578
RAD50	0.3356062	0.26581257	0.37868557	1.0087627	2.532448	0.61436238
RAD50	0.12894593	0.074398736	0.12839126	0.058770065	-0.94324002	-0.085335951
RAD50	-0.82151157	0.084772705	-0.82524772	-0.65766846	1.9327342	0.1518645
RAD50	-0.1572302	0.095088171	-0.17839396	-0.27967424	-1.2876895	-0.11699503
RAD50	-0.41818803	0.13159445	-0.41636182	-0.23735348	1.3741807	0.16329359
RAD50	0.065151738	0.15317767	0.089568236	0.11988712	0.35733261	0.014604123
RAD50	-0.017060211	0.054746437	-0.010534515	0.069553984	1.5820974	0.064373743
RAD50	-0.0098836765	0.064418874	-0.0004721425	0.062644144	1.1258784	0.047401531
RAD50	-0.063187848	0.12356812	-0.081761331	0.043850294	0.86622781	0.10989687
RAD50	-0.83213911	0.1426996	-0.83551248	-1.0159319	-1.2879697	-0.19613415
RAD50	-0.36168525	0.061680366	-0.36706948	-0.60304079	-3.9130043	-0.25168606
RAD50	0.40772127	0.05484125	0.4077951	0.38563232	-0.40277982	-0.037877535
RAD50	0.21342843	0.094763594	0.20373308	0.079199009	-1.4164661	-0.14024883
HSPA4	-1.7137173	0.23513061	-1.6821481	-1.949839	-1.0042151	-0.28340566
HSPA4	0.44749222	0.33024677	0.49448255	-0.16134485	-1.8435822	-0.67154215
CDKL3	-0.12401434	0.35260624	-0.1214489	-0.51601201	-1.1117151	-0.41027787
PURA	0.37490739	0.31073602	0.42276712	0	-1.2065141	-0.43848188
PURA	-0.43034403	0.28454708	-0.37632561	-0.35872256	0.2517034	0.0018882915
DIAPH1	-0.98333603	0.2629972	-0.96002557	-1.5019677	-1.9720046	-0.5576569
RBM27	-2.3866334	0.32916656	-2.2914143	-2.4588997	-0.21954315	-0.18320012
CSF1R	-0.27831324	0.067655843	-0.27406758	-0.52377291	-3.6280631	-0.26542008
CSF1R	-0.14558313	0.087192479	-0.13702233	-0.26835345	-1.4080379	-0.14704587
CSF1R	0.046336278	0.11586874	0.064390977	0.10328181	0.49146591	0.023176081
CSF1R	0.077085347	0.068624981	0.086207655	-0.091113488	-2.4509855	-0.1930359
CSF1R	0.15491246	0.048547276	0.15075793	-0.092048367	-5.0870172	-0.25852105
CSF1R	0.36993364	0.11651201	0.38346375	0.61144318	2.0728296	0.21226467
CSF1R	-0.23018746	0.11576123	-0.2158379	-0.67269513	-3.8225895	-0.47257198
CSF1R	-0.11778883	0.045540803	-0.12933898	-0.077739526	0.87941586	0.035884699
CSF1R	0.022249247	0.056137849	0.0083378028	0.2556347	4.1573637	0.23158214
CSF1R	-0.14350073	0.088953868	-0.1352959	-0.16222032	-0.21044156	-0.042639177
CSF1R	0.34815077	0.047539622	0.35144769	0.18152249	-3.5050401	-0.18563996
CSF1R	-1.048422	0.16104247	-1.0387779	-0.65846485	2.4214553	0.36459829
CSF1R	-0.085153787	0.086038691	-0.092791828	-0.033061389	0.60545317	0.044015683
CSF1R	0.28618239	0.11103284	0.2990258	0.012257224	-2.4670644	-0.30248333
CSF1R	0.29118055	0.095011867	0.2996514	0.45744276	1.7499099	0.14207661
CSF1R	0.19949686	0.086623073	0.1873066	0.11278221	-1.0010572	-0.090239145
CSF1R	0.2038733	0.061079625	0.2001786	0.16587952	-0.62203695	-0.050013839
CSF1R	-0.31605084	0.04589137	-0.30874805	-0.31640555	-0.0077292988	-0.023372254
CSF1R	-0.15389837	0.19065227	-0.19320045	-0.095256118	0.30758749	0.082229577
CSF1R	-0.022895829	0.16433894	-0.047556605	0.056726353	0.48449979	0.088568202
CSF1R	0.0080869323	0.13163886	-0.0013313912	-0.026498311	-0.26272822	-0.040881675
PDGFRB	0.22427659	0.071115094	0.21283979	0.20984261	-0.20296652	-0.018711939
PDGFRB	-0.04390784	0.13481	-0.057819015	-0.66506611	-4.6076573	-0.62296185
PDGFRB	0.080273771	0.10912408	0.085344356	-0.25944438	-3.1131365	-0.3605035
PDGFRB	-0.2350466	0.10341208	-0.22037616	-0.49728405	-2.5358493	-0.29262265
PDGFRB	-0.43236245	0.058635411	-0.43322814	-0.57999014	-2.5177224	-0.16247676
PDGFRB	-0.0047723924	0.047621366	-0.010180754	-0.042101584	-0.78387486	-0.047635586
PDGFRB	-0.1074323	0.045135434	-0.10229826	-0.49222833	-8.5253646	-0.40564483
PDGFRB	0.13103478	0.057219906	0.13031373	0.14461298	0.23729862	-0.0014155013
PDGFRB	0.55265964	0.063239373	0.53844517	0.72332544	2.6987269	0.16916551
PDGFRB	0.23688842	0.042910153	0.22580688	0.16039768	-1.7825791	-0.081123959
PDGFRB	-1.1961363	0.09354035	-1.2003517	-1.7667048	-6.0997047	-0.58206787
PDGFRB	-0.36018553	0.053705936	-0.36422284	-0.37951157	-0.35984925	-0.031003487
PDGFRB	0.58808405	0.068542093	0.59675641	0.46297169	-1.8253361	-0.14949948
PDGFRB	-0.3100948	0.09359519	-0.32420113	-0.25015754	0.64038829	0.058328837
PDGFRB	-0.2203289	0.049637458	-0.21869515	-0.22191964	-0.03204715	-0.018939245
PDGFRB	-0.43647359	0.065807092	-0.41641608	-0.55835955	-1.8521706	-0.15765823
PDGFRB	0.25534848	0.069224067	0.24763342	0.10064293	-2.2348521	-0.16270525
PDGFRB	0.15165297	0.047591077	0.15006882	0.090599984	-1.2828662	-0.075183592
PDGFRB	-0.04536746	0.059905362	-0.035447795	-0.096043649	-0.84593745	-0.07631061
PDGFRB	0.2929108	0.17684851	0.26657886	0.33237097	0.22312979	0.050077356
PDGFRB	0.018818413	0.22987441	-0.025195835	-0.05297728	-0.31232573	-0.043496201
PDGFRB	-0.021829805	0.096453336	-0.0045167298	-0.18683076	-1.7106817	-0.19802879
CD74_fus	0.083794195	0.22671041	0.044357738	0.026330132	-0.25346901	-0.033742362
CD74_fus	0.7101129	0.20242982	0.74761689	0.51464964	-0.96558532	-0.24868201
CD74_fus	-0.32317348	0.43157399	-0.39816389	-0.408045	-0.19665579	-0.025595871
CNOT8	-1.4358267	0.38860049	-1.417565	-1.6418903	-0.53027114	-0.24004008
GABRP	0.28165747	0.31964553	0.34168461	0.080390598	-0.62965646	-0.27700877
GABRP	-0.18830572	0.2949713	-0.12179265	-0.60130929	-1.4001483	-0.4952314
NPM1	-1.5005742	0.32906938	-1.4447058	-1.0292555	1.4322777	0.39973558
NPM1	0.45195607	0.30373813	0.51797182	0.80921442	1.1762051	0.27552784
NPM1	0.53816696	0.29459765	0.59095099	1.011889	1.6080305	0.40522321
NPM1	-0.20664204	0.31765411	-0.15324606	-0.25220957	-0.14345014	-0.11467826
NPM1	0.089123301	0.31938122	0.14830234	0.53171802	1.3857882	0.36770092
NPM1	-0.080884723	0.31500907	-0.0040137941	0.51906242	1.9045393	0.50736146
NPM1	-0.50498083	0.22910134	-0.46110518	-0.5362206	-0.13635785	-0.090830171
NPM1	-0.92452717	0.28578719	-0.87852493	-1.0081701	-0.29267571	-0.14535996
NPM1	-2.1474894	0.27893641	-2.1571735	-1.9362422	0.75733099	0.20521653
NPM1	-0.60373737	0.35350073	-0.52101976	-0.21544243	1.0984275	0.28986257
NPM1	0.24343813	0.091035876	0.24106026	0.088937317	-1.697142	-0.1678377
NPM1	1.4836732	0.2823294	1.5282444	1.8188765	1.1872773	0.27491734
NPM1	0.29218946	0.35014681	0.3885624	0.65605994	1.039194	0.25178278
NPM1	0.26387334	0.34525093	0.33992267	0.73374377	1.3609534	0.37810634
NPM1	-0.8869845	0.26742379	-0.81172175	-1.0320938	-0.54261926	-0.2360868
FAM153B	-0.01276022	0.38518686	0.026834519	-0.32791361	-0.81818312	-0.37046288
FGFR4	-0.068256616	0.14545158	-0.038637633	0.18581458	1.7467751	0.20873746
FGFR4	0.46007842	0.057441115	0.46477235	0.35325458	-1.8597105	-0.12723253
FGFR4	-0.15072549	0.15720055	-0.17664027	-0.055810079	0.60378549	0.10511543
FGFR4	0.44719946	0.13555945	0.47206788	0.33956129	-0.79402923	-0.14822134
FGFR4	0.16054364	0.059401284	0.16387021	0.20612693	0.76737892	0.026541967
FGFR4	-0.46640001	0.045294516	-0.46670372	-0.37741339	1.9646223	0.073575572
FGFR4	-0.1795817	0.07333622	-0.1934135	-0.28086303	-1.3810546	-0.10316428
FGFR4	-0.57559174	0.053408034	-0.5797258	-0.42607155	2.7995824	0.13793949
FGFR4	0.26036824	0.076064217	0.26172392	0.46467353	2.6859579	0.18723485
FGFR4	-0.033183474	0.10420983	-0.034741645	0.11849928	1.4555513	0.13752617
FGFR4	0.10346555	0.044872329	0.10318041	0.27982588	3.9302692	0.16093071
FGFR4	0.095229129	0.041199973	0.090479403	0.31431949	5.3177308	0.20812534
FGFR4	0.34215454	0.091077125	0.32971544	0.66270389	3.5195375	0.3172737
FGFR4	0.19466598	0.069241978	0.2095221	-0.14640605	-4.9257985	-0.37164291
FGFR4	0.39917249	0.094919301	0.41546958	0.63537763	2.4884838	0.2041933
FGFR4	0.50950449	0.04452483	0.50485767	0.6184871	2.4476816	0.09791467
FGFR4	-0.189256	0.090733299	-0.18193722	-0.36528321	-1.9400508	-0.19906074
FGFR4	0.2369833	0.061352516	0.23313737	0.407909	2.7859608	0.15905688
NSD1	-0.22550751	0.47523641	-0.30095109	-0.40725638	-0.38243885	-0.12202004
NSD1	0.076715987	0.072914254	0.073727167	0.17173659	1.3031829	0.08229467
NSD1	-0.25551203	0.062696295	-0.25177935	0.076768896	5.2998495	0.31283349
NSD1	0.56268495	0.60178018	0.44987702	0.46240964	-0.16663112	-0.003182133
NSD1	-0.53917607	0.080818765	-0.53960871	-0.53394973	0.064667399	-0.010055777
NSD1	-0.1921922	0.15654628	-0.22311769	-0.14896092	0.27615656	0.058442016
NSD1	0.073185522	0.087330591	0.10010999	0.20729232	1.5356223	0.091467576
NSD1	0.25001997	0.11201328	0.2734632	0.15627885	-0.83687502	-0.1328991
NSD1	-0.78888087	0.07820647	-0.78710044	-0.87446912	-1.0943883	-0.10308343
NSD1	-0.21477788	0.067026786	-0.22276597	-0.05746656	2.3469918	0.14958465
NSD1	0.15939151	0.057089268	0.14305851	0.29049278	2.2964257	0.13171951
NSD1	0.07744001	0.066996083	0.071076101	0.078430982	0.014791485	-0.0083598754
NSD1	0.44732077	0.097277903	0.43522713	0.41163274	-0.36686682	-0.039309151
NSD1	0.19328414	0.093819089	0.18940913	0.18474194	-0.091049655	-0.020381942
NSD1	-0.090254919	0.056907693	-0.091874947	-0.0097681323	1.4143393	0.066392059
NSD1	0.2368702	0.079734987	0.22501181	0.42638143	2.3767638	0.18565486
NSD1	-0.31224931	0.08533343	-0.2906075	-0.19466549	1.3779338	0.080227253
NSD1	-0.11983596	0.13834632	-0.13448264	-0.17673977	-0.41131424	-0.057971888
NSD1	-0.44401132	0.061654786	-0.43625602	-0.78333221	-5.5035612	-0.36279095
NSD1	-0.19938159	0.064836805	-0.21298781	-0.072741661	1.9532105	0.12453139
NSD1	0.16196244	0.061328958	0.16456202	0.27550369	1.8513481	0.095226913
NSD1	-0.43084004	0.100703	-0.45170929	-0.5442814	-1.1264943	-0.10828686
NSD1	-0.1311097	0.56625758	-0.22959013	-0.054203379	0.13581508	0.15967199
HNRNPH1	-0.42033914	0.29084589	-0.39696415	-0.73092317	-1.0678646	-0.34967378
HNRNPH1	-0.93971643	0.2449176	-0.89845993	-1.2784126	-1.3828985	-0.39566743
FLT4	-0.078420858	0.038392175	-0.07972984	-0.16544797	-2.2667929	-0.10143288
FLT4	-0.82245295	0.30070213	-0.83092014	-1.4911199	-2.2236854	-0.67591451
FLT4	-2.1647456	0.18886393	-2.145843	-1.8959314	1.4233222	0.23419686
FLT4	0.00067010836	0.12076004	0.039747222	-0.27821823	-2.3094423	-0.33368021
FLT4	0.14609307	0.075848967	0.14596079	-0.042973737	-2.4926748	-0.20464928
FLT4	-0.7672394	0.054652154	-0.7483355	-1.0088403	-4.4207025	-0.27621957
FLT4	-0.12956671	0.068609584	-0.12749667	-0.39977631	-3.9383653	-0.2879944
FLT4	0.074017345	0.078871486	0.099077426	-0.32298463	-5.0335298	-0.43777681
FLT4	0.52140917	0.055333549	0.51417163	-0.24532245	-13.856542	-0.77520884
FLT4	0.14276115	0.076674249	0.14075758	0.051798235	-1.1863555	-0.1046741
FLT4	-0.39985499	0.10294881	-0.36959605	-0.31049457	0.86800829	0.043386724
FLT4	-0.039831288	0.08279527	-0.036204165	0.020185018	0.72487602	0.040674427
FLT4	-0.45391215	0.14622901	-0.4251694	-0.43163839	0.15232109	-0.022183744
