gene	mean_log2ND	std_log2ND	median_log2ND	R-181105-501025-BLD-485154_BC_E18110806-2-DNA_F1811082897-14_L181108-00003-A3_20181110-C8_panel12_P181110411-2_sample20181110-nextseq-TPNB500304-log2_ND	R-RZ	R-CopyRatio
TERT	-0.43797851	0.11903416	-0.41810643	-0.18432768	2.1309079	0.18367669
TERT	-1.0698372	0.061935968	-1.0678679	-0.61126869	7.4039128	0.40649715
TERT	-0.43439231	0.095468288	-0.42412453	-0.34351124	0.95195037	0.03051123
TERT	-0.90707372	0.090994029	-0.89187759	-0.354356	6.0742197	0.48741953
TERT	-0.41325856	0.064552465	-0.40948737	-0.31654654	1.4981925	0.042838765
TERT	-0.32754732	0.08795971	-0.34156095	-0.022602778	3.4668662	0.26885611
TERT	-0.28795647	0.10304123	-0.26420135	-0.1515245	1.3240522	0.06257479
TERT	-0.3874456	0.047350551	-0.38232337	-0.46754141	-1.6915496	-0.1353201
TERT	-2.4833626	0.15572351	-2.4461567	-1.6075456	5.6241794	0.78850899
TERT	-0.31741481	0.090435517	-0.30959157	-0.0094329317	3.4055412	0.25005658
TERT	0.0474695	0.065614014	0.02945195	0.24510879	3.0121506	0.16555478
TERT	-0.21592156	0.10296446	-0.2298923	0.092204199	2.9925448	0.27199444
TERT	-0.45125773	0.10042065	-0.44895087	-0.320468	1.3024187	0.078380808
TERT	-0.7036468	0.12447705	-0.69543301	-0.37327947	2.6540421	0.27205148
TERT	-0.25562588	0.56661421	-0.34762632	-0.56281754	-0.54215312	-0.26529328
TERT	-1.4167017	0.14245286	-1.4358863	-1.6987616	-1.9800225	-0.31297734
TERT	-1.5979055	0.14736286	-1.5949998	-2.7275382	-7.6656538	-1.1826404
MTRR	-0.12233435	0.35005869	-0.059623123	-1.5314965	-4.0255025	-1.5219754
MTRR	0.47317754	0.31365166	0.53256983	0.020084246	-1.4445748	-0.56258765
MYO10	-0.46989651	0.26209394	-0.42245638	-0.50156481	-0.12082805	-0.12921049
DROSHA	-0.66701457	0.26793268	-0.62966591	-0.68019113	-0.049178619	-0.10062728
DROSHA	-0.043867297	0.30435988	-0.010422105	0.44779814	1.6154082	0.40811819
IL7R	0.54871886	0.099281788	0.56912352	0.80495428	2.5808905	0.1857287
IL7R	-0.39891435	0.072865316	-0.38353032	-0.37784922	0.28909686	-0.044420958
IL7R	-0.35466465	0.068750213	-0.36618681	-0.44838208	-1.3631584	-0.13229733
IL7R	-0.41440841	0.10414729	-0.41013923	0.45657352	8.3629822	0.81661069
IL7R	-0.040420345	0.048816077	-0.0561012	0.37446943	8.4990397	0.38046857
IL7R	0.822179	0.10416974	0.81309677	1.5777952	7.2537011	0.71459633
IL7R	-0.38840268	0.092921145	-0.39163995	0.67880317	11.48507	1.0203411
IL7R	-0.20847755	0.34767608	-0.27774772	-0.27994753	-0.20556485	-0.052301874
C5orf42	-0.76821922	0.35900032	-0.68823242	-2.1224	-3.7720878	-1.4842696
RICTOR	-0.14637498	0.13570604	-0.13704749	0.48285316	4.6366996	0.56979859
RICTOR	-0.51523083	0.10608645	-0.51685498	-0.11839874	3.7406482	0.34835417
RICTOR	-0.20495456	0.099169331	-0.19297107	-0.4540996	-2.5123195	-0.31123059
RICTOR	-0.020410735	0.037725393	-0.018367547	-0.28734265	-7.0756564	-0.31907717
RICTOR	-0.031565292	0.13337002	-0.042955837	-0.24529689	-1.602546	-0.25244311
RICTOR	-0.13686244	0.13665569	-0.13013727	-1.1935534	-7.7325063	-1.1135182
RICTOR	0.090511371	0.093573198	0.073894971	0.4465427	3.804843	0.32254567
RICTOR	0.54365639	0.12540682	0.56839119	0.41616794	-1.016599	-0.20232531
RICTOR	0.39419131	0.49521611	0.29513053	0.48427026	0.18189826	0.13903767
RICTOR	0.46410674	0.09407017	0.44351524	0.51010654	0.48899453	0.016489237
RICTOR	0.27954027	0.096533804	0.30413991	-0.2186559	-5.1608468	-0.57289787
RICTOR	0.0096310855	0.12183484	0.025167188	-1.1267141	-9.326931	-1.2019833
RICTOR	0.17862399	0.098013347	0.17806416	-0.41243546	-6.0303975	-0.64060168
RICTOR	0.28256574	0.085907056	0.26678316	0.49900517	2.5194604	0.18211995
RICTOR	0.44801234	0.11797881	0.48095788	-0.70522335	-9.7749391	-1.2362833
RICTOR	-0.23135174	0.13893519	-0.22988751	-0.21113105	0.14554041	-0.031345607
RICTOR	0.29724994	0.090035836	0.30749242	-0.13124453	-4.7591547	-0.48883902
RICTOR	-0.055753557	0.10328377	-0.042124987	-1.5299302	-14.273072	-1.5379073
RICTOR	0.0053350809	0.095164445	-0.0054165892	-0.36876544	-3.9310955	-0.41345092
RICTOR	0.13204582	0.077348772	0.13691686	0.64615007	6.6465729	0.45913115
RICTOR	0.70806986	0.25169837	0.75251013	-1.7775232	-9.8752847	-2.5801354
RICTOR	0.30657335	0.22089816	0.3748592	-2.4777435	-12.604527	-2.9027048
RICTOR	0.4373029	0.075770405	0.44043919	-0.14267654	-7.6544324	-0.6332178
RICTOR	-0.25984348	0.15693846	-0.23463906	-2.2931026	-12.955773	-2.1085656
RICTOR	-0.39907957	0.10801662	-0.37737895	-1.9434165	-14.297216	-1.6161396
RICTOR	0.37555685	0.13798602	0.35281014	1.9067047	11.096398	1.5037925
RICTOR	0.32512494	0.10641391	0.33772186	0.36409328	0.36619594	-0.02373064
RICTOR	-0.78971696	0.1271175	-0.77888369	-2.6348763	-14.515384	-1.9060946
RICTOR	-0.023877677	0.12650776	0.0025402357	-1.7174543	-13.387136	-1.7700966
RICTOR	0.37300849	0.10739138	0.38666116	-1.1160887	-13.866077	-1.5528519
RICTOR	-0.25781065	0.20040492	-0.21360817	-1.1265524	-4.3349322	-0.96304628
RICTOR	-0.050096047	0.074903098	-0.054278257	-0.36700529	-4.230923	-0.36282909
RICTOR	-0.73376025	0.094922819	-0.73137894	-2.8094628	-21.867266	-2.1281859
RICTOR	0.50100294	0.11629227	0.50941492	-0.82578449	-11.409077	-1.3853015
RICTOR	-0.25706885	0.075405471	-0.25323413	0.17078196	5.6740023	0.37391403
RICTOR	-0.29200705	0.16907753	-0.26041513	-2.998345	-16.006491	-2.7880319
RICTOR	-0.041315724	0.10064783	-0.022696857	-0.27329306	-2.3048419	-0.30069827
RICTOR	-0.067424727	0.13710257	-0.081289814	-0.086678934	-0.14043652	-0.055491182
RICTOR	0.14878297	0.14648358	0.16937765	0.29205414	0.9780698	0.072574424
MAP3K1	-1.087201	0.29555183	-1.1363848	-1.395169	-1.04201	-0.30888622
MAP3K1	0.060357796	0.13329103	0.076937417	-0.081639227	-1.0653157	-0.20867871
MAP3K1	0.56339474	0.28111579	0.51003815	0.80064907	0.84397368	0.24050886
MAP3K1	-0.33866378	0.060759285	-0.34161737	-0.92327437	-9.621749	-0.63175906
MAP3K1	-0.53189188	0.10138072	-0.54737909	-0.80548461	-2.6986663	-0.30820758
MAP3K1	-0.0019029012	0.090667213	-0.016858049	-0.32647265	-3.5797919	-0.35971667
MAP3K1	0.46324035	0.095700955	0.46069023	-0.3206892	-8.1914496	-0.83148149
MAP3K1	0.10494551	0.086106948	0.088903188	-0.4873917	-6.8790873	-0.62639695
MAP3K1	0.13468341	0.048510085	0.13296317	-0.28732178	-8.699329	-0.47038701
MAP3K1	0.51181943	0.11115351	0.54444141	0.68867121	1.5910588	0.094127733
MAP3K1	0.048567481	0.058461538	0.037614864	-0.31810222	-6.2719817	-0.40581914
MAP3K1	0.20900248	0.17771596	0.16840153	-0.49052796	-3.9362274	-0.70903155
MAP3K1	-0.14952107	0.054652005	-0.166528	-0.27394703	-2.2766953	-0.15752109
MAP3K1	0.1148414	0.089022913	0.12406181	-0.19207452	-3.4476059	-0.36623839
MAP3K1	1.0024123	0.062859677	0.98555156	1.1655441	2.5951733	0.12989043
MAP3K1	0.14623952	0.29185438	0.095986005	0.062636441	-0.28645477	-0.083451626
MAP3K1	-0.23281442	0.43360536	-0.31385496	-0.02954506	0.46878886	0.23420784
MAP3K1	-0.029280391	0.055126893	-0.026530644	-0.28241028	-4.5917678	-0.3059817
MAP3K1	-0.69998178	0.093064134	-0.68258127	-1.252342	-5.9352645	-0.61986283
MAP3K1	-0.1473746	0.051932248	-0.15705227	-0.059471293	1.6926536	0.047478915
MAP3K1	-0.47954163	0.065724662	-0.4810993	-0.47164666	0.12012185	-0.040649424
MAP3K1	-0.21457121	0.050850659	-0.21411766	0.11336447	6.4489957	0.27738007
MAP3K1	0.21995927	0.062964321	0.22049839	0.36882551	2.3642952	0.098225061
ADAMTS6	-1.1203326	0.3129819	-1.0819586	-1.8363131	-2.2876099	-0.80445654
PIK3R1	-0.4646148	0.246227	-0.50599922	-0.50549381	-0.16602162	-0.049596648
PIK3R1	0.35166429	0.090461722	0.37022605	0.38307617	0.34723942	-0.037251946
PIK3R1	0.081773317	0.093421673	0.086523485	0.4021833	3.4297179	0.26555775
PIK3R1	0.7513443	0.079767366	0.7535086	1.1815361	5.3930799	0.37792542
PIK3R1	0.2334796	0.076859209	0.22708152	0.59455797	4.6979194	0.31737438
PIK3R1	-0.24454913	0.083897818	-0.23094366	0.17996446	5.0598883	0.36080605
PIK3R1	-0.1799666	0.14038425	-0.21985312	-0.52152911	-2.4330543	-0.35177805
PIK3R1	0.35894689	0.29645755	0.35641874	1.2872365	3.1312734	0.88071573
PIK3R1	-0.25445613	0.11545169	-0.26082686	0.091158591	2.9935874	0.30188339
PIK3R1	-0.086107712	0.12732445	-0.052944688	-0.72968869	-5.0546535	-0.72684606
PIK3R1	-0.4079094	0.057489271	-0.40117267	-0.29765807	1.9177723	0.053412538
PIK3R1	0.025043352	0.10633936	0.04944273	-0.2795823	-2.8646557	-0.37912709
PIK3R1	0.61899441	0.123452	0.63470987	0.10103555	-4.1956295	-0.58377638
PIK3R1	0.030860869	0.091466121	0.045174781	-1.7468777	-19.436034	-1.8421546
PIK3R1	0.010596452	0.0826012	0.0048610699	0.75336478	8.992222	0.69840165
PIK3R1	0.25628529	0.078403653	0.24146071	0.95361147	8.8940521	0.6620487
PIK3R1	0.65237595	0.092088206	0.66596219	0.56843772	-0.91149816	-0.14762653
PIK3R1	-0.35554314	0.08509793	-0.37938111	-0.34051556	0.17659165	-0.011236508
PIK3R1	-0.099419387	0.072438324	-0.10853028	0.018920012	1.6336573	0.07734823
CDK7	-1.4633148	0.27657174	-1.4494926	-1.3196972	0.51927804	0.079693369
BTF3	-0.13488071	0.2758516	-0.087571044	-0.16258516	-0.10043246	-0.12511618
BTF3	0.48820511	0.31077851	0.53406175	0.065887936	-1.3589008	-0.51827588
ANKRA2	0.38257563	0.33693182	0.46914306	-0.49273256	-2.5978793	-1.0119777
ANKRA2	1.0088189	0.3114949	1.0641533	0.36277285	-2.0740181	-0.75148251
rs1650723	0.1633426	0.10908963	0.1749442	0.87763612	6.5477674	0.65258986
MSH3	-0.74814499	0.23076768	-0.77533304	-0.84382398	-0.41461173	-0.118593
rs442767	-0.59789967	0.18674896	-0.58444189	-0.46119752	0.73201023	0.073142307
MSH3	-0.034700676	0.055621963	-0.02556939	0.26396326	5.3695325	0.23943059
MSH3	-0.21637633	0.11865254	-0.22668726	-0.091534145	1.0521661	0.085051053
MSH3	-0.017489257	0.064760963	-0.024221323	0.22177449	3.6945675	0.19589375
MSH3	0.26530476	0.051132448	0.26685477	0.34212814	1.502439	0.025171311
MSH3	0.19576947	0.071838637	0.21732033	0.41289727	3.0224377	0.14547488
MSH3	0.35142675	0.046160891	0.34990124	-0.1974868	-11.891312	-0.5974901
MSH3	-0.17024543	0.076757985	-0.19641403	-0.19007952	-0.25839773	-0.043767551
MSH3	-0.16027583	0.045931551	-0.14863317	-0.30809292	-3.2182037	-0.20956181
MSH3	0.41430621	0.065277652	0.4229021	0.1312229	-4.3366037	-0.34178126
MSH3	-0.46675678	0.11318181	-0.43893744	-0.60498302	-1.2212761	-0.21614764
MSH3	-0.56700534	0.10137142	-0.55065457	-1.1920088	-6.16548	-0.69145629
MSH3	-0.19585613	0.055140541	-0.19539934	0.032040576	4.1330154	0.17733785
MSH3	0.20164377	0.07926203	0.19117608	-0.19789474	-5.0407302	-0.43917288
MSH3	0.12786654	0.13057701	0.1476578	-0.90393229	-7.9018414	-1.1016922
MSH3	1.0848424	0.13584073	1.1102542	0.17339421	-6.7096827	-0.98696205
MSH3	0.023863173	0.049646175	0.020191817	0.0064528884	-0.35068733	-0.06384099
MSH3	0.32676182	0.069424904	0.32573853	0.10058528	-3.2578589	-0.27525531
MSH3	-0.011576356	0.073860836	-0.010499304	-0.31155366	-4.0613852	-0.35115642
MSH3	-0.26660635	0.057428823	-0.26974358	-0.14080309	2.1905944	0.078838429
MSH3	-0.55088281	0.10680851	-0.56019912	-1.0141531	-4.3373915	-0.50405608
MSH3	0.028327604	0.074909858	0.04366196	-0.56505389	-7.9212738	-0.65881792
MSH3	-0.0642004	0.090560829	-0.067462014	-0.79237039	-8.0406727	-0.77501044
MSH3	-0.71546106	0.091969402	-0.72978864	-0.14734279	6.177253	0.53234379
CAST,ERAP1	-2.0489865	0.2774344	-1.9520413	-2.795464	-2.6906451	-0.89352476
CHD1	0.6826771	0.26605067	0.73395178	0.33498729	-1.3068556	-0.44906656
CHD1	0.16022851	0.33530879	0.23893045	-1.83451	-5.9489597	-2.1235425
APC	0.53522275	0.10312297	0.49920483	0.80803716	2.6455252	0.25873027
APC	-0.29217041	0.1534167	-0.30128133	-0.63743105	-2.2504762	-0.38625178
APC	-0.26760494	0.071646601	-0.26787114	-0.11618611	2.1134127	0.10158297
APC	-0.0049078247	0.14942898	-0.032403523	-0.85595053	-5.6952989	-0.87364907
APC	-0.27508315	0.1600287	-0.24587789	-1.0472391	-4.8251093	-0.8514633
APC	0.27159386	0.065097244	0.27028882	-0.075190273	-5.3271707	-0.39558115
APC	-0.4896917	0.17105034	-0.45189077	-3.1185566	-15.368955	-2.7167679
APC	-0.20237045	0.062498028	-0.20666844	-0.11684381	1.3684694	0.039722565
APC	-0.35421198	0.10562161	-0.32997193	-1.1086848	-7.1431675	-0.82881496
APC	-1.1457785	0.093805583	-1.1447396	-1.3535814	-2.2152504	-0.25894382
APC	-0.24368702	0.096846226	-0.24964732	-0.28928348	-0.47081296	-0.08973822
APC	-0.13817896	0.24415218	-0.18195138	-0.19514857	-0.23333649	-0.063299254
APC	0.41833475	0.10112942	0.44815127	0.24377765	-1.7260763	-0.25447568
APC	-0.18794143	0.079688236	-0.1784541	-1.0408113	-10.702582	-0.91245929
APC	-0.47059425	0.13601145	-0.47709778	-0.092218479	2.7819406	0.33477724
APC	0.25225765	0.096265156	0.26154352	0.68886798	4.5354971	0.3772224
APC	0.2280844	0.11039794	0.20495939	0.094064254	-1.2139732	-0.1609972
APC	1.8203145	0.60308846	1.7094912	1.958167	0.22857763	0.19857377
APC	-0.24196546	0.40301803	-0.3150541	-0.27243702	-0.07560843	-0.0074849824
CDO1	-0.23713157	0.35642486	-0.19826913	0.95167514	3.3353642	1.0998422
CEP120	-1.2294781	0.29198641	-1.149209	-1.8047212	-1.9701022	-0.70561424
CEP120	0.010370097	0.31857759	0.048384509	0.32547478	0.98909872	0.22698821
RAD50	0.27109547	0.092567643	0.26914711	0.46896114	2.1375252	0.14971196
RAD50	-0.24149129	0.15468396	-0.20813691	-1.7108647	-9.4991969	-1.5528298
RAD50	0.01371431	0.055179094	0.0091269488	-0.10617788	-2.1727829	-0.16540689
RAD50	0.15031435	0.092242901	0.14559233	-0.058199098	-2.2604823	-0.25389349
RAD50	-0.17574042	0.086626535	-0.17995086	-0.42960314	-2.9305422	-0.29975434
RAD50	-0.029858122	0.077754586	-0.020912374	-0.25149439	-2.8504591	-0.28068408
RAD50	-0.26113015	0.072978326	-0.25082051	-1.0751522	-11.154299	-0.87443375
RAD50	-0.29679917	0.079341147	-0.30266209	-0.032245638	3.33438	0.22031439
RAD50	-0.5470039	0.10152314	-0.56497026	-1.4529426	-8.9234699	-0.93807438
RAD50	-0.19330203	0.10134452	-0.21581615	-0.39236737	-1.9642437	-0.22665328
RAD50	-0.63160741	0.094447432	-0.62317464	-1.8514482	-12.915553	-1.2783756
RAD50	-0.037618649	0.043356635	-0.044785093	0.62739777	15.338285	0.6220808
RAD50	0.20898074	0.060924775	0.20150254	0.60893443	6.5647134	0.35732982
RAD50	0.3356062	0.26581257	0.37868557	0.80441829	1.7636942	0.37563066
RAD50	0.12894593	0.074398736	0.12839126	0.078561222	-0.67722532	-0.0999321
RAD50	-0.82151157	0.084772705	-0.82524772	-0.85772053	-0.42712989	-0.082574868
RAD50	-0.1572302	0.095088171	-0.17839396	0.5347139	7.2768683	0.6630058
RAD50	-0.41818803	0.13159445	-0.41636182	0.46976987	6.747685	0.83602962
RAD50	0.065151738	0.15317767	0.089568236	-0.83227255	-5.8587149	-0.97194285
RAD50	-0.017060211	0.054746437	-0.010534515	-0.70831238	-12.626432	-0.74787992
RAD50	-0.0098836765	0.064418874	-0.0004721425	0.14018975	2.32965	0.090559831
RAD50	-0.063187848	0.12356812	-0.081761331	-0.59649872	-4.3159261	-0.56483945
RAD50	-0.83213911	0.1426996	-0.83551248	-0.28978988	3.800636	0.49562054
RAD50	-0.36168525	0.061680366	-0.36706948	-0.31911687	0.6901447	-0.0021494539
RAD50	0.40772127	0.05484125	0.4077951	0.6584254	4.5714518	0.20052824
RAD50	0.21342843	0.094763594	0.20373308	0.82989097	6.5052676	0.57605583
HSPA4	-1.7137173	0.23513061	-1.6821481	-1.4672251	1.0483204	0.16482096
HSPA4	0.44749222	0.33024677	0.49448255	0.65669557	0.63347584	0.11211096
CDKL3	-0.12401434	0.35260624	-0.1214489	1.5439995	4.7305285	1.6153464
PURA	0.37490739	0.31073602	0.42276712	-0.060393849	-1.4008715	-0.53326303
PURA	-0.43034403	0.28454708	-0.37632561	-1.3282976	-3.1557294	-1.0020741
DIAPH1	-0.98333603	0.2629972	-0.96002557	-0.83194151	0.5756507	0.077982
RBM27	-2.3866334	0.32916656	-2.2914143	-2.3365631	0.1521123	-0.095250881
CSF1R	-0.27831324	0.067655843	-0.27406758	-0.41711566	-2.0515955	-0.19315014
CSF1R	-0.14558313	0.087192479	-0.13702233	-0.59046743	-5.1023243	-0.50354716
CSF1R	0.046336278	0.11586874	0.064390977	0.13031903	0.7248094	0.015825991
CSF1R	0.077085347	0.068624981	0.086207655	0.15259594	1.1003368	0.016286226
CSF1R	0.15491246	0.048547276	0.15075793	0.042686921	-2.3116753	-0.15817307
CSF1R	0.36993364	0.11651201	0.38346375	0.59374188	1.9209028	0.16017607
CSF1R	-0.23018746	0.11576123	-0.2158379	-0.57521449	-2.9805059	-0.40947865
CSF1R	-0.11778883	0.045540803	-0.12933898	-0.08777579	0.65903625	-0.008538872
CSF1R	0.022249247	0.056137849	0.0083378028	0.16276109	2.5029787	0.10432123
CSF1R	-0.14350073	0.088953868	-0.1352959	-0.1384472	0.056810688	-0.053253361
CSF1R	0.34815077	0.047539622	0.35144769	0.29018281	-1.219361	-0.11136694
CSF1R	-1.048422	0.16104247	-1.0387779	-0.50284057	3.3878108	0.48583526
CSF1R	-0.085153787	0.086038691	-0.092791828	0.01056362	1.1124926	0.053253386
CSF1R	0.28618239	0.11103284	0.2990258	0.13856232	-1.3295172	-0.21056554
CSF1R	0.29118055	0.095011867	0.2996514	0.26972411	-0.22582905	-0.080029352
CSF1R	0.19949686	0.086623073	0.1873066	0.25974917	0.6955688	0.022340505
CSF1R	0.2038733	0.061079625	0.2001786	0.30318722	1.6259746	0.052906555
CSF1R	-0.31605084	0.04589137	-0.30874805	-0.34927529	-0.72398045	-0.090629307
CSF1R	-0.15389837	0.19065227	-0.19320045	-0.13523743	0.097879465	0.0078609604
CSF1R	-0.022895829	0.16433894	-0.047556605	0.073344356	0.58562009	0.070798899
CSF1R	0.0080869323	0.13163886	-0.0013313912	-0.65038431	-5.0021038	-0.69915498
PDGFRB	0.22427659	0.071115094	0.21283979	0.0011518373	-3.1375161	-0.26179001
PDGFRB	-0.04390784	0.13481	-0.057819015	-0.66525433	-4.6090534	-0.65753738
PDGFRB	0.080273771	0.10912408	0.085344356	-0.21910567	-2.7434774	-0.35455209
PDGFRB	-0.2350466	0.10341208	-0.22037616	-0.29186825	-0.54946822	-0.12159415
PDGFRB	-0.43236245	0.058635411	-0.43322814	-0.14969792	4.8207137	0.23342816
PDGFRB	-0.0047723924	0.047621366	-0.010180754	-0.012991907	-0.1726014	-0.052913215
PDGFRB	-0.1074323	0.045135434	-0.10229826	-0.26643547	-3.5228014	-0.21423927
PDGFRB	0.13103478	0.057219906	0.13031373	0.3262845	3.4122692	0.14586871
PDGFRB	0.55265964	0.063239373	0.53844517	0.67431596	1.9237434	0.085768732
PDGFRB	0.23688842	0.042910153	0.22580688	0.21311097	-0.55412174	-0.062797971
PDGFRB	-1.1961363	0.09354035	-1.2003517	-1.1502496	0.49055474	0
PDGFRB	-0.36018553	0.053705936	-0.36422284	-0.19047209	3.1600499	0.12364869
PDGFRB	0.58808405	0.068542093	0.59675641	0.74769865	2.3287091	0.10084017
PDGFRB	-0.3100948	0.09359519	-0.32420113	-0.21832546	0.98049205	0.055773608
PDGFRB	-0.2203289	0.049637458	-0.21869515	0.013913599	4.7190672	0.18250669
PDGFRB	-0.43647359	0.065807092	-0.41641608	-0.27180289	2.5023245	0.094511124
PDGFRB	0.25534848	0.069224067	0.24763342	0.19745833	-0.83627197	-0.10027715
PDGFRB	0.15165297	0.047591077	0.15006882	0.29599812	3.0330297	0.095827239
PDGFRB	-0.04536746	0.059905362	-0.035447795	0.050495802	1.6002451	0.035841535
PDGFRB	0.2929108	0.17684851	0.26657886	0.42877173	0.7682334	0.11209081
PDGFRB	0.018818413	0.22987441	-0.025195835	0.20772651	0.8217883	0.18282029
PDGFRB	-0.021829805	0.096453336	-0.0045167298	-0.20350786	-1.883585	-0.24909319
CD74_fus	0.083794195	0.22671041	0.044357738	0.22915938	0.64119325	0.13469958
CD74_fus	0.7101129	0.20242982	0.74761689	1.8599382	5.6801183	1.0622193
CD74_fus	-0.32317348	0.43157399	-0.39816389	-0.46270636	-0.3233116	-0.11464453
CNOT8	-1.4358267	0.38860049	-1.417565	0.43217572	4.8069996	1.7996387
GABRP	0.28165747	0.31964553	0.34168461	-0.39104214	-2.1045175	-0.78282881
GABRP	-0.18830572	0.2949713	-0.12179265	-0.87942423	-2.3430025	-0.80773364
NPM1	-1.5005742	0.32906938	-1.4447058	-2.2661866	-2.3265987	-0.87158285
NPM1	0.45195607	0.30373813	0.51797182	0.63585897	0.60546531	0.06778509
NPM1	0.53816696	0.29459765	0.59095099	1.09243	1.8814237	0.4513769
NPM1	-0.20664204	0.31765411	-0.15324606	0.27423135	1.5138271	0.37737535
NPM1	0.089123301	0.31938122	0.14830234	0.40469757	0.98808024	0.20629317
NPM1	-0.080884723	0.31500907	-0.0040137941	-0.7796093	-2.2181094	-0.82569757
NPM1	-0.50498083	0.22910134	-0.46110518	-0.37503943	0.56717869	0.035963687
NPM1	-0.92452717	0.28578719	-0.87852493	0.22734407	4.0305209	1.0557669
NPM1	-2.1474894	0.27893641	-2.1571735	-1.8409969	1.0987897	0.26607449
NPM1	-0.60373737	0.35350073	-0.52101976	-2.0680899	-4.1424314	-1.5971722
NPM1	0.24343813	0.091035876	0.24106026	0.1335693	-1.206874	-0.15759302
NPM1	1.4836732	0.2823294	1.5282444	1.7290482	0.86910883	0.15070171
NPM1	0.29218946	0.35014681	0.3885624	0.093109404	-0.56856167	-0.34555506
NPM1	0.26387334	0.34525093	0.33992267	-0.54297689	-2.3369965	-0.93300162
NPM1	-0.8869845	0.26742379	-0.81172175	-1.0272215	-0.52439975	-0.26560178
FAM153B	-0.01276022	0.38518686	0.026834519	0.70184589	1.8552193	0.62490931
FGFR4	-0.068256616	0.14545158	-0.038637633	-0.021555877	0.32107413	-0.033020306
FGFR4	0.46007842	0.057441115	0.46477235	0.4866175	0.46202241	-0.028256909
FGFR4	-0.15072549	0.15720055	-0.17664027	-0.14963036	0.0069664649	-0.02309215
FGFR4	0.44719946	0.13555945	0.47206788	0.61310142	1.2238317	0.090931475
FGFR4	0.16054364	0.059401284	0.16387021	0.29413792	2.2490133	0.080165648
FGFR4	-0.46640001	0.045294516	-0.46670372	-0.15879936	6.7911235	0.2578023
FGFR4	-0.1795817	0.07333622	-0.1934135	0.022075244	2.7497592	0.16538668
FGFR4	-0.57559174	0.053408034	-0.5797258	-0.30572828	5.0528626	0.22389546
FGFR4	0.26036824	0.076064217	0.26172392	0.62490757	4.7925206	0.31308159
FGFR4	-0.033183474	0.10420983	-0.034741645	0.27621292	2.9689752	0.26085251
FGFR4	0.10346555	0.044872329	0.10318041	0.41199395	6.8756939	0.25871148
FGFR4	0.095229129	0.041199973	0.090479403	0.32014794	5.459198	0.17956647
FGFR4	0.34215454	0.091077125	0.32971544	0.58661955	2.6841537	0.20680204
FGFR4	0.19466598	0.069241978	0.2095221	0.24527531	0.73090535	-0.014348849
FGFR4	0.39917249	0.094919301	0.41546958	0.86921462	4.9520185	0.40364298
FGFR4	0.50950449	0.04452483	0.50485767	0.5784415	1.5482823	0.023481765
FGFR4	-0.189256	0.090733299	-0.18193722	-0.11568206	0.81088133	0.016153096
FGFR4	0.2369833	0.061352516	0.23313737	0.30769326	1.1525192	0.024453824
NSD1	-0.22550751	0.47523641	-0.30095109	0.043810846	0.56670396	0.29465987
NSD1	0.076715987	0.072914254	0.073727167	-0.29710352	-5.1268371	-0.42093274
NSD1	-0.25551203	0.062696295	-0.25177935	-0.19267652	1.0022205	0.009000771
NSD1	0.56268495	0.60178018	0.44987702	0.60211145	0.065516443	0.10213237
NSD1	-0.53917607	0.080818765	-0.53960871	-0.3801702	1.9674375	0.10933645
NSD1	-0.1921922	0.15654628	-0.22311769	-0.45080499	-1.6519894	-0.27778936
NSD1	0.073185522	0.087330591	0.10010999	0.25181959	2.0454925	0.10160754
NSD1	0.25001997	0.11201328	0.2734632	1.0591654	7.2236561	0.73560012
NSD1	-0.78888087	0.07820647	-0.78710044	-0.41553915	4.7737958	0.32145923
NSD1	-0.21477788	0.067026786	-0.22276597	-0.26812029	-0.79583724	-0.095456384
NSD1	0.15939151	0.057089268	0.14305851	0.17802786	0.3264422	-0.015132716
NSD1	0.07744001	0.066996083	0.071076101	0.60714679	7.9065336	0.48596863
NSD1	0.44732077	0.097277903	0.43522713	0.31227993	-1.3881964	-0.17304926
NSD1	0.19328414	0.093819089	0.18940913	0.13045361	-0.66969879	-0.10905758
NSD1	-0.090254919	0.056907693	-0.091874947	-0.18574182	-1.677926	-0.14396893
NSD1	0.2368702	0.079734987	0.22501181	0.33387303	1.2165655	0.058759163
NSD1	-0.31224931	0.08533343	-0.2906075	-0.26064744	0.60470873	-0.020142002
NSD1	-0.11983596	0.13834632	-0.13448264	-0.2510852	-0.94870059	-0.16670462
NSD1	-0.44401132	0.061654786	-0.43625602	-0.21465101	3.7200732	0.17150295
NSD1	-0.19938159	0.064836805	-0.21298781	0.093300787	4.5141394	0.25618653
NSD1	0.16196244	0.061328958	0.16456202	0.00069988579	-2.6294684	-0.2139642
NSD1	-0.43084004	0.100703	-0.45170929	-0.31296639	1.1705079	0.088640841
NSD1	-0.1311097	0.56625758	-0.22959013	-0.26361562	-0.23400292	-0.084127557
HNRNPH1	-0.42033914	0.29084589	-0.39696415	0.064428276	1.6667501	0.41129036
HNRNPH1	-0.93971643	0.2449176	-0.89845993	-1.2156223	-1.1265253	-0.36726443
FLT4	-0.078420858	0.038392175	-0.07972984	-0.0072665742	1.8533538	0.022361204
FLT4	-0.82245295	0.30070213	-0.83092014	0.1985316	3.3953353	0.97934967
FLT4	-2.1647456	0.18886393	-2.145843	-2.2252551	-0.32038663	-0.12951414
