Chr	start	end	gene	depth	R-181110-535748-BLD-521005_BC_E18111112-3-DNA_F1811112948-16_L181111-00002-A5_20181113-C12_panel12_P181114419-3_sample20181114-A3-A00168-log2_ND
chr4	25685892	25686240	SLC34A2_fus	3148	0.098994194
chr4	25686777	25687095	SLC34A2_fus	2558	-0.15434482
chr4	25687412	25688072	SLC34A2_fus	6149	-0.049814147
chr4	25688372	25688503	SLC34A2_fus	1364	0.40382475
chr4	25759122	25759199	SEL1L3	136	1.1485999
chr4	39321985	39322046	MIR1273H	120	2.15627
chr4	47901080	47901152	NFXL1	90	-1.5930358
chr4	47901170	47901235	NFXL1	39	0.60404426
chr4	55124886	55125029	PDGFRA	2047	0.73806664
chr4	55127231	55127622	PDGFRA	3328	-0.36320338
chr4	55129811	55130115	PDGFRA	1865	-0.21667385
chr4	55131056	55131233	PDGFRA	972	0.75557488
chr4	55133431	55133644	PDGFRA	2121	0.2702226
chr4	55133696	55133937	PDGFRA	1762	0.50515218
chr4	55136766	55136953	PDGFRA	239	0.85206027
chr4	55138526	55138713	PDGFRA	1252	0.044988822
chr4	55139671	55139926	PDGFRA	2033	-0.31167831
chr4	55140661	55140810	PDGFRA	1796	1.0824827
chr4	55140976	55141165	PDGFRA	1355	0.24268422
chr4	55143521	55143671	PDGFRA	1714	0.49355064
chr4	55144041	55144214	PDGFRA	872	-0.57928828
chr4	55144496	55144724	PDGFRA	4009	1.4925929
chr4	55146461	55146575	PDGFRA	270	1.6089649
chr4	55146576	55146680	PDGFRA	283	0.85135083
chr4	55147716	55148180	PDGFRA	1826	0.028252661
chr4	55151506	55151679	PDGFRA	1571	2.6120878
chr4	55151986	55152174	PDGFRA	1752	0.1298042
chr4	55153571	55153751	PDGFRA	1861	0.25112501
chr4	55154941	55155077	PDGFRA	1886	0.70109948
chr4	55155151	55155322	PDGFRA	2550	0.8879305
chr4	55156456	55156732	PDGFRA	1962	-0.35469382
chr4	55161256	55161469	PDGFRA	1875	-0.12604754
chr4	55524131	55524282	KIT	871	-0.34561197
chr4	55561646	55561972	KIT	3115	0.28311361
chr4	55564416	55564773	KIT	3553	-0.13003541
chr4	55565771	55565943	KIT	698	-0.17093413
chr4	55569861	55570074	KIT	165	-0.9607259
chr4	55573241	55573478	KIT	196	-0.016355118
chr4	55575566	55575736	KIT	637	1.8517276
chr4	55589721	55589901	KIT	991	-0.1554848
chr4	55592001	55592232	KIT	962	0.72656616
chr4	55593361	55593499	KIT	1235	1.6483644
chr4	55593551	55593724	KIT	604	0.78520329
chr4	55593961	55594111	KIT	1792	0.76806507
chr4	55594151	55594327	KIT	1423	0.37160444
chr4	55595471	55595693	KIT	235	0.081414285
chr4	55597456	55597604	KIT	514	-0.41950023
chr4	55598001	55598206	BAT-25	1421	0.30985483
chr4	55598231	55598307	BAT-25	235	2.2626954
chr4	55599211	55599391	KIT	106	-2.2623904
chr4	55602631	55602806	KIT	1642	1.6645068
chr4	55602856	55602999	KIT	1155	-0.06002461
chr4	55603311	55603491	KIT	936	-0.23275079
chr4	55604566	55604756	KIT	1586	-0.076907611
chr4	55946083	55946370	KDR	4171	0.50713791
chr4	55948093	55948226	KDR	183	-0.35791933
chr4	55948678	55948816	KDR	343	0.6811053
chr4	55953748	55953960	KDR	1997	0.56267994
chr4	55955013	55955154	KDR	662	-0.90945759
chr4	55955513	55955660	KDR	384	0.54799859
chr4	55955833	55955998	KDR	899	0.35779891
chr4	55956093	55956272	KDR	1521	1.2400384
chr4	55958748	55958899	KDR	680	-0.60796329
chr4	55960933	55961141	KDR	1580	-0.27811501
chr4	55961713	55961862	KDR	716	-0.41481279
chr4	55962373	55962551	KDR	907	-0.32847552
chr4	55963803	55963949	KDR	811	0.2529469
chr4	55964278	55964453	KDR	1073	-0.22316147
chr4	55964833	55965007	KDR	583	-0.69864563
chr4	55968038	55968218	KDR	1468	0.24506014
chr4	55968493	55968715	KDR	1565	0.21359643
chr4	55970783	55971179	KDR	3383	-0.1116021
chr4	55971973	55972140	KDR	2005	0.62800057
chr4	55972818	55973003	KDR	126	-0.027267281
chr4	55973873	55974081	KDR	2288	0.20324112
chr4	55976548	55976757	KDR	1725	1.7343052
chr4	55976798	55976934	KDR	1348	0.48407061
chr4	55979443	55979688	KDR	1105	0.01527581
chr4	55980258	55980441	KDR	530	0.3980537
chr4	55981018	55981220	KDR	135	-1.5005582
chr4	55981413	55981594	KDR	231	-0.21438567
chr4	55984748	55984993	KDR	2223	0.43550828
chr4	55987238	55987373	KDR	63	-0.42535997
chr4	55991348	55991496	KDR	891	-0.2985218
chr4	66189808	66189948	EPHA5	413	-1.0909812
chr4	66196253	66197860	EPHA5	2022	0.87991983
chr4	66201623	66201869	EPHA5	1244	-0.48794072
chr4	66213743	66213950	EPHA5	442	0.065917024
chr4	66217078	66217332	EPHA5	899	-0.88723248
chr4	66218718	66218859	EPHA5	83	-0.048303762
chr4	66230713	66230948	EPHA5	138	-0.90975756
chr4	66231628	66231798	EPHA5	119	-1.0345052
chr4	66233048	66233199	EPHA5	314	0.7286009
chr4	66242663	66242819	EPHA5	296	-1.943644
chr4	66270063	66270215	EPHA5	479	-1.2090488
chr4	66279978	66280189	EPHA5	1214	0.64145107
chr4	66286128	66286310	EPHA5	146	-0.15108882
chr4	66356063	66356445	EPHA5	2883	-0.50868957
chr4	66361073	66361298	EPHA5	739	-1.1318895
chr4	66467333	66468032	EPHA5	3987	-0.67082953
chr4	66509033	66509175	EPHA5	58	-1.1917494
chr4	66535098	66535247	EPHA5	1068	-0.20754944
chr4	66535258	66535492	EPHA5	1297	-0.41273912
chr4	73930807	73930875	COX18	6	-2.1656581
chr4	74606198	74607488	IL8	2153	0.28465756
chr4	74607518	74607757	IL8	170	0.16600541
chr4	74607773	74607869	IL8	128	2.1229957
chr4	74607873	74608147	IL8	155	0.15005119
chr4	74608163	74608416	IL8	168	0.51100434
chr4	74608418	74608829	IL8	373	0.19868302
chr4	74608848	74609011	IL8	24	-0.86933679
chr4	74609058	74609440	IL8	149	0.049232582
chr4	77669887	77669962	SHROOM3	98	-2.1182229
chr4	77669982	77670059	SHROOM3	126	-1.8605467
chr4	79205302	79205383	FRAS1	77	-1.8924791
chr4	79205397	79205465	FRAS1	123	1.6683319
chr4	84519822	84519895	AGPAT9	58	-2.8720638
chr4	106155074	106159270	TET2	28000	1.9417812
chr4	106159304	106159450	TET2	466	0.75489783
chr4	106159539	106159621	TET2	196	-0.47034672
chr4	106159659	106159869	TET2	357	-0.54026466
chr4	106159914	106160057	TET2	307	0.70782239
chr4	106160064	106160203	TET2	324	0.15651639
chr4	106160274	106160374	TET2	125	1.9587773
chr4	106160464	106160569	TET2	383	0.48755988
chr4	106160594	106160691	TET2	427	0.73182891
chr4	106161084	106161248	TET2	864	-0.070727768
chr4	106161344	106162378	TET2	1943	1.0186832
chr4	106162379	106163105	TET2	1866	-0.048091772
chr4	106163109	106163424	TET2	299	-0.4327327
chr4	106163449	106163947	TET2	357	0.21938866
chr4	106163964	106164099	TET2	215	-0.63339329
chr4	106164699	106164950	TET2	1829	-0.41051342
chr4	106180744	106180954	TET2	582	-0.85830338
chr4	106182889	106183028	TET2	40	-0.88277481
chr4	106190734	106190926	TET2	678	-1.2252009
chr4	106193694	106194110	TET2	3126	0.17929767
chr4	106196169	106196286	TET2	1666	0.71136815
chr4	106196294	106197699	TET2	13908	-0.16091251
chr4	142949903	142950511	INPP4B	618	0.59878077
chr4	142950513	142951489	INPP4B	1213	-0.062872754
chr4	143003158	143003361	INPP4B	664	0.60381389
chr4	143007263	143007436	INPP4B	519	2.3821608
chr4	143029218	143029355	INPP4B	78	-0.081307189
chr4	143033663	143033850	INPP4B	149	-1.7785854
chr4	143043253	143043428	INPP4B	614	0.72458714
chr4	143044423	143044593	INPP4B	126	-0.94911402
chr4	143045708	143045922	INPP4B	1147	-0.81240043
chr4	143066968	143067180	INPP4B	859	-0.21177887
chr4	143081478	143081731	INPP4B	1072	-1.0906568
chr4	143094763	143094971	INPP4B	413	0.19279937
chr4	143114213	143114395	INPP4B	376	-0.93529305
chr4	143123833	143123936	INPP4B	158	2.4650617
chr4	143129553	143129698	INPP4B	80	-0.52875426
chr4	143130018	143130198	INPP4B	111	-1.7567731
chr4	143158988	143159169	INPP4B	24	-2.2472194
chr4	143181608	143181737	INPP4B	170	0.88699815
chr4	143191783	143191960	INPP4B	1645	0.57077732
chr4	143226578	143226712	INPP4B	178	-1.4728544
chr4	143226823	143227136	INPP4B	71	-1.2206213
chr4	143235808	143235954	INPP4B	1192	1.2681678
chr4	143324068	143324239	INPP4B	525	0.035857131
chr4	143326323	143326507	INPP4B	1177	-0.44211589
chr4	143350273	143350404	INPP4B	23	-0.64927464
chr4	143352283	143352428	INPP4B	500	-0.97219001
chr4	153244195	153244332	FBXW7	375	0.95046393
chr4	153245305	153245588	FBXW7	646	0.34055754
chr4	153247135	153247409	FBXW7	1267	-0.37610305
chr4	153249330	153249573	FBXW7	331	-0.84616258
chr4	153250800	153250980	FBXW7	73	-1.0034221
chr4	153251855	153252029	FBXW7	206	-0.75144461
chr4	153253725	153253899	FBXW7	134	-1.9639971
chr4	153258920	153259106	FBXW7	94	-1.0900015
chr4	153268055	153268230	FBXW7	1198	-0.12843994
chr4	153269790	153269978	FBXW7	39	-0.55074327
chr4	153271155	153271293	FBXW7	18	-1.8099732
chr4	153273590	153274132	FBXW7	3758	-0.35996472
chr4	153303315	153303562	FBXW7	660	0.63871448
chr4	153303570	153303667	FBXW7	535	1.9682709
chr4	153332280	153332611	FBXW7	1595	3.040985
chr4	153332615	153333032	FBXW7	4531	0.33894774
chr4	169923282	169923353	CBR4	55	-2.8312168
chr4	169923377	169923439	CBR4	47	0.8732309
chr4	176733368	176733462	GPM6A	144	0.85349905
chr4	187083889	187083966	FAM149A	903	0.23107656
chr4	187083979	187084059	FAM149A	575	3.6086872
chr4	187509714	187510390	FAT1	7450	-0.34820556
chr4	187511459	187511574	FAT1	671	-0.075558539
chr4	187516809	187516996	FAT1	1006	-0.74437983
chr4	187517664	187518370	FAT1	8047	-0.31785884
chr4	187518814	187518987	FAT1	791	0.21250819
chr4	187519104	187519305	FAT1	944	-0.11639773
chr4	187521019	187521556	FAT1	5676	-0.26478668
chr4	187522394	187522607	FAT1	875	0.0091092401
chr4	187524024	187524210	FAT1	1254	-0.40377654
chr4	187524304	187525142	FAT1	10284	-0.11748639
chr4	187525509	187525753	FAT1	1460	0.41513708
chr4	187527199	187527406	FAT1	2831	0.56251207
chr4	187530309	187530493	FAT1	2332	0.84960958
chr4	187530924	187531211	FAT1	1157	-0.55450833
chr4	187532509	187532582	FAT1	314	0.86258774
chr4	187532609	187532958	FAT1	1796	0.29269369
chr4	187534239	187534511	FAT1	2444	-0.078796521
chr4	187535319	187535523	FAT1	406	0.16241896
chr4	187538129	187538377	FAT1	531	-0.23691743
chr4	187538839	187542961	FAT1	38656	1.7163221
chr4	187549279	187549525	FAT1	2457	0.15118002
chr4	187549609	187549944	FAT1	1777	0.13838154
chr4	187554814	187554982	FAT1	1438	0.53452315
chr4	187557154	187557426	FAT1	2235	0.41602428
chr4	187557714	187558088	FAT1	4463	1.0835478
chr4	187560834	187560972	FAT1	195	1.6274321
chr4	187584424	187584780	FAT1	1233	-0.010591717
chr4	187627684	187631024	FAT1	37350	1.2515404
chr5	218430	218538	SDHA	219	-1.7482751
chr5	223560	223698	SDHA	550	-0.8110337
chr5	224530	224608	SDHA	679	-0.26776098
chr5	225500	225714	SDHA	1450	-0.48676272
chr5	225975	226186	SDHA	1653	-0.3109308
chr5	228285	228474	SDHA	1261	0.19327929
chr5	230965	231141	SDHA	1439	-0.1629979
chr5	233565	233778	SDHA	1855	-0.062163219
chr5	235225	235475	SDHA	2436	-0.0046645614
chr5	236590	236723	SDHA	1057	-0.1427407
chr5	240440	240639	SDHA	581	-0.49045441
chr5	251085	251256	SDHA	1295	-0.21522949
chr5	251430	251889	SDHA	4472	-0.34054099
chr5	254475	254658	SDHA	1211	-0.47293577
chr5	256415	256561	SDHA	754	-0.6206673
chr5	1253852	1253968	TERT	786	-0.22044678
chr5	1254457	1254626	TERT	675	-0.76621513
chr5	1255377	1255560	TERT	1492	-0.15287913
chr5	1258672	1258809	TERT	833	-0.61250453
chr5	1260557	1260740	TERT	1299	-0.33574778
chr5	1264487	1264736	TERT	2071	-0.10054434
chr5	1266537	1266676	TERT	984	-0.3328423
chr5	1268612	1268781	TERT	1027	-0.32147365
chr5	1271262	1271369	TERT	315	-1.5750049
chr5	1272262	1272412	TERT	1075	-0.064406947
chr5	1278722	1278951	TERT	2584	0.28306932
chr5	1279382	1279625	TERT	1837	0.074441961
chr5	1280237	1280497	TERT	2078	-0.30536362
chr5	1282522	1282772	TERT	1913	-0.33585439
chr5	1293402	1294815	TERT	8624	-0.92552591
chr5	1294862	1295148	TERT	782	-1.5028995
chr5	1295162	1295299	TERT	189	-2.3654696
chr5	7891325	7891399	MTRR	14	-0.86763417
chr5	7891415	7891477	MTRR	52	1.0067416
chr5	16762148	16762223	MYO10	181	0.065217659
chr5	31405793	31405868	DROSHA	35	-0.54529308
chr5	31405888	31405959	DROSHA	36	0.2993851
chr5	35857038	35857191	IL7R	390	0.77321282
chr5	35860918	35861109	IL7R	752	-0.63114812
chr5	35867373	35867580	IL7R	185	-0.55660034
chr5	35871148	35871346	IL7R	557	1.1214847
chr5	35873548	35873769	IL7R	1134	0.53489879
chr5	35874513	35874666	IL7R	1740	2.3658608
chr5	35875578	35875713	IL7R	749	1.5838203
chr5	35876063	35876617	IL7R	5506	-0.28649518
chr5	37157963	37158033	C5orf42	69	-1.803249
chr5	38942368	38942511	RICTOR	351	1.2119074
chr5	38942913	38943082	RICTOR	162	0.27251885
chr5	38944518	38944692	RICTOR	56	-1.1629369
chr5	38944988	38945162	RICTOR	299	-1.1053525
chr5	38945558	38945843	RICTOR	620	-0.073212904
chr5	38946538	38946669	RICTOR	64	-1.7074465
chr5	38947343	38947583	RICTOR	400	0.69566839
chr5	38949418	38949550	RICTOR	229	0.38702882
chr5	38949783	38950841	RICTOR	4476	0.5445148
chr5	38952273	38952550	RICTOR	819	-0.093485651
chr5	38953063	38953230	RICTOR	73	-0.68375541
chr5	38953528	38953670	RICTOR	66	-0.35325957
chr5	38954848	38954984	RICTOR	81	-0.32029701
chr5	38955673	38955846	RICTOR	210	-0.06584645
chr5	38957718	38957852	RICTOR	42	-0.55627042
chr5	38958508	38958645	RICTOR	92	-0.070860874
chr5	38958743	38958950	RICTOR	109	0.018444991
chr5	38959273	38959435	RICTOR	26	-2.2150129
chr5	38959853	38960098	RICTOR	157	-0.67804058
chr5	38960478	38960644	RICTOR	431	0.52313547
chr5	38962358	38962513	RICTOR	24	-0.85966283
chr5	38962553	38962702	RICTOR	40	-1.2067589
chr5	38962953	38963156	RICTOR	171	-0.94557137
chr5	38964868	38965009	RICTOR	17	-4.0188976
chr5	38966708	38966849	RICTOR	21	-1.600904
chr5	38967223	38967359	RICTOR	237	2.1795187
chr5	38967413	38967548	RICTOR	317	0.16063548
chr5	38968013	38968149	RICTOR	32	-1.8315212
chr5	38971943	38972079	RICTOR	46	-0.68923677
chr5	38975598	38975743	RICTOR	198	-2.1592949
chr5	38978643	38978746	RICTOR	36	-0.5849625
chr5	38981943	38982150	RICTOR	208	-0.82924753
chr5	38991028	38991199	RICTOR	55	-2.3215028
chr5	38996878	38997018	RICTOR	50	-0.95048056
chr5	39002613	39002783	RICTOR	204	-0.2568976
chr5	39003618	39003752	RICTOR	45	-2.4641311
chr5	39021118	39021258	RICTOR	69	-0.48581229
chr5	39074163	39074300	RICTOR	891	-0.12208863
chr5	39074383	39074516	RICTOR	1089	0.073646647
chr5	56111373	56111905	MAP3K1	1835	-1.5882059
chr5	56112838	56112979	MAP3K1	839	-0.58819557
chr5	56116193	56116680	MAP3K1	519	0.28185917
chr5	56152403	56152608	MAP3K1	391	-1.7999228
chr5	56155518	56155756	MAP3K1	755	-1.2132574
chr5	56160528	56160784	MAP3K1	1511	-0.3462503
chr5	56161143	56161304	MAP3K1	108	-0.05430642
chr5	56161633	56161834	MAP3K1	145	-0.4526378
chr5	56167713	56167894	MAP3K1	427	-0.83900664
chr5	56168433	56168579	MAP3K1	97	0.66875234
chr5	56168628	56168866	MAP3K1	489	-0.69268986
chr5	56170828	56171157	MAP3K1	1982	-0.8211538
chr5	56174783	56174958	MAP3K1	282	-0.38638767
chr5	56176503	56176643	MAP3K1	261	-1.0530353
chr5	56176888	56177134	MAP3K1	317	1.1109717
chr5	56177368	56177862	MAP3K1	3715	0.15829712
chr5	56177873	56178722	MAP3K1	5845	0.19715541
chr5	56179328	56179535	MAP3K1	300	-0.22987186
chr5	56180468	56180676	MAP3K1	60	-2.1640432
chr5	56181733	56181903	MAP3K1	220	0.062505067
chr5	56183183	56183354	MAP3K1	580	-0.96086466
chr5	56184028	56184200	MAP3K1	225	0.37230239
chr5	56189333	56189551	MAP3K1	1572	0.2795792
chr5	64629750	64629819	ADAMTS6	15	-0.82339493
chr5	67522471	67522862	PIK3R1	2381	-0.42803569
chr5	67569181	67569336	PIK3R1	1201	0.22735122
chr5	67569721	67569878	PIK3R1	1118	0.31999393
chr5	67575406	67575571	PIK3R1	1505	1.8331712
chr5	67576346	67576588	PIK3R1	540	0.64420004
chr5	67576711	67576869	PIK3R1	80	0.2323553
chr5	67584226	67584508	PIK3R1	1445	-0.57856864
chr5	67584516	67584613	PIK3R1	565	2.4640581
chr5	67586431	67586692	PIK3R1	498	0.36426188
chr5	67588051	67588198	PIK3R1	224	-1.2895345
chr5	67588371	67588578	PIK3R1	375	-0.25009689
chr5	67588901	67589039	PIK3R1	167	-0.95548238
chr5	67589106	67589342	PIK3R1	74	-0.4301231
chr5	67589501	67589688	PIK3R1	24	-1.2252521
chr5	67590341	67590541	PIK3R1	185	0.78471447
chr5	67590951	67591195	PIK3R1	561	1.4353382
chr5	67591206	67591345	PIK3R1	343	0.39023662
chr5	67591966	67592193	PIK3R1	1255	-0.27298091
chr5	67593216	67593465	PIK3R1	2470	0.29733823
chr5	68548246	68548321	CDK7	24	-0.75447956
chr5	72800017	72800092	BTF3	51	0.5108005
chr5	72800107	72800172	BTF3	48	0.90360454
chr5	72853162	72853224	ANKRA2	41	-0.70595157
chr5	72853252	72853320	ANKRA2	74	0.9533569
chr5	79921959	79922090	rs1650723	117	0.68865349
chr5	79950434	79950818	MSH3	2004	-0.80014361
chr5	79951414	79951559	rs442767	560	-1.0975169
chr5	79952204	79952370	MSH3	493	0.24380888
chr5	79960934	79961215	MSH3	460	-0.03727239
chr5	79965894	79966138	MSH3	369	0.19387012
chr5	79968039	79968209	MSH3	385	0.67297136
chr5	79968534	79968697	MSH3	352	0.51677142
chr5	79970779	79970977	MSH3	130	0.49455185
chr5	79974724	79974945	MSH3	1557	-0.36213771
chr5	80021249	80021422	MSH3	122	-0.2666087
chr5	80024644	80024809	MSH3	96	0.15200309
chr5	80037244	80037393	MSH3	44	-0.47045062
chr5	80040299	80040456	MSH3	55	-1.9754998
chr5	80057334	80057515	MSH3	306	0.19905853
chr5	80063729	80063968	MSH3	122	-0.87085796
chr5	80064629	80064834	MSH3	55	-0.82953246
chr5	80071474	80071599	MSH3	47	0.49528438
chr5	80074509	80074688	MSH3	314	-0.2335113
chr5	80083359	80083527	MSH3	342	-0.64064037
chr5	80088519	80088699	MSH3	56	-0.57559735
chr5	80109379	80109592	MSH3	498	0.0097246587
chr5	80149924	80150166	MSH3	151	-1.570885
chr5	80160609	80160792	MSH3	179	-1.0406443
chr5	80168899	80169127	MSH3	226	-1.1292801
chr5	80171544	80171713	MSH3	186	0.46422825
chr5	96100950	96101026	CAST,ERAP1	65	-2.9675652
chr5	98216886	98216961	CHD1	30	0.13353634
chr5	98216971	98217036	CHD1	51	-1.4445175
chr5	112043386	112043602	APC	2580	0.68013117
chr5	112073516	112073657	APC	959	-0.31669512
chr5	112074001	112074185	APC	1449	-0.19960826
chr5	112090546	112090833	APC	103	-0.90731498
chr5	112101991	112102125	APC	24	-0.87800948
chr5	112102861	112103095	APC	416	-0.2017422
chr5	112111316	112111449	APC	22	-1.5159904
chr5	112116461	112116632	APC	153	0.041948182
chr5	112128111	112128242	APC	55	-1.1908433
chr5	112136946	112137089	APC	206	-1.8263155
chr5	112151161	112151304	APC	408	0.051741985
chr5	112154641	112155056	APC	2993	-0.39476461
chr5	112157556	112157705	APC	91	-0.017529466
chr5	112162781	112162951	APC	143	-1.4528006
chr5	112163591	112163726	APC	213	0.21916337
chr5	112164531	112164696	APC	217	1.3417227
chr5	112170626	112170901	APC	480	0.007030735
chr5	112173226	112179131	APC	27582	2.3258505
chr5	112179136	112179832	APC	4042	-0.21682779
chr5	115148760	115148830	CDO1	89	1.7874831
chr5	122722286	122722362	CEP120	19	-3.089089
chr5	122722386	122722457	CEP120	26	0.10498003
chr5	131892992	131893153	RAD50	1814	0.91271093
chr5	131894932	131895074	RAD50	11	-2.7464446
chr5	131911447	131911648	RAD50	134	-0.22516575
chr5	131914987	131915227	RAD50	218	-0.48651651
chr5	131915532	131915770	RAD50	45	-1.5164543
chr5	131923232	131923397	RAD50	45	-0.3186691
chr5	131923592	131923794	RAD50	112	-0.81501813
chr5	131924372	131924606	RAD50	344	-0.2144403
chr5	131925297	131925541	RAD50	77	-1.0177258
chr5	131926887	131927134	RAD50	148	-0.84920773
chr5	131927547	131927762	RAD50	37	-1.5269556
chr5	131930532	131930739	RAD50	182	0.70052725
chr5	131931242	131931453	RAD50	1479	1.0492596
chr5	131931457	131931531	RAD50	764	0.49881052
chr5	131938967	131939205	RAD50	127	-0.52265714
chr5	131939587	131939756	RAD50	54	-1.2796959
chr5	131940472	131940714	RAD50	415	1.0692216
chr5	131944297	131944425	RAD50	44	0.19720977
chr5	131944777	131944914	RAD50	8	-2.3642389
chr5	131944942	131945130	RAD50	52	-0.23837522
chr5	131951667	131951835	RAD50	48	-0.035768383
chr5	131953727	131954010	RAD50	108	-0.39596352
chr5	131972772	131972922	RAD50	169	0.57550245
chr5	131973742	131973954	RAD50	1070	-0.24677814
chr5	131976342	131976522	RAD50	2305	0.89866979
chr5	131977847	131978091	RAD50	728	1.6309403
chr5	132428422	132428502	HSPA4	260	-1.1884281
chr5	132437532	132437599	HSPA4	64	1.2828429
chr5	133642363	133642431	CDKL3	117	2.1220629
chr5	139496328	139496397	PURA	14	-0.90440011
chr5	139496418	139496492	PURA	49	-2.0538828
chr5	140907183	140907260	DIAPH1	72	-0.62896197
chr5	145649222	145649288	RBM27	10	-2.1011179
chr5	149433608	149433830	CSF1R	1543	-0.47043798
chr5	149433863	149434042	CSF1R	1018	-0.62489874
chr5	149434778	149434924	CSF1R	1509	0.28200744
chr5	149435563	149435732	CSF1R	1862	0.32601567
chr5	149435758	149435931	CSF1R	1858	0.20924101
chr5	149436823	149436955	CSF1R	1653	0.54348414
chr5	149437028	149437176	CSF1R	1177	-0.11153692
chr5	149439238	149439447	CSF1R	1861	-0.10767289
chr5	149440403	149440576	CSF1R	1825	0.23728878
chr5	149441028	149441164	CSF1R	1246	0.029208934
chr5	149441253	149441437	CSF1R	2360	0.51256997
chr5	149447813	149447923	CSF1R	612	-0.69243887
chr5	149449408	149449665	CSF1R	2595	0.062014404
chr5	149449768	149449902	CSF1R	1088	-0.14862927
chr5	149449993	149450167	CSF1R	1706	0.14616657
chr5	149452828	149453098	CSF1R	3319	0.37259566
chr5	149456803	149457020	CSF1R	2634	0.32511082
chr5	149457653	149457830	CSF1R	1390	-0.27564059
chr5	149459593	149459936	CSF1R	3000	-0.24246002
chr5	149460303	149460627	CSF1R	3937	0.17578759
chr5	149465888	149466038	CSF1R	751	-0.59938826
chr5	149495298	149495544	PDGFRB	1966	-0.11788594
chr5	149497148	149497442	PDGFRB	2070	-0.51628635
chr5	149498288	149498434	PDGFRB	1148	-0.17004552
chr5	149499008	149499153	PDGFRB	1013	-0.32312576
chr5	149499553	149499723	PDGFRB	1511	0
chr5	149500428	149500605	PDGFRB	1892	0.15475615
chr5	149500738	149500927	PDGFRB	2042	0.29372571
chr5	149501418	149501626	PDGFRB	2684	0.43582813
chr5	149502573	149502798	PDGFRB	3431	0.70964371
chr5	149503788	149503961	PDGFRB	1663	0.11178391
chr5	149504258	149504418	PDGFRB	562	-1.2787482
chr5	149504978	149505164	PDGFRB	1559	-0.098500973
chr5	149506048	149506210	PDGFRB	2226	0.72092657
chr5	149509298	149509550	PDGFRB	1964	-0.20035193
chr5	149510068	149510259	PDGFRB	1604	-0.022488029
chr5	149511518	149511698	PDGFRB	1202	-0.47619218
chr5	149512288	149512531	PDGFRB	2266	0.14546384
chr5	149513123	149513337	PDGFRB	2696	0.37405754
chr5	149513413	149513595	PDGFRB	1892	0.19207481
chr5	149514278	149514609	PDGFRB	5354	0.56085363
chr5	149515083	149515477	PDGFRB	5130	0.10595286
chr5	149516513	149516657	PDGFRB	970	-0.29872292
chr5	149782743	149783144	CD74_fus	5982	0.3359735
chr5	149783433	149783538	CD74_fus	1244	2.5927423
chr5	149783548	149784366	CD74_fus	8173	-0.57063434
chr5	154251132	154251200	CNOT8	42	0.68750049
chr5	170221299	170221370	GABRP	432	-0.20329991
chr5	170221394	170221471	GABRP	438	-0.4613548
chr5	170814984	170815055	NPM1	121	-2.476112
chr5	170817014	170817082	NPM1	37	-0.3866573
chr5	170817109	170817175	NPM1	26	-0.47644565
chr5	170818274	170818343	NPM1	238	0.67131008
chr5	170818674	170818742	NPM1	220	-0.16893325
chr5	170819784	170819855	NPM1	121	-2.1502089
chr5	170819949	170820030	NPM1	49	0.1321362
chr5	170827189	170827262	NPM1	55	-0.3594096
chr5	170827804	170827881	NPM1	77	-0.91654324
chr5	170832274	170832340	NPM1	10	-2.148214
chr5	170833369	170833618	NPM1	765	-0.32687214
chr5	170833624	170833698	NPM1	401	1.3759189
chr5	170834659	170834729	NPM1	65	-1.0022554
chr5	170834749	170834819	NPM1	59	-1.4993054
chr5	170837564	170837627	NPM1	23	-0.1220419
chr5	175512149	175512222	FAM153B	102	1.6945682
chr5	176514544	176514674	FGFR4	929	-0.029154951
chr5	176516529	176516733	FGFR4	2878	0.71179842
chr5	176517364	176517690	FGFR4	2642	-0.31450169
chr5	176517709	176517849	FGFR4	2011	0.65739719
chr5	176517904	176518127	FGFR4	2606	0.31505022
chr5	176518664	176518838	FGFR4	1381	-0.13114882
chr5	176519289	176519539	FGFR4	2200	0.014092391
chr5	176519624	176519800	FGFR4	1259	-0.33650349
chr5	176520114	176520286	FGFR4	2003	0.7516288
chr5	176520299	176520575	FGFR4	2934	0.26576033
chr5	176520629	176520803	FGFR4	2054	0.41478906
chr5	176522299	176522478	FGFR4	1850	0.22965489
chr5	176522504	176522750	FGFR4	2654	0.58584522
chr5	176523034	176523208	FGFR4	2224	0.4456849
chr5	176523249	176523387	FGFR4	2053	0.8561067
chr5	176523574	176523753	FGFR4	2255	0.57180844
chr5	176524269	176524407	FGFR4	998	-0.021740111
chr5	176524504	176524719	FGFR4	2383	0.29077872
chr5	176562074	176563055	NSD1	7300	0.22243294
chr5	176618859	176619028	NSD1	334	-0.5963091
chr5	176631099	176631299	NSD1	1096	-0.43276278
chr5	176636614	176639229	NSD1	19848	0.85434733
chr5	176662799	176662968	NSD1	150	-0.74528851
chr5	176665224	176665541	NSD1	2021	-0.71462381
chr5	176666734	176666894	NSD1	79	0.012034467
chr5	176671159	176671293	NSD1	250	1.1896473
chr5	176673654	176673830	NSD1	450	-0.4074216
chr5	176674914	176675125	NSD1	1672	-0.33075811
chr5	176675159	176675370	NSD1	2114	0.14135183
chr5	176678699	176678886	NSD1	1313	0.89361337
chr5	176683929	176684176	NSD1	1774	0.41196253
