gene	mean_log2ND	std_log2ND	median_log2ND	R-190115-979857-BLD-101100_BC_E19011812-32-DNA_F1901184313-27_L190118-00002-H6_20190121-C8_panel12_plus_P190121536-1_sample20190121-B3-A00168-log2_ND	R-RZ	R-CopyRatio
RAF1	0.058239461	0.10405481	0.070187455	-0.078350901	-1.3126771	-0.152525
RAF1	-0.18797522	0.048951242	-0.19299871	-0.21955356	-0.64509783	-0.03054149
RAF1	0.52384557	0.068526589	0.53488701	0.87614349	5.1410397	0.33726983
RAF1	0.4123059	0.16445088	0.41568602	0.61534781	1.234666	0.19567515
RAF1	-0.39202259	0.083746709	-0.41048706	0.38457603	9.2731838	0.79107645
RAF1	-1.0514118	0.11721647	-1.0383612	0.54370129	13.608268	1.5780758
RAF1	-0.54411067	0.059114347	-0.5409443	-0.39890755	2.4563093	0.13805011
RAF1	-0.29908303	0.10413425	-0.27891829	-0.7895479	-4.7099285	-0.51461626
RAF1	-0.49457348	0.067302675	-0.4871007	-0.56099401	-0.9868928	-0.077879946
RAF1	-0.41622056	0.092197161	-0.42351577	-0.089385301	3.5449601	0.33014383
rs2228001	0.19955737	0.1304326	0.22106269	1.6998071	11.502107	1.4747578
TOP2B	-1.2390434	0.33450544	-1.1937157	-0.79985866	1.3129375	0.3898704
TGFBR2	-0.27919368	0.1476171	-0.26875469	-0.057383357	1.5026059	0.20738469
TGFBR2	-0.48059888	0.13467189	-0.47035662	-0.63162851	-1.1214636	-0.16525853
TGFBR2	-0.39444682	0.056953849	-0.40411537	0.018881011	7.2572414	0.41900974
TGFBR2	-0.169346	0.079730571	-0.1800917	0.15875164	4.1150795	0.3348567
TGFBR2	-0.25537193	0.42864141	-0.33332488	0.079638863	0.78156423	0.4089771
TGFBR2	0.06682067	0.078962917	0.072657828	0.17082717	1.3171562	0.094182697
TGFBR2	-0.25921887	0.072675471	-0.25339948	0.13352969	5.4041419	0.38294253
TGFBR2	-0.056063068	0.093574163	-0.065398869	0.40648688	4.9431375	0.46789911
CCR4	-0.31456803	0.4432512	-0.31496121	-1.5834504	-2.8626711	-1.2724759
MLH1	0.50525102	0.087810294	0.49494949	1.4056174	10.25354	0.90668127
MLH1	0.48337497	0.096648857	0.47877288	1.6464205	12.033723	1.163661
MLH1	-0.15476889	0.11634475	-0.1507279	0.060434248	1.8497022	0.20717551
MLH1	0.26939286	0.078365544	0.27378988	0.53494164	3.388591	0.25716512
MLH1	-0.054618687	0.086968546	-0.02990045	0.21303009	3.0775354	0.2389439
MLH1	0.30587477	0.1167259	0.31309506	1.1278635	7.0420419	0.81078175
MLH1	-0.47105588	0.091658234	-0.4629736	-0.54123532	-0.76566429	-0.082248357
MLH1	-0.065713345	0.098228036	-0.03876771	0.41453706	4.8891378	0.44931813
MLH1	1.1568117	0.23117936	1.2083471	2.2584628	4.7653521	1.046129
MLH1	0.61378055	0.065643926	0.60386035	0.85757181	3.7138435	0.24972482
MLH1	-0.062613077	0.1207449	-0.081247957	0.01367058	0.63177539	0.090931896
MLH1	0.37887579	0.10890146	0.38278064	0.62109916	2.2242435	0.23433188
MLH1	-0.2295975	0.056914264	-0.24980432	0.61244013	14.794844	0.85825781
MLH1	-0.50466649	0.25922742	-0.543056	-0.66711742	-0.6266734	-0.12804806
MLH1	-0.091901145	0.058034978	-0.093011452	-0.055697301	0.62382799	0.03332751
MLH1	-0.16334368	0.11691027	-0.14281049	-0.33571711	-1.4744079	-0.19689326
MLH1	0.60603795	0.096921673	0.62034764	0.84227523	2.437404	0.21794095
MLH1	-0.070904704	0.051226835	-0.075998113	0.53480741	11.824117	0.60681888
MLH1	0.13361091	0.11480071	0.15484696	0.22204035	0.77028653	0.06320675
MLH1	-0.2162964	0.067826411	-0.20634117	-0.4625549	-3.630717	-0.26020037
MLH1	0.05961796	0.069638685	0.046070957	0.46912506	5.8804542	0.41906746
MYD88	0.15281639	0.25117272	0.10429695	0.59699795	1.7684308	0.48871436
MYD88	-0.71852898	0.053881843	-0.71092728	0.13445233	15.830589	0.84139297
MYD88	0.61717716	0.07158658	0.6097612	0.2897474	-4.5738986	-0.32400044
MYD88	0.20036101	0.088749163	0.22611862	0.63639074	4.9130574	0.40628548
MYD88	0.21717538	0.044092968	0.2187095	0.90478752	15.594599	0.68209138
CTNNB1	0.50589015	0.12421636	0.50176479	1.1550833	5.2263094	0.64933186
CTNNB1	0.0004777806	0.11475133	-0.020522089	0.021911816	0.18678681	0.038447264
CTNNB1	-0.2520725	0.15155104	-0.27564724	-0.13762197	0.75519463	0.13403863
CTNNB1	0.24154625	0.15619495	0.207865	0.58629082	2.2071428	0.37443917
CTNNB1	0.63610798	0.09906912	0.61984885	0.68116989	0.45485328	0.057334403
CTNNB1	-0.37713865	0.063229224	-0.37033258	0.23351355	9.6577526	0.59985949
CTNNB1	0.61439493	0.097656296	0.63169146	0.85917914	2.5065892	0.22350104
CTNNB1	0.11277772	0.20254194	0.073859777	0.31259357	0.98654063	0.23474716
CTNNB1	0.34086528	0.054370096	0.34888816	0.66257285	5.9169947	0.30969805
CTNNB1	0.54004352	0.05422205	0.54480915	0.81511405	5.0730382	0.26631826
CTNNB1	0.2089423	0.038489845	0.20674317	1.4014532	30.982481	1.1907234
CTNNB1	-0.032651181	0.052708878	-0.021739925	0.55582558	11.164661	0.57357886
CTNNB1	0.24405315	0.1028679	0.25832555	1.4071942	11.307133	1.144882
CTNNB1	-0.23181571	0.098659904	-0.24250867	0.70942252	9.5402306	0.94794455
ULK4	-1.7029328	0.25726183	-1.696835	-1.5595898	0.55718731	0.13325859
SETD2	0.51105095	0.069184941	0.50141825	0.20315575	-4.4503211	-0.30224914
SETD2	0.0023905661	0.11428372	0.019210781	-0.050506943	-0.46286128	-0.073704364
SETD2	0.73111865	0.10535747	0.73157888	1.2056157	4.5036865	0.47005015
SETD2	-0.41508717	0.070835305	-0.4094182	-1.3440685	-13.114666	-0.93863696
SETD2	0.37943468	0.068593998	0.37508986	0.11842174	-3.8051864	-0.26065477
SETD2	-0.35521046	0.073054044	-0.35403965	-0.31768408	0.51367972	0.03236893
SETD2	-0.058057691	0.41691086	-0.13172033	-0.15606533	-0.23508056	-0.02833164
SETD2	1.0216078	0.079267474	1.0125943	1.4138028	4.9477416	0.39722184
SETD2	0.25109687	0.10862348	0.26613901	0.15672735	-0.86877644	-0.1133983
SETD2	0.13675089	0.18431384	0.098414682	-0.14455352	-1.5262251	-0.24695484
SETD2	0.31125086	0.39899521	0.24235411	0.62662405	0.79041848	0.3802833
SETD2	-0.020945566	0.067921938	-0.02180918	-0.44354484	-6.2218377	-0.4257223
SETD2	-0.18772803	0.054526791	-0.18232365	0.16056121	6.3874883	0.33889822
SETD2	0.56546057	0.050343811	0.55454826	0.4655027	-1.9855046	-0.093032198
SETD2	-0.098063941	0.11495951	-0.091028314	-0.45691272	-3.1215232	-0.36987104
SETD2	0.17031417	0.10416682	0.19264233	-0.38391936	-5.320634	-0.58054833
SETD2	0.25786807	0.091410601	0.25047489	-0.0027277941	-2.8508276	-0.25718932
SETD2	0.094769697	0.061547159	0.082646641	0.16689363	1.1718483	0.080260349
SETD2	-0.21279713	0.064837725	-0.20851671	-0.32347518	-1.7070009	-0.11894511
SETD2	1.7005436	0.59453659	1.5844789	1.6824159	-0.030490515	0.093950332
SETD2	-0.22599413	0.15511398	-0.22576662	0.29735386	3.3739576	0.51913383
SETD2	-0.5087246	0.1196277	-0.49084421	-0.33964485	1.4133829	0.14721272
BAP1	-0.18544895	0.039744492	-0.19041089	0.40797904	14.931075	0.59440329
BAP1	0.10344169	0.13018729	0.11460379	-0.24359852	-2.6656996	-0.36218895
BAP1	0.1178424	0.068720546	0.11719629	-0.26221122	-5.5304219	-0.38339415
BAP1	0.26588056	0.049972111	0.25918981	0.55514548	5.7885272	0.29196903
BAP1	-0.12905458	0.33100631	-0.19205725	0.10390515	0.70379242	0.29197576
BAP1	-0.19933657	0.054514007	-0.1965933	-0.29607604	-1.77458	-0.10346938
BAP1	-0.19744235	0.11809402	-0.21881502	-0.63727272	-3.7244085	-0.42244434
BAP1	0.09177121	0.04713059	0.084369572	0.2515754	3.3906682	0.16321919
BAP1	-0.13835705	0.044697473	-0.13942933	-0.2593378	-2.7066575	-0.12389511
BAP1	0.055358474	0.098605536	0.047554403	0.76505246	7.1973037	0.71351142
BAP1	0.3907186	0.031657961	0.39326472	-0.018678843	-12.931895	-0.4159302
BAP1	0.79475228	0.10761797	0.8083828	0.34876407	-4.1441797	-0.46360537
BAP1	-0.64789427	0.054735931	-0.64051529	-0.75461832	-1.9497988	-0.11808967
BAP1	-0.67565515	0.067204137	-0.66312323	-1.1810509	-7.5203066	-0.52191427
BAP1	1.0114287	0.104973	1.0242798	0.97086848	-0.38638712	-0.057397956
BAP1	1.0307579	0.097877045	1.0256059	0.15973034	-8.8992016	-0.8698622
PBRM1	0.34081966	0.086681379	0.33148217	0.84834854	5.8551085	0.51287973
PBRM1	0.22737572	0.1487142	0.20475009	-0.41248368	-4.3026113	-0.62122041
PBRM1	0.26736564	0.092784711	0.29099483	-0.05114402	-3.4327817	-0.34612549
PBRM1	-0.39165996	0.09434338	-0.40756328	-0.57992544	-1.9955347	-0.17634881
PBRM1	-0.34969802	0.082011303	-0.36878422	0.4464847	9.7082071	0.81128228
PBRM1	0.40883136	0.072631849	0.39598947	0.73369437	4.472735	0.33371826
PBRM1	0.31693754	0.084231646	0.31176839	0.17465901	-1.689134	-0.14109602
PBRM1	-0.13528356	0.058692199	-0.14771235	0.29756904	7.3749596	0.44129475
PBRM1	0.43147884	0.052491682	0.43358303	0.33867574	-1.7679583	-0.098893935
PBRM1	0.45583097	0.045353639	0.45132774	0.8960553	9.7064832	0.44074092
PBRM1	0.0087767583	0.13259921	-0.013866706	-0.12842023	-1.0346742	-0.11854016
PBRM1	0.25499408	0.052167339	0.24912898	0.28895599	0.65101866	0.03584037
PBRM1	0.48478624	0.055969185	0.47904839	-0.60014751	-19.384484	-1.0831825
PBRM1	0.60067374	0.11126748	0.57837692	0.61837518	0.15908903	0.036011615
PBRM1	-0.083610466	0.40228364	-0.16183394	-0.29654044	-0.52930308	-0.13869314
PBRM1	0.17870153	0.1129484	0.19274241	0.30382701	1.107811	0.10709796
PBRM1	0.37847915	0.15915272	0.35059576	0.18965296	-1.1864465	-0.16492944
PBRM1	-0.53772825	0.087265084	-0.52602853	-1.2384455	-8.0297553	-0.71640363
PBRM1	-0.13535238	0.11148844	-0.11685235	0.065472248	1.8013045	0.17833796
PBRM1	0.2627307	0.047934877	0.25913709	0.044727497	-4.5479037	-0.21839623
PBRM1	0.072959297	0.11077057	0.059788152	-0.59816062	-6.0586482	-0.66193541
PBRM1	-0.28375507	0.097982279	-0.26493301	-0.45401887	-1.7376999	-0.1930725
PBRM1	-0.18296175	0.085870622	-0.1797106	0.20626175	4.5326736	0.38198571
PBRM1	0.92197059	0.3248673	0.90830778	0.48007852	-1.3602233	-0.4322159
PBRM1	0.67720975	0.10541516	0.6876761	0.3186787	-3.4011337	-0.37298404
PBRM1	-0.28362009	0.12575849	-0.2441298	-0.49174215	-1.6549345	-0.25159899
PBRM1	-0.0067656908	0.04126129	-0.0059088495	-0.55245757	-13.225274	-0.55053537
PBRM1	0.62928371	0.049492125	0.63128385	0.40558888	-4.5198065	-0.22968161
PBRM1	0.43958668	0.059201889	0.45351708	0.11808424	-5.4306111	-0.33941948
PBRM1	0.02402733	0.093838395	0.042950628	-0.19878728	-2.3744503	-0.24572455
PBRM1	-0.0084003456	0.059659292	-0.015729009	0.17047212	2.9982332	0.18221449
PBRM1	-0.58539948	0.14174226	-0.55925859	-0.59040608	-0.035321888	-0.035134135
MITF	0.095494382	0.10733511	0.10126968	-0.062632281	-1.4732054	-0.1678886
MITF	0.14178328	0.060773006	0.13911119	0.34146921	3.2857669	0.19837138
MITF	0.12971037	0.060607096	0.13212352	0.6674067	8.8718379	0.53129654
MITF	-0.20754667	0.054047716	-0.20453389	0.32437713	9.8417444	0.52492438
MITF	-0.42516349	0.17374938	-0.4673775	0.81638309	7.1456174	1.279774
MITF	0.36995352	0.065594472	0.37004041	0.79092022	6.4177161	0.41689317
MITF	0.28188292	0.11350501	0.25878179	0.014429086	-2.3563174	-0.24833934
MITF	0.38990487	0.45783707	0.30599525	0.43997247	0.1093568	0.12999058
MITF	-0.17484248	0.1384684	-0.15329141	0.39228461	4.0957149	0.54158938
MITF	0.35252245	0.062913066	0.35249726	0.76899752	6.6198501	0.41251362
MITF	-0.30333131	0.12302376	-0.29090199	-0.17718322	1.0253961	0.10973213
MITF	-0.109846	0.10935704	-0.080358832	0.33905568	4.104918	0.41542788
MITF	0.063981908	0.049638734	0.061858299	-0.1972498	-5.2626585	-0.26309474
MITF	-0.057270979	0.26942856	-0.1079265	0.051105259	0.4022448	0.15504512
FOXP1	0.36287333	0.059061924	0.35675009	0.52748725	2.7871412	0.16675052
FOXP1	0.46137469	0.061629776	0.47353811	0.67505561	3.4671702	0.19753086
FOXP1	0.11543164	0.10794763	0.12527468	0.60954779	4.5773691	0.48028647
FOXP1	-0.16323298	0.054355078	-0.16536397	-0.1534557	0.179878	0.0079216324
FOXP1	0.7538142	0.053716594	0.75022672	0.87927707	2.3356446	0.12506371
FOXP1	-0.19083503	0.12405707	-0.17840963	0.2343601	3.4274156	0.40878309
FOXP1	1.0671305	0.11726041	1.0839183	1.2498911	1.5585876	0.16198618
FOXP1	0.59811526	0.10124326	0.59209688	0.58602175	-0.11945	-0.010061768
FOXP1	0.72730665	0.081744259	0.72955771	0.23546562	-6.0168265	-0.49807873
FOXP1	0.076779212	0.097440989	0.06632049	-0.24956046	-3.3491006	-0.31986759
FOXP1	-0.49236823	0.11967255	-0.49098573	-0.31790577	1.4578319	0.16909331
FOXP1	0.53183417	0.10055294	0.51870489	1.1565689	6.2129936	0.63387742
FOXP1	-0.69447553	0.061438032	-0.68311041	-0.26353359	7.0142537	0.41559018
FOXP1	0.80371235	0.11314234	0.7947679	1.1226931	2.8192875	0.3239386
FOXP1	-0.20687255	0.070199132	-0.22368184	-0.047316563	2.2729054	0.17237864
FOXP1	-1.3800996	0.12004163	-1.3674313	2.0853195	28.868478	3.4487642
FOXP1	0.10784503	0.10806558	0.12534459	0.18568782	0.72032913	0.056356585
FOXP1	-0.14610654	0.30645198	-0.20779103	0.64089295	2.5681005	0.84469734
FOXP1	0.4362261	0.088627744	0.42175169	0.12804212	-3.4772856	-0.29769621
FOXP1	0.55253602	0.10567042	0.53330894	1.4730706	8.7113739	0.93577498
EPHA3	0.018332765	0.11317782	0.012685345	0.10529881	0.76840182	0.088626823
EPHA3	0.13994298	0.14533852	0.1640773	0.51921909	2.6096049	0.35115515
EPHA3	-0.072807286	0.41049901	-0.15082231	0.23816594	0.75754927	0.38500161
EPHA3	0.21527788	0.052176528	0.22195516	0.62917691	7.9326672	0.40323511
EPHA3	-0.36822464	0.24595788	-0.41781144	-0.18350261	0.75103117	0.23032219
EPHA3	0.14721818	0.055228606	0.15354732	0.28167054	2.4344696	0.12413658
EPHA3	0.37466368	0.20937241	0.32975738	0.7980118	2.0219862	0.46426778
EPHA3	0.70797726	0.2714734	0.66152882	0.6429791	-0.23942736	-0.02253636
EPHA3	0.39169199	0.10613572	0.40220966	1.1681612	7.3158147	0.76196495
EPHA3	0.80129869	0.11150564	0.80928932	1.1995626	3.5716931	0.38628666
EPHA3	0.12634544	0.055781957	0.1340916	-0.12120428	-4.4378098	-0.25928252
EPHA3	0.019914394	0.085481888	0.0050806023	0.32902238	3.6160641	0.31995514
EPHA3	-0.11827588	0.17352301	-0.092069174	-0.13816442	-0.11461615	-0.050081886
EPHA3	-0.065663132	0.075185814	-0.08212641	0.34973465	5.5249489	0.42787442
EPHA3	0.062408919	0.081160536	0.041493629	-0.097572842	-1.9711767	-0.14305311
EPHA3	-0.07791752	0.10581115	-0.08697669	0.043716331	1.1495372	0.12670638
EPHA3	0.35854721	0.059865887	0.35614292	-0.80396131	-19.418547	-1.1640909
EPHA3	-0.37520584	0.10798213	-0.37142578	-0.065528636	2.867856	0.3019105
GSK3B	-0.49415104	0.096846833	-0.47740033	-0.18677624	3.173824	0.28663745
GSK3B	-0.099699831	0.13175083	-0.094355626	0.42262444	3.9644857	0.51299343
GSK3B	0.37469868	0.08248882	0.37245049	0.96031837	7.0993826	0.58388124
GSK3B	-0.27298587	0.10302148	-0.24930058	-0.38653876	-1.1022253	-0.14122482
GSK3B	0.60927843	0.13582785	0.64129919	1.3399301	5.3792479	0.69464428
GSK3B	-0.022729986	0.075972589	-0.029897053	0.11478122	1.8100109	0.14069164
GSK3B	-0.67505077	0.12533803	-0.64463291	-0.8603059	-1.4780441	-0.21965963
GSK3B	-0.33935956	0.066262741	-0.34620278	-0.6878465	-5.2591688	-0.34563036
GSK3B	-0.15482334	0.1204849	-0.15536159	0.00099043899	1.2932225	0.15236539
GSK3B	0.1799644	0.10449782	0.18887279	-0.27253658	-4.3302433	-0.46539601
GSK3B	0.93185156	0.095730162	0.91256684	0.72520902	-2.1585938	-0.19134446
GSK3B	-0.074276234	0.091208746	-0.076750116	0.02957277	1.138586	0.10233625
rs1801019	-0.22727157	0.12217273	-0.22397035	-0.17975226	0.38895186	0.04023145
GATA2	0.42512848	0.15148952	0.39106258	0.83530693	2.7076358	0.44025771
GATA2	1.2284734	0.31644236	1.2974644	1.0614781	-0.52772729	-0.23997291
GATA2	0.073933433	0.054166501	0.071366702	0.82589206	13.882356	0.75053871
GATA2	0.17656556	0.040204029	0.1689877	0.1857652	0.22882378	0.012790857
GATA2	0.0329972	0.38430193	-0.04117972	0.013582189	-0.050520203	0.050775268
GATA2	-0.25772404	0.13270528	-0.26256723	0.53742021	5.9918057	0.7960008
EPHB1	-0.57735871	0.13930007	-0.55185175	0.83613876	10.147141	1.3840039
EPHB1	0.041837345	0.17205104	0.037462323	0.65103182	3.5407776	0.60958285
EPHB1	-0.17263586	0.40852301	-0.23960429	-0.041323304	0.32143246	0.19429435
EPHB1	0.044817865	0.051878706	0.041572329	0.38946754	6.6433745	0.34390857
EPHB1	0.086933711	0.20557461	0.053603752	0.19372914	0.51949716	0.13613875
EPHB1	-0.066200352	0.068651318	-0.043847881	-0.0034077534	0.91465977	0.036453487
EPHB1	0.18260387	0.055675344	0.17807172	-0.31549643	-8.946515	-0.49755479
EPHB1	0.21292957	0.062956794	0.20235388	1.0215464	12.843996	0.81520585
EPHB1	-0.32384955	0.090502396	-0.32091194	-0.35794283	-0.37671133	-0.041017529
EPHB1	0.11504822	0.038519093	0.12322813	0.66531986	14.285685	0.53810509
EPHB1	-0.14432312	0.13279191	-0.17246356	-0.25117425	-0.80465091	-0.082697331
EPHB1	0.07356123	0.14252039	0.052398693	0.3087258	1.6500416	0.25234047
EPHB1	-0.065010772	0.059093299	-0.068158035	0.083855231	2.5191689	0.14802663
EPHB1	-0.035696837	0.10526129	-0.052827026	0.12602196	1.5363558	0.17486234
EPHB1	-0.0096239213	0.051669917	-0.012790746	0.85619055	16.756645	0.86499465
EPHB1	-0.43541368	0.072543481	-0.42220277	-0.31261312	1.6927857	0.10560301
PIK3CB	0.40443749	0.053261648	0.40389113	0.55162496	2.7634794	0.14374719
PIK3CB	-0.58330782	0.043498373	-0.5787238	-0.39292311	4.3768236	0.18181405
PIK3CB	0.27219102	0.04548274	0.26933602	0.92126062	14.270679	0.64793796
PIK3CB	-0.22731614	0.060474738	-0.2342301	-0.87700892	-10.74321	-0.64676546
PIK3CB	-0.80840355	0.049704651	-0.82172822	-0.65470871	3.0921621	0.16303287
PIK3CB	-0.18356116	0.12918869	-0.15571605	-0.60174273	-3.2369828	-0.45001332
PIK3CB	0.11728395	0.06270541	0.11893229	-0.16342604	-4.4766471	-0.28634497
PIK3CB	0.25150021	0.061073343	0.25339909	0.3319745	1.3176664	0.074588769
PIK3CB	-0.1574065	0.1288195	-0.13296723	-1.3508879	-9.2647575	-1.2219073
PIK3CB	-0.13685109	0.075895184	-0.13756483	-0.59117419	-5.9861914	-0.457596
PIK3CB	-0.27339887	0.058881863	-0.27311997	-0.16217311	1.8889647	0.10696022
PIK3CB	0.052848076	0.079523451	0.039725014	0.24861314	2.4617275	0.20490149
PIK3CB	-0.51514833	0.1779728	-0.49610941	-0.77440626	-1.4567278	-0.28228349
PIK3CB	0.18319998	0.33717753	0.13575122	0.15420859	-0.085982583	0.014470725
PIK3CB	-0.11932808	0.13974565	-0.099124904	-0.34057934	-1.5832425	-0.24544107
PIK3CB	0.15342091	0.16274426	0.13561149	0.35561067	1.2423772	0.21601254
PIK3CB	-0.031504221	0.13427739	-0.012082547	0.18628842	1.6219606	0.19438432
PIK3CB	0.11215661	0.043140028	0.11171932	0.039667527	-1.6803207	-0.076038433
PIK3CB	-0.18405198	0.077158619	-0.19973191	-0.76254399	-7.4974387	-0.56679872
PIK3CB	0.19854259	0.15955323	0.15196153	0.39073991	1.2045968	0.23479174
PIK3CB	-0.3210203	0.084981845	-0.32476207	-0.70772073	-4.5503887	-0.3869453
PIK3CB	-0.81095168	0.077651268	-0.82716467	-1.0422733	-2.9789808	-0.21909529
FOXL2	-0.33127182	0.53721552	-0.42379539	0.44437935	1.4438361	0.8641881
ATR	-0.06238243	0.040234924	-0.058440107	-0.50987865	-11.122084	-0.45542518
ATR	-0.38551542	0.51582576	-0.4835634	-0.3699696	0.030137734	0.10960716
ATR	-0.2640674	0.36171224	-0.33890348	-0.34698029	-0.22922335	-0.012063453
ATR	0.093676696	0.31697643	0.029027476	0.16615791	0.22866435	0.13314379
ATR	-0.17118014	0.049876013	-0.16864759	-0.37877186	-4.1621555	-0.21411091
ATR	-0.29636762	0.053099963	-0.3040835	-0.82316222	-9.9208091	-0.52306536
ATR	0.055532082	0.098496888	0.057539989	-0.0062860392	-0.62761497	-0.067812669
ATR	0.66058032	0.059300721	0.66846853	0.37106304	-4.8821881	-0.30139213
ATR	0.25569721	0.12113506	0.2678218	0.20182105	-0.44476109	-0.069987392
ATR	0.030641447	0.069344992	0.02339223	0.01122112	-0.28005378	-0.016157751
ATR	0.15282253	0.062547814	0.16160605	-0.0091867546	-2.590167	-0.17477945
ATR	-0.09659459	0.10493915	-0.11810672	0.2879797	3.6647361	0.40209978
ATR	0.027304649	0.12643225	0.050493255	0.098087188	0.5598456	0.043607292
ATR	0.10413721	0.058310446	0.099749675	0.20610723	1.7487436	0.10237091
ATR	0.23124	0.058582421	0.22967054	0.22342166	-0.13345883	-0.010235522
ATR	-0.58017223	0.14194203	-0.59160808	-0.099736847	3.3847295	0.48788459
ATR	-0.32299274	0.097719555	-0.33300625	0.096662005	4.2944807	0.42568161
ATR	-0.065589932	0.076239025	-0.070525531	0.21075296	3.6246908	0.27729185
ATR	0.50503412	0.19556592	0.49982043	0.55021471	0.23102488	0.046407642
ATR	-0.56547003	0.13722527	-0.55102653	-1.3794836	-5.9319513	-0.83244375
ATR	0.22447412	0.041332459	0.21220549	0.22026255	-0.10189499	0.0040704188
ATR	0.18414257	0.1004006	0.16149385	0.15569399	-0.28335074	-0.0097865051
ATR	0.084402569	0.063631487	0.077310704	-0.014885362	-1.5603585	-0.096182707
ATR	-0.57641912	0.10633418	-0.55175138	-0.59760431	-0.19923215	-0.049839568
ATR	0.11095674	0.083759899	0.12029839	0.18896442	0.93132496	0.064679394
ATR	0.17919808	0.055066363	0.17188368	0.30039212	2.2008724	0.1245218
ATR	-0.63172299	0.092156843	-0.61340429	-1.0868138	-4.9382202	-0.47739612
ATR	0.48811002	0.05006385	0.48022258	0.016627041	-9.4176333	-0.46758218
ATR	-0.6233389	0.064503598	-0.61991648	-0.12069594	7.7924794	0.4952339
ATR	0.40536157	0.16833757	0.46331829	-0.36311376	-4.5650851	-0.83041869
ATR	-0.17554049	0.069826887	-0.17158912	-0.64970399	-6.7905577	-0.48210151
ATR	0.14574043	0.051491787	0.14855868	-0.75968661	-17.583912	-0.91223193
ATR	-0.22371083	0.13484695	-0.20274687	-0.18309414	0.30120582	0.015666086
ATR	-0.13092424	0.086651547	-0.13026151	-0.16236883	-0.36288546	-0.036093957
ATR	-0.24304677	0.069767251	-0.24127024	-0.51777016	-3.9377127	-0.28048656
ATR	0.096351654	0.053419981	0.083155485	-0.34708838	-8.3010145	-0.43423051
ATR	-0.28595305	0.057777363	-0.2881177	-0.40266795	-2.02008	-0.11853689
ATR	0.42168497	0.12767553	0.44653878	0.39927563	-0.1755179	-0.051249791
ATR	0.81226722	0.12090611	0.82026095	0.46435567	-2.8775349	-0.35989192
ATR	-0.18276376	0.12925725	-0.19564255	0.02309718	1.5926452	0.21475309
ATR	-0.16395489	0.047715601	-0.16606816	-1.1153692	-19.939272	-0.9532877
ATR	-0.20283759	0.0697395	-0.21893566	-0.62905778	-6.1116037	-0.41410876
ATR	0.29771083	0.080652279	0.29695418	0.06559288	-2.8780086	-0.23534794
ATR	-0.13598301	0.10284237	-0.15062812	0.20689732	3.3340376	0.3535388
ATR	0.49901111	0.045877102	0.49319897	0.74956248	5.46136	0.25237687
ATR	0.005082437	0.46218384	-0.083869036	0.0043181109	-0.0016537274	0.084200506
ATR	-0.54507064	0.066426807	-0.53465628	-0.62299656	-1.1731095	-0.092326922
ATR	0.46357945	0.12114341	0.49684017	0.71226195	2.0527943	0.21143514
ATR	-0.36757322	0.10483414	-0.346696	0.70783654	10.258202	1.0505459
KPNA4	-0.91227424	0.23590838	-0.8728795	-1.9402151	-4.3573731	-1.0713222
ZBBX	0.55650202	0.3411236	0.56142122	1.1918359	1.8624743	0.62642808
LRRC34	-0.511997	0.27332687	-0.46019847	-0.13469927	1.3803902	0.32151256
LRRC34	0.51496806	0.32840636	0.53946617	0.50662743	-0.025397286	-0.036825381
PRKCI	-0.82169273	0.12707936	-0.82125381	-0.40444374	3.2833734	0.41282343
PRKCI	-0.24507178	0.069103073	-0.23350699	-0.13178477	1.6393918	0.097735582
PRKCI	0.16213397	0.12132995	0.19028261	0.60180184	3.6237373	0.40753259
PRKCI	0.70750662	0.15309734	0.70512315	1.023343	2.0629779	0.31423326
PRKCI	-0.16385028	0.12250563	-0.14656627	-0.19765078	-0.27590973	-0.055071146
PRKCI	-0.81917795	0.077389246	-0.8160261	-0.45430703	4.7147497	0.35773243
PRKCI	-0.79982026	0.11415751	-0.77575327	0.091149008	7.8047363	0.86291564
PRKCI	0.37843272	0.10963531	0.39301241	0.64587796	2.4394079	0.24887891
PRKCI	0.16164053	0.090211529	0.13704779	-0.0056460591	-1.8543815	-0.14668049
PRKCI	-0.20391301	0.10998691	-0.19274535	-0.74461648	-4.9160711	-0.55585777
PRKCI	0.28013161	0.11797911	0.29002241	1.7231615	12.231232	1.4291524
PRKCI	-0.089252598	0.092892838	-0.076660228	-0.56133057	-5.0819631	-0.48865698
PRKCI	0.11532904	0.11024235	0.12392477	0.0050279543	-1.0005328	-0.12288346
PRKCI	0.22950599	0.054846484	0.2344306	0.26374635	0.62429456	0.025329111
PRKCI	0.71985961	0.14106504	0.74078072	1.1940476	3.3614845	0.44928019
PRKCI	0.25471145	0.10679106	0.27050892	0.47566364	2.069014	0.20116808
PRKCI	0.062977198	0.055834222	0.066685777	0.38323676	5.7359009	0.31256435
PRKCI	0.073327751	0.080774561	0.093943853	0.13868777	0.80916589	0.040757277
PIK3CA	-0.38569383	0.23932702	-0.41958146	-0.22074777	0.68920785	0.19484705
PIK3CA	0.13976086	0.076028411	0.13252201	0.10498792	-0.45736769	-0.031520729
PIK3CA	-0.19049407	0.16484818	-0.21587954	-0.23384339	-0.26296511	-0.021950491
PIK3CA	0.019563176	0.12669401	0.0022647662	-0.15439222	-1.3730356	-0.16064362
PIK3CA	-0.13621005	0.13858315	-0.11067347	0.5066016	4.6384546	0.61328843
