gene	mean_log2ND	std_log2ND	median_log2ND	R-181108-995555-BLD-101100_BC_E18111102-16-DNA_F1811112948-6_L181111-00002-A4_20181113-C11_panel12_P181114419-3_sample20181114-A3-A00168-log2_ND	R-RZ	R-CopyRatio
MLH1	-0.062613077	0.1207449	-0.081247957	0.68106921	6.1591196	0.70663776
MLH1	0.37887579	0.10890146	0.38278064	1.1543331	7.1207243	0.71587302
MLH1	-0.2295975	0.056914264	-0.24980432	-0.16231184	1.1822285	0.031813079
MLH1	-0.50466649	0.25922742	-0.543056	-0.78854279	-1.0950859	-0.3011662
MLH1	-0.091901145	0.058034978	-0.093011452	-0.0046401575	1.503593	0.032691889
MLH1	-0.16334368	0.11691027	-0.14281049	0.010400876	1.486136	0.097531961
MLH1	0.60603795	0.096921673	0.62034764	0.88363638	2.8641522	0.20760933
MLH1	-0.070904704	0.051226835	-0.075998113	0.24866559	6.2383376	0.26898429
MLH1	0.13361091	0.11480071	0.15484696	0.17514097	0.3617579	-0.035385392
MLH1	-0.2162964	0.067826411	-0.20634117	-0.2411204	-0.36599319	-0.090458641
MLH1	0.05961796	0.069638685	0.046070957	0.33545135	3.9609219	0.23370099
MYD88	0.15281639	0.25117272	0.10429695	0.28389792	0.52187804	0.12392156
MYD88	-0.71852898	0.053881843	-0.71092728	-0.32233126	7.353084	0.33291661
MYD88	0.61717716	0.07158658	0.6097612	0.76247999	2.0297496	0.097039383
MYD88	0.20036101	0.088749163	0.22611862	0.35402797	1.731475	0.072229943
MYD88	0.21717538	0.044092968	0.2187095	0.29295419	1.7186145	0.018565287
CTNNB1	0.50589015	0.12421636	0.50176479	1.4405418	7.5243848	0.88309765
CTNNB1	0.0004777806	0.11475133	-0.020522089	-0.29774774	-2.5988851	-0.33290505
CTNNB1	-0.2520725	0.15155104	-0.27564724	-0.017661564	1.5467458	0.20230627
CTNNB1	0.24154625	0.15619495	0.207865	0.36157927	0.76848208	0.098034865
CTNNB1	0.63610798	0.09906912	0.61984885	1.470993	8.4272985	0.79546477
CTNNB1	-0.37713865	0.063229224	-0.37033258	-0.85324787	-7.5298919	-0.5385947
CTNNB1	0.61439493	0.097656296	0.63169146	0.91270987	3.0547436	0.22533901
CTNNB1	0.11277772	0.20254194	0.073859777	0.034193964	-0.38798757	-0.095345219
CTNNB1	0.34086528	0.054370096	0.34888816	0.14829529	-3.5418366	-0.25627228
CTNNB1	0.54004352	0.05422205	0.54480915	0.21935765	-5.9143073	-0.3811309
CTNNB1	0.2089423	0.038489845	0.20674317	0.50058525	7.5771401	0.23816267
CTNNB1	-0.032651181	0.052708878	-0.021739925	0.043773113	1.4499321	0.0098336317
CTNNB1	0.24405315	0.1028679	0.25832555	0.01921651	-2.1856832	-0.29478845
CTNNB1	-0.23181571	0.098659904	-0.24250867	-0.25035443	-0.18790528	-0.063525163
ULK4	-1.7029328	0.25726183	-1.696835	-0.78685952	3.5608597	0.85429607
SETD2	0.51105095	0.069184941	0.50141825	0.58029347	1.0008322	0.023195814
SETD2	0.0023905661	0.11428372	0.019210781	0.24319077	2.1070385	0.16830058
SETD2	0.73111865	0.10535747	0.73157888	1.1982035	4.4333343	0.41094525
SETD2	-0.41508717	0.070835305	-0.4094182	-0.29621841	1.6781005	0.057520382
SETD2	0.37943468	0.068593998	0.37508986	-0.51779288	-13.080263	-0.94856214
SETD2	-0.35521046	0.073054044	-0.35403965	-0.36047856	-0.072112349	-0.062118315
SETD2	-0.058057691	0.41691086	-0.13172033	-0.33766575	-0.6706663	-0.26162483
SETD2	1.0216078	0.079267474	1.0125943	0.94839754	-0.92358508	-0.11987616
SETD2	0.25109687	0.10862348	0.26613901	-0.57306971	-7.5873704	-0.89488813
SETD2	0.13675089	0.18431384	0.098414682	0.40406839	1.4503387	0.2499743
SETD2	0.31125086	0.39899521	0.24235411	0.31255299	0.0032635141	0.014519471
SETD2	-0.020945566	0.067921938	-0.02180918	-0.3601253	-4.9936699	-0.39399553
SETD2	-0.18772803	0.054526791	-0.18232365	-0.63267909	-8.1602282	-0.50603485
SETD2	0.56546057	0.050343811	0.55454826	0.3195334	-4.8849534	-0.29069427
SETD2	-0.098063941	0.11495951	-0.091028314	-0.19426017	-0.83678353	-0.15891126
SETD2	0.17031417	0.10416682	0.19264233	-0.2022137	-3.5762623	-0.45053544
SETD2	0.25786807	0.091410601	0.25047489	0.49019595	2.5415857	0.18404165
SETD2	0.094769697	0.061547159	0.082646641	0.12289129	0.45691126	-0.01543476
SETD2	-0.21279713	0.064837725	-0.20851671	-1.1082714	-13.811007	-0.95543413
SETD2	1.7005436	0.59453659	1.5844789	1.6983699	-0.0036561413	0.058211584
SETD2	-0.22599413	0.15511398	-0.22576662	-1.6123243	-8.9374932	-1.4422371
SETD2	-0.5087246	0.1196277	-0.49084421	-1.0917941	-4.8740338	-0.65662925
BAP1	-0.18544895	0.039744492	-0.19041089	-0.053626436	3.3167492	0.081105048
BAP1	0.10344169	0.13018729	0.11460379	0.37829468	2.1112122	0.20801149
BAP1	0.1178424	0.068720546	0.11719629	0.23499565	1.7047777	0.062119956
BAP1	0.26588056	0.049972111	0.25918981	0.30904645	0.86379965	-0.0058227638
BAP1	-0.12905458	0.33100631	-0.19205725	-0.42584182	-0.89662109	-0.28946398
BAP1	-0.19933657	0.054514007	-0.1965933	-0.17294385	0.48414562	-0.032029958
BAP1	-0.19744235	0.11809402	-0.21881502	-0.74639836	-4.6484658	-0.58326275
BAP1	0.09177121	0.04713059	0.084369572	0.075808618	-0.33868856	-0.06424036
BAP1	-0.13835705	0.044697473	-0.13942933	0.30765465	9.9784546	0.39140458
BAP1	0.055358474	0.098605536	0.047554403	0.11812936	0.63658583	0.014895552
BAP1	0.3907186	0.031657961	0.39326472	0.29362058	-3.0670965	-0.15532355
BAP1	0.79475228	0.10761797	0.8083828	0.56327855	-2.1508836	-0.30078366
BAP1	-0.64789427	0.054735931	-0.64051529	-0.67602186	-0.5138779	-0.091185971
BAP1	-0.67565515	0.067204137	-0.66312323	-0.61163625	0.95260353	-0.004192428
BAP1	1.0114287	0.104973	1.0242798	1.1609611	1.424484	0.081001857
BAP1	1.0307579	0.097877045	1.0256059	0.95307851	-0.79364258	-0.1282068
PBRM1	0.34081966	0.086681379	0.33148217	0.23831363	-1.1825612	-0.14884795
PBRM1	0.22737572	0.1487142	0.20475009	-0.41951642	-4.3499016	-0.67994592
PBRM1	0.26736564	0.092784711	0.29099483	0.1171787	-1.6186604	-0.22949553
PBRM1	-0.39165996	0.09434338	-0.40756328	-0.89597777	-5.3455559	-0.5440939
PBRM1	-0.34969802	0.082011303	-0.36878422	-0.39072856	-0.50030344	-0.077623743
PBRM1	0.40883136	0.072631849	0.39598947	0.589419	2.4863423	0.13775012
PBRM1	0.31693754	0.084231646	0.31176839	0.092182216	-2.6683003	-0.27526558
PBRM1	-0.13528356	0.058692199	-0.14771235	-0.20552737	-1.1968168	-0.11349443
PBRM1	0.43147884	0.052491682	0.43358303	1.0140928	11.099167	0.52483035
PBRM1	0.45583097	0.045353639	0.45132774	0.60993241	3.3977745	0.10292526
PBRM1	0.0087767583	0.13259921	-0.013866706	-0.19945716	-1.5704009	-0.24126986
PBRM1	0.25499408	0.052167339	0.24912898	0.77095445	9.8904867	0.46614607
PBRM1	0.48478624	0.055969185	0.47904839	0.59297937	1.9330839	0.058251572
PBRM1	0.60067374	0.11126748	0.57837692	0.48282982	-1.0591047	-0.1512265
PBRM1	-0.083610466	0.40228364	-0.16183394	0.26562544	0.8681335	0.37177997
PBRM1	0.17870153	0.1129484	0.19274241	-0.029406386	-1.8425043	-0.2778282
PBRM1	0.37847915	0.15915272	0.35059576	0.096859735	-1.7694917	-0.30941543
PBRM1	-0.53772825	0.087265084	-0.52602853	-0.23672747	3.4492694	0.23362165
PBRM1	-0.13535238	0.11148844	-0.11685235	-0.50021962	-3.2726912	-0.43904668
PBRM1	0.2627307	0.047934877	0.25913709	1.0661257	16.760136	0.75130924
PBRM1	0.072959297	0.11077057	0.059788152	0.18190753	0.98354859	0.066439977
PBRM1	-0.28375507	0.097982279	-0.26493301	-0.77181078	-4.9810611	-0.56255718
PBRM1	-0.18296175	0.085870622	-0.1797106	0.0026977792	2.1620844	0.12672897
PBRM1	0.92197059	0.3248673	0.90830778	2.732587	5.5734032	1.7685998
PBRM1	0.67720975	0.10541516	0.6876761	0.28905102	-3.6821908	-0.45430448
PBRM1	-0.28362009	0.12575849	-0.2441298	-1.0994117	-6.4869702	-0.91096127
PBRM1	-0.0067656908	0.04126129	-0.0059088495	-0.010089508	-0.080555337	-0.059860064
PBRM1	0.62928371	0.049492125	0.63128385	0.58614919	-0.871543	-0.10081406
PBRM1	0.43958668	0.059201889	0.45351708	-0.073496631	-8.6666713	-0.58269312
PBRM1	0.02402733	0.093838395	0.042950628	-0.019476088	-0.46359934	-0.11810612
PBRM1	-0.0084003456	0.059659292	-0.015729009	-0.15859581	-2.5175536	-0.19854621
PBRM1	-0.58539948	0.14174226	-0.55925859	-1.1176421	-3.755003	-0.61406291
MITF	0.095494382	0.10733511	0.10126968	-0.11146683	-1.9281781	-0.26841592
MITF	0.14178328	0.060773006	0.13911119	0.29743374	2.5611776	0.10264315
MITF	0.12971037	0.060607096	0.13212352	0.1987529	1.1391823	0.010949977
MITF	-0.20754667	0.054047716	-0.20453389	-0.13303663	1.3785974	0.015817855
MITF	-0.42516349	0.17374938	-0.4673775	-0.53601973	-0.6380238	-0.12432164
MITF	0.36995352	0.065594472	0.37004041	-0.38663934	-11.5344	-0.81235916
MITF	0.28188292	0.11350501	0.25878179	0.28554263	0.032242691	-0.028918569
MITF	0.38990487	0.45783707	0.30599525	0.55813675	0.36744924	0.1964621
MITF	-0.17484248	0.1384684	-0.15329141	-1.4420573	-9.1516532	-1.3444452
MITF	0.35252245	0.062913066	0.35249726	-0.32675669	-10.797108	-0.73493335
MITF	-0.30333131	0.12302376	-0.29090199	-1.3090904	-8.1753243	-1.0738679
MITF	-0.109846	0.10935704	-0.080358832	-0.35218763	-2.2160588	-0.3275082
MITF	0.063981908	0.049638734	0.061858299	0.35812261	5.9256285	0.2405849
MITF	-0.057270979	0.26942856	-0.1079265	-0.23498545	-0.65959773	-0.18273835
FOXP1	0.36287333	0.059061924	0.35675009	0.27250229	-1.5301066	-0.13992721
FOXP1	0.46137469	0.061629776	0.47353811	0.32423307	-2.2252493	-0.20498444
FOXP1	0.11543164	0.10794763	0.12527468	0.27652988	1.492374	0.095575795
FOXP1	-0.16323298	0.054355078	-0.16536397	-0.069146398	1.7309621	0.040538166
FOXP1	0.7538142	0.053716594	0.75022672	1.3535911	11.16558	0.54768498
FOXP1	-0.19083503	0.12405707	-0.17840963	-0.32261038	-1.0622156	-0.19988016
FOXP1	1.0671305	0.11726041	1.0839183	1.8227991	6.4443625	0.68320138
FOXP1	0.59811526	0.10124326	0.59209688	-0.15222849	-7.4112959	-0.80000478
FOXP1	0.72730665	0.081744259	0.72955771	0.077936324	-7.9439258	-0.70730079
FOXP1	0.076779212	0.097440989	0.06632049	0.66612798	6.0482634	0.54412809
FOXP1	-0.49236823	0.11967255	-0.49098573	-0.015964117	3.9808971	0.41934221
FOXP1	0.53183417	0.10055294	0.51870489	0.60656757	0.74322441	0.032183273
FOXP1	-0.69447553	0.061438032	-0.68311041	-0.73012339	-0.58022466	-0.10269239
FOXP1	0.80371235	0.11314234	0.7947679	1.7387583	8.2643332	0.88831104
FOXP1	-0.20687255	0.070199132	-0.22368184	-0.228571	-0.3090985	-0.060568562
FOXP1	-1.3800996	0.12004163	-1.3674313	-1.4309755	-0.42381899	-0.11922363
FOXP1	0.10784503	0.10806558	0.12534459	0.34805202	2.222789	0.16702802
FOXP1	-0.14610654	0.30645198	-0.20779103	-0.040288589	0.34530027	0.11182303
FOXP1	0.4362261	0.088627744	0.42175169	0.62619735	2.1434739	0.14876626
FOXP1	0.55253602	0.10567042	0.53330894	0.61426291	0.58414544	0.025274568
EPHA3	0.018332765	0.11317782	0.012685345	0.15284205	1.1884774	0.084477296
EPHA3	0.13994298	0.14533852	0.1640773	-0.517786	-4.5254966	-0.73754271
EPHA3	-0.072807286	0.41049901	-0.15082231	-0.14656517	-0.17967859	-0.051422267
EPHA3	0.21527788	0.052176528	0.22195516	0.11969996	-1.8318183	-0.15793461
EPHA3	-0.36822464	0.24595788	-0.41781144	-0.5061686	-0.56084385	-0.14403657
EPHA3	0.14721818	0.055228606	0.15354732	-0.026569187	-3.1466912	-0.23579591
EPHA3	0.37466368	0.20937241	0.32975738	0.28540022	-0.42633821	-0.10003656
EPHA3	0.70797726	0.2714734	0.66152882	0.81204668	0.38335032	0.09483845
EPHA3	0.39169199	0.10613572	0.40220966	-0.091180091	-4.5495718	-0.54906916
EPHA3	0.80129869	0.11150564	0.80928932	0.55768957	-2.1847246	-0.30727916
EPHA3	0.12634544	0.055781957	0.1340916	-0.05360997	-3.2260505	-0.24338098
EPHA3	0.019914394	0.085481888	0.0050806023	-0.032530769	-0.61352368	-0.093290777
EPHA3	-0.11827588	0.17352301	-0.092069174	-1.3505791	-7.1016703	-1.3141893
EPHA3	-0.065663132	0.075185814	-0.08212641	-0.30117378	-3.1323815	-0.27472678
EPHA3	0.062408919	0.081160536	0.041493629	-0.41256737	-5.852306	-0.5097404
EPHA3	-0.07791752	0.10581115	-0.08697669	-0.35201955	-2.5904835	-0.32072227
EPHA3	0.35854721	0.059865887	0.35614292	0.46854448	1.8373948	0.056722152
EPHA3	-0.37520584	0.10798213	-0.37142578	-0.22964455	1.3480127	0.08610182
GSK3B	-0.49415104	0.096846833	-0.47740033	-0.38472447	1.1298931	0.03699645
GSK3B	-0.099699831	0.13175083	-0.094355626	0.11438722	1.6249389	0.15306344
GSK3B	0.37469868	0.08248882	0.37245049	0.36257549	-0.14696763	-0.065554403
GSK3B	-0.27298587	0.10302148	-0.24930058	-0.58928719	-3.0702463	-0.39566602
GSK3B	0.60927843	0.13582785	0.64129919	-0.15636809	-5.6368891	-0.85334669
GSK3B	-0.022729986	0.075972589	-0.029897053	-0.42781918	-5.3320441	-0.45360153
GSK3B	-0.67505077	0.12533803	-0.64463291	-1.4850287	-6.4623476	-0.89607518
GSK3B	-0.33935956	0.066262741	-0.34620278	-1.1171554	-11.738057	-0.82663202
GSK3B	-0.15482334	0.1204849	-0.15536159	-1.7737744	-13.436962	-1.6740922
GSK3B	0.1799644	0.10449782	0.18887279	-0.054695184	-2.2455931	-0.29924738
GSK3B	0.93185156	0.095730162	0.91256684	1.1902597	2.6993389	0.22201346
GSK3B	-0.074276234	0.091208746	-0.076750116	-0.067240038	0.077143875	-0.046169328
rs1801019	-0.22727157	0.12217273	-0.22397035	0.022166864	2.0416867	0.19045781
GATA2	0.42512848	0.15148952	0.39106258	0.36064027	-0.42569422	-0.086101719
GATA2	1.2284734	0.31644236	1.2974644	1.5341257	0.96590205	0.18098192
GATA2	0.073933433	0.054166501	0.071366702	0.50200068	7.9028041	0.37495457
GATA2	0.17656556	0.040204029	0.1689877	0.1548557	-0.53999212	-0.069811405
GATA2	0.0329972	0.38430193	-0.04117972	-0.49904395	-1.3844353	-0.51354363
GATA2	-0.25772404	0.13270528	-0.26256723	-0.19738545	0.45468119	0.0095023781
EPHB1	-0.57735871	0.13930007	-0.55185175	-0.31610475	1.8754762	0.1800676
EPHB1	0.041837345	0.17205104	0.037462323	0.50253474	2.6776787	0.40939301
EPHB1	-0.17263586	0.40852301	-0.23960429	-0.3825468	-0.51382894	-0.19862192
EPHB1	0.044817865	0.051878706	0.041572329	-0.20556355	-4.8262849	-0.30281529
EPHB1	0.086933711	0.20557461	0.053603752	0.057792009	-0.1417573	-0.051491149
EPHB1	-0.066200352	0.068651318	-0.043847881	-0.34447234	-4.0534108	-0.35630387
EPHB1	0.18260387	0.055675344	0.17807172	0.01899031	-2.9387077	-0.21476082
EPHB1	0.21292957	0.062956794	0.20235388	0.27075334	0.91846751	0.012720054
EPHB1	-0.32384955	0.090502396	-0.32091194	-0.24881834	0.82905214	0.016414189
EPHB1	0.11504822	0.038519093	0.12322813	0.22187141	2.7732529	0.042963872
EPHB1	-0.14432312	0.13279191	-0.17246356	-0.071419567	0.54900598	0.045364587
EPHB1	0.07356123	0.14252039	0.052398693	0.057926161	-0.10970408	-0.050151938
EPHB1	-0.065010772	0.059093299	-0.068158035	-0.14461587	-1.3471087	-0.13213724
EPHB1	-0.035696837	0.10526129	-0.052827026	-0.06010417	-0.23187378	-0.06295655
EPHB1	-0.0096239213	0.051669917	-0.012790746	0.071939046	1.5785388	0.029050386
EPHB1	-0.43541368	0.072543481	-0.42220277	-0.4516396	-0.22367167	-0.085116237
PIK3CB	0.40443749	0.053261648	0.40389113	0.73458437	6.1985855	0.27501383
PIK3CB	-0.58330782	0.043498373	-0.5787238	-0.53116397	1.1987541	-0.008119572
PIK3CB	0.27219102	0.04548274	0.26933602	1.0099192	16.219959	0.68490377
PIK3CB	-0.22731614	0.060474738	-0.2342301	-0.15134281	1.2562821	0.027207886
PIK3CB	-0.80840355	0.049704651	-0.82172822	-0.63564678	3.475666	0.13040203
PIK3CB	-0.18356116	0.12918869	-0.15571605	-1.3219281	-8.811661	-1.2218915
PIK3CB	0.11728395	0.06270541	0.11893229	0.69743108	9.251947	0.52281939
PIK3CB	0.25150021	0.061073343	0.25339909	0.0034242555	-4.0619351	-0.30565424
PIK3CB	-0.1574065	0.1288195	-0.13296723	-0.13634327	0.16350961	-0.059055449
PIK3CB	-0.13685109	0.075895184	-0.13756483	-0.076409276	0.79638537	0.0054761483
PIK3CB	-0.27339887	0.058881863	-0.27311997	-0.46612858	-3.2731592	-0.24868802
PIK3CB	0.052848076	0.079523451	0.039725014	0.26450308	2.661542	0.16909866
PIK3CB	-0.51514833	0.1779728	-0.49610941	-0.86067371	-1.9414505	-0.42024371
PIK3CB	0.18319998	0.33717753	0.13575122	-0.26016715	-1.3149368	-0.45159778
PIK3CB	-0.11932808	0.13974565	-0.099124904	-1.4303027	-9.3811481	-1.3868572
PIK3CB	0.15342091	0.16274426	0.13561149	-0.46545453	-3.8027482	-0.65674542
PIK3CB	-0.031504221	0.13427739	-0.012082547	-1.1591986	-8.3982447	-1.2027955
PIK3CB	0.11215661	0.043140028	0.11171932	0.11017567	-0.04591882	-0.057223055
PIK3CB	-0.18405198	0.077158619	-0.19973191	-0.99949102	-10.568347	-0.85543852
PIK3CB	0.19854259	0.15955323	0.15196153	0.85074101	4.0876541	0.64310007
PIK3CB	-0.3210203	0.084981845	-0.32476207	-0.65079814	-3.8805682	-0.38171548
PIK3CB	-0.81095168	0.077651268	-0.82716467	-1.2704209	-5.9170857	-0.49893562
FOXL2	-0.33127182	0.53721552	-0.42379539	-0.485044	-0.28623927	-0.11692801
ATR	-0.06238243	0.040234924	-0.058440107	-0.60982702	-13.606204	-0.60706632
ATR	-0.38551542	0.51582576	-0.4835634	-0.39969587	-0.02749078	0.028188122
ATR	-0.2640674	0.36171224	-0.33890348	0.073585517	0.93348491	0.35680959
ATR	0.093676696	0.31697643	0.029027476	0.21528394	0.38364759	0.13057706
ATR	-0.17118014	0.049876013	-0.16864759	-0.42903908	-5.1699991	-0.3160709
ATR	-0.29636762	0.053099963	-0.3040835	-0.24569867	0.95421816	0.0027054232
ATR	0.055532082	0.098496888	0.057539989	-0.38409073	-4.4633168	-0.49731012
ATR	0.66058032	0.059300721	0.66846853	-0.55879831	-20.562627	-1.2829462
ATR	0.25569721	0.12113506	0.2678218	-1.4135784	-13.780284	-1.7370796
ATR	0.030641447	0.069344992	0.02339223	-1.033145	-15.340494	-1.1122166
ATR	0.15282253	0.062547814	0.16160605	-0.96587422	-17.885465	-1.1831597
ATR	-0.09659459	0.10493915	-0.11810672	-0.05081379	0.43626045	0.011613524
ATR	0.027304649	0.12643225	0.050493255	-1.1944452	-9.6632767	-1.3006178
ATR	0.10413721	0.058310446	0.099749675	0.31170249	3.5596586	0.15627341
ATR	0.23124	0.058582421	0.22967054	-0.1242442	-6.0681036	-0.40959414
ATR	-0.58017223	0.14194203	-0.59160808	-0.76313465	-1.288994	-0.22720598
ATR	-0.32299274	0.097719555	-0.33300625	-0.93834649	-6.2971403	-0.66101965
ATR	-0.065589932	0.076239025	-0.070525531	0.4046526	6.168003	0.41949873
ATR	0.50503412	0.19556592	0.49982043	1.2976807	4.0530915	0.74218084
ATR	-0.56547003	0.13722527	-0.55102653	-1.0060315	-3.2104978	-0.51068433
ATR	0.22447412	0.041332459	0.21220549	0.21422786	-0.24789854	-0.053657032
ATR	0.18414257	0.1004006	0.16149385	0.26017562	0.75729677	0.043002364
ATR	0.084402569	0.063631487	0.077310704	0.13512512	0.7971298	0.0021350134
ATR	-0.57641912	0.10633418	-0.55175138	-1.8244426	-11.736804	-1.3283706
ATR	0.11095674	0.083759899	0.12029839	-0.093024537	-2.4353095	-0.26900233
ATR	0.17919808	0.055066363	0.17188368	0.54896116	6.7148629	0.32139807
ATR	-0.63172299	0.092156843	-0.61340429	-1.9898563	-14.737194	-1.4321314
ATR	0.48811002	0.05006385	0.48022258	0.011800555	-9.5140399	-0.52410143
ATR	-0.6233389	0.064503598	-0.61991648	-1.756459	-17.566774	-1.192222
ATR	0.40536157	0.16833757	0.46331829	-0.78041331	-7.0440299	-1.299411
ATR	-0.17554049	0.069826887	-0.17158912	-0.57405244	-5.7071419	-0.45814273
ATR	0.14574043	0.051491787	0.14855868	-0.169912	-6.1301511	-0.37415009
ATR	-0.22371083	0.13484695	-0.20274687	-1.6358554	-10.472202	-1.4887879
ATR	-0.13092424	0.086651547	-0.13026151	-0.44099849	-3.5784041	-0.36641639
ATR	-0.24304677	0.069767251	-0.24127024	0.052325255	4.2336773	0.23791609
ATR	0.096351654	0.053419981	0.083155485	-0.070458322	-3.1226139	-0.20929321
ATR	-0.28595305	0.057777363	-0.2881177	-0.22933154	0.97999473	0.0031067554
ATR	0.42168497	0.12767553	0.44653878	-0.57623722	-7.8160803	-1.0784554
ATR	0.81226722	0.12090611	0.82026095	-0.53302059	-11.126715	-1.408961
ATR	-0.18276376	0.12925725	-0.19564255	-0.37716782	-1.504009	-0.23720468
ATR	-0.16395489	0.047715601	-0.16606816	-0.39336227	-4.8078065	-0.28297351
ATR	-0.20283759	0.0697395	-0.21893566	-0.24320951	-0.578896	-0.079953254
ATR	0.29771083	0.080652279	0.29695418	-0.095758983	-4.8785951	-0.44839257
ATR	-0.13598301	0.10284237	-0.15062812	-0.39922698	-2.5596841	-0.30427827
ATR	0.49901111	0.045877102	0.49319897	-0.38827203	-19.340436	-0.93715041
ATR	0.005082437	0.46218384	-0.083869036	0.38952277	0.83179093	0.4177124
ATR	-0.54507064	0.066426807	-0.53465628	-0.77927582	-3.525763	-0.30029894
ATR	0.46357945	0.12114341	0.49684017	-0.78421966	-10.300181	-1.3367392
ATR	-0.36757322	0.10483414	-0.346696	-0.37379426	-0.059341751	-0.082777667
KPNA4	-0.91227424	0.23590838	-0.8728795	-2.3153612	-5.9475925	-1.4981611
ZBBX	0.55650202	0.3411236	0.56142122	1.9532835	4.0946492	1.3361829
LRRC34	-0.511997	0.27332687	-0.46019847	-2.5134459	-7.3225473	-2.1089269
LRRC34	0.51496806	0.32840636	0.53946617	0.44956459	-0.19915409	-0.14558099
PRKCI	-0.82169273	0.12707936	-0.82125381	-0.79796795	0.18669261	-0.032393548
PRKCI	-0.24507178	0.069103073	-0.23350699	-0.31108895	-0.95534343	-0.13326136
PRKCI	0.16213397	0.12132995	0.19028261	-0.94618695	-9.1347678	-1.192149
PRKCI	0.70750662	0.15309734	0.70512315	1.7158551	6.5863229	0.95505258
PRKCI	-0.16385028	0.12250563	-0.14656627	0.041082859	1.6728467	0.13196972
PRKCI	-0.81917795	0.077389246	-0.8160261	-0.35258171	6.0292128	0.40776498
PRKCI	-0.79982026	0.11415751	-0.77575327	-1.2291759	-3.7610813	-0.50910208
PRKCI	0.37843272	0.10963531	0.39301241	-0.18812694	-5.1676751	-0.63681876
PRKCI	0.16164053	0.090211529	0.13704779	0.3903943	2.5357488	0.19766711
PRKCI	-0.20391301	0.10998691	-0.19274535	-0.52275096	-2.8988718	-0.38568501
PRKCI	0.28013161	0.11797911	0.29002241	0.48290235	1.7187003	0.13720053
PRKCI	-0.089252598	0.092892838	-0.076660228	-0.79795746	-7.6292735	-0.77697664
PRKCI	0.11532904	0.11024235	0.12392477	0.87555263	6.8959305	0.69594845
PRKCI	0.22950599	0.054846484	0.2344306	-0.18778526	-7.6083501	-0.47789527
PRKCI	0.71985961	0.14106504	0.74078072	2.097912	9.7689148	1.3014518
PRKCI	0.25471145	0.10679106	0.27050892	0.95175134	6.5271371	0.62556301
PRKCI	0.062977198	0.055834222	0.066685777	0.071001807	0.14372206	-0.051363376
PRKCI	0.073327751	0.080774561	0.093943853	-0.69076166	-9.4595303	-0.84038492
PIK3CA	-0.38569383	0.23932702	-0.41958146	-0.44752383	-0.25834944	-0.083621777
PIK3CA	0.13976086	0.076028411	0.13252201	-0.22257323	-4.7657722	-0.41077465
PIK3CA	-0.19049407	0.16484818	-0.21587954	-0.4456052	-1.547552	-0.28540507
PIK3CA	0.019563176	0.12669401	0.0022647662	-0.23174641	-1.9835949	-0.28969058
PIK3CA	-0.13621005	0.13858315	-0.11067347	-0.2738956	-0.99352301	-0.21890153
PIK3CA	0.19002008	0.10294917	0.19915057	-0.038733991	-2.2220099	-0.29356397
PIK3CA	0.31215934	0.11959968	0.33123484	-0.45790696	-6.4386987	-0.84482121
PIK3CA	0.13130773	0.10901413	0.15453159	-0.64660495	-7.1358885	-0.85681594
PIK3CA	-0.3430976	0.086143158	-0.32239597	-1.7327778	-16.132217	-1.4660612
PIK3CA	0.68980712	0.14514451	0.72919074	-0.58897099	-8.8103788	-1.3738411
PIK3CA	0.27806986	0.046339554	0.27884578	-0.11947586	-8.5789716	-0.45400104
PIK3CA	0.62872118	0.1127183	0.64891579	-0.021497168	-5.7685251	-0.72609236
PIK3CA	-0.023685395	0.054932826	-0.024392961	0.22839592	4.5889012	0.19710947
PIK3CA	0.30097036	0.085920946	0.30661571	-0.20128312	-5.8455301	-0.56357823
PIK3CA	-0.16140665	0.065922509	-0.18242565	-1.6379232	-22.397761	-1.511177
PIK3CA	0.12755971	0.11133843	0.13289781	0.21712573	0.8044484	0.028548516
PIK3CA	0.12863631	0.048356193	0.13046046	-0.20285014	-6.8550982	-0.38899001
PIK3CA	0.36288069	0.066458078	0.36346468	0.13118227	-3.4863846	-0.28796182
PIK3CA	0.62820739	0.058288111	0.6214065	1.355169	12.471868	0.67808309
PIK3CA	-0.35186305	0.14346315	-0.37237672	0.017108382	2.5718899	0.3338057
SOX2	-0.39277229	0.098081169	-0.38590139	-0.20283337	1.9365483	0.12738861
SOX2	-0.30793311	0.4256318	-0.37706097	-0.47661851	-0.39631767	-0.15523695
FGFR3	-0.74797079	0.13253498	-0.72364176	-0.94316611	-1.4727834	-0.27520376
FGFR3	-0.17529198	0.16926042	-0.17802973	-0.48435024	-1.8259335	-0.36199992
FGFR3	-0.41251408	0.13203675	-0.39073048	-0.60684913	-1.4718255	-0.27179806
FGFR3	0.089974535	0.09191871	0.11527899	0.40401881	3.4165436	0.23306042
FGFR3	0.52614044	0.085650813	0.53875096	0.90754807	4.4530533	0.31311771
FGFR3	-0.030389824	0.097265409	-0.011776599	0.22549704	2.6308106	0.18159423
FGFR3	-0.29787365	0.085283738	-0.28241072	-0.26139984	0.42767601	-0.034668527
FGFR3	0.0031076396	0.093229056	0.031494412	0.35515415	3.7761458	0.26798033
FGFR3	0.0060760205	0.10464726	0.015210293	-0.37203369	-3.6131831	-0.44292339
FGFR3	-0.28894586	0.073062074	-0.29306452	-0.19894361	1.23186	0.038441502
