Chr	start	end	gene	depth	sample20190415-I1-log2_ND
chr4	1808241	1808428	FGFR3	678	0.061781268
chr4	1808531	1808700	FGFR3	797	0.46976473
chr4	1808821	1809019	FGFR3	666	0.2650184
chr4	1902351	1903014	WHSC1	3673	-0.56301281
chr4	1905921	1906125	WHSC1	2071	0.57022303
chr4	1918576	1918787	WHSC1	861	-0.79955091
chr4	1919861	1920382	WHSC1	2317	-0.65889484
chr4	1932321	1932541	WHSC1	989	-0.4060068
chr4	1936841	1937024	WHSC1	864	-0.41417569
chr4	1940161	1940304	WHSC1	236	-1.7644199
chr4	1941356	1941493	WHSC1	958	0.032535966
chr4	1941516	1942843	WHSC1	11620	0.11824354
chr4	1942876	1947789	WHSC1	38238	1.5659101
chr4	1947801	1947967	WHSC1	1591	1.2083323
chr4	1948281	1950586	WHSC1	17656	0.52392932
chr4	1952771	1952958	WHSC1	639	-0.69150101
chr4	1953806	1953974	WHSC1	787	0.47664839
chr4	1954446	1955293	WHSC1	5834	-0.05574635
chr4	1956856	1957108	WHSC1	1415	0.27845579
chr4	1957386	1957609	WHSC1	1223	0.085127852
chr4	1957676	1957930	WHSC1	1808	0.027321218
chr4	1959636	1959774	WHSC1	352	-1.1932019
chr4	1961176	1961487	WHSC1	1121	-0.80333967
chr4	1962726	1962915	WHSC1	691	-0.664444
chr4	1976556	1976774	WHSC1	1053	-0.29462942
chr4	1976986	1977163	WHSC1	1185	0.37056386
chr4	1978166	1978417	WHSC1	915	-0.47455157
chr4	1980341	1980661	WHSC1	1415	-0.1225574
chr4	25665737	25666790	SLC34A2_fus	6381	-0.22135924
chr4	25667087	25667723	SLC34A2_fus	4291	-0.098766942
chr4	25667732	25667993	SLC34A2_fus	1899	0.2653096
chr4	25677727	25678130	SLC34A2_fus	3274	0.60701751
chr4	25678157	25679424	SLC34A2_fus	9184	0.03593746
chr4	25679432	25680134	SLC34A2_fus	5636	0.055958316
chr4	25680322	25680734	SLC34A2_fus	3066	-0.093954338
chr4	25680737	25681015	SLC34A2_fus	2096	0.081632715
chr4	25681297	25681613	SLC34A2_fus	2755	0.23572252
chr4	25681907	25682529	SLC34A2_fus	3963	-0.41763945
chr4	25682817	25682889	SLC34A2_fus	178	-0.88797944
chr4	25683167	25683645	SLC34A2_fus	4374	0.20641818
chr4	25683707	25684338	SLC34A2_fus	3869	-0.45701843
chr4	25685237	25685511	SLC34A2_fus	1754	-0.17988828
chr4	25685812	25685889	SLC34A2_fus	417	0.054128462
chr4	25685892	25686240	SLC34A2_fus	2079	-0.30628728
chr4	25686777	25687095	SLC34A2_fus	1452	-0.69593592
chr4	25687412	25688072	SLC34A2_fus	5550	-0.018758765
chr4	25688372	25688503	SLC34A2_fus	984	0.39740152
chr4	25759122	25759199	SEL1L3	74	-2.3588983
chr4	39321985	39322046	MIR1273H	267	0.67555115
chr4	47901080	47901152	NFXL1	167	-0.99837624
chr4	47901170	47901235	NFXL1	185	0.17958394
chr4	55124886	55125029	PDGFRA	1916	1.2523354
chr4	55127231	55127622	PDGFRA	2277	-0.37872281
chr4	55129811	55130115	PDGFRA	2531	0.13271734
chr4	55131056	55131233	PDGFRA	1133	-0.057630821
chr4	55133431	55133644	PDGFRA	1565	0.16738357
chr4	55133696	55133937	PDGFRA	1527	-0.096168784
chr4	55136766	55136953	PDGFRA	956	-0.30981397
chr4	55138526	55138713	PDGFRA	903	-0.4089496
chr4	55139671	55139926	PDGFRA	1158	-0.4544998
chr4	55140661	55140810	PDGFRA	1258	0.57457514
chr4	55140976	55141165	PDGFRA	1164	-0.12522867
chr4	55143521	55143671	PDGFRA	1097	0.56578612
chr4	55144041	55144214	PDGFRA	793	-0.50259874
chr4	55144496	55144724	PDGFRA	3127	0.9965441
chr4	55146461	55146575	PDGFRA	542	-0.37388494
chr4	55146576	55146680	PDGFRA	533	-0.23650783
chr4	55147716	55148180	PDGFRA	2674	-0.52208202
chr4	55151506	55151679	PDGFRA	1520	0.31681689
chr4	55151986	55152174	PDGFRA	1071	-0.013322211
chr4	55153571	55153751	PDGFRA	1177	0.19960806
chr4	55154941	55155077	PDGFRA	1125	0.48551108
chr4	55155151	55155322	PDGFRA	1366	0.31702777
chr4	55156456	55156732	PDGFRA	1281	-0.46615386
chr4	55161256	55161469	PDGFRA	1093	-0.22320119
chr4	55524131	55524282	KIT	368	-0.24554732
chr4	55561646	55561972	KIT	2155	-0.17635395
chr4	55564416	55564773	KIT	2659	0.11731826
chr4	55565771	55565943	KIT	1444	0.2916933
chr4	55569861	55570074	KIT	1362	-0.1334862
chr4	55573241	55573478	KIT	1395	-0.1663405
chr4	55575566	55575736	KIT	918	-0.30307943
chr4	55589721	55589901	KIT	1189	0.089023067
chr4	55592001	55592232	KIT	1738	0.071798924
chr4	55593361	55593499	KIT	2091	1.1629678
chr4	55593551	55593724	KIT	1557	0.37749001
chr4	55593961	55594111	KIT	1176	0.5313874
chr4	55594151	55594327	KIT	1319	0.20847508
chr4	55595471	55595693	KIT	1359	-0.22028583
chr4	55597456	55597604	KIT	605	-0.48833453
chr4	55598001	55598206	BAT-25	1635	0.26276551
chr4	55598231	55598307	BAT-25	515	0.62627738
chr4	55599211	55599391	KIT	1001	-0.22298007
chr4	55602631	55602806	KIT	2037	0.74994743
chr4	55602856	55602999	KIT	1075	0.39634077
chr4	55603311	55603491	KIT	760	-0.54811756
chr4	55604566	55604756	KIT	1096	0.057486724
chr4	55946083	55946370	KDR	2460	0.44910595
chr4	55948093	55948226	KDR	1058	0.31085209
chr4	55948678	55948816	KDR	1232	0.42094376
chr4	55953748	55953960	KDR	1648	0.18013532
chr4	55955013	55955154	KDR	692	-0.16337147
chr4	55955513	55955660	KDR	1351	0.63713669
chr4	55955833	55955998	KDR	1206	0.25559891
chr4	55956093	55956272	KDR	1428	0.30057344
chr4	55958748	55958899	KDR	813	-0.024928704
chr4	55960933	55961141	KDR	1161	-0.084140784
chr4	55961713	55961862	KDR	972	0.2153799
chr4	55962373	55962551	KDR	787	-0.58316325
chr4	55963803	55963949	KDR	761	-0.15072937
chr4	55964278	55964453	KDR	1184	0.056095778
chr4	55964833	55965007	KDR	745	-0.59491045
chr4	55968038	55968218	KDR	1238	0.14223724
chr4	55968493	55968715	KDR	2002	0.3831143
chr4	55970783	55971179	KDR	2680	-0.17694864
chr4	55971973	55972140	KDR	1443	0.52205242
chr4	55972818	55973003	KDR	1281	0.1999604
chr4	55973873	55974081	KDR	2060	0.71636654
chr4	55976548	55976757	KDR	2024	0.4034264
chr4	55976798	55976934	KDR	1268	0.53666981
chr4	55979443	55979688	KDR	1839	0.13061609
chr4	55980258	55980441	KDR	1140	-0.05589354
chr4	55981018	55981220	KDR	1237	-0.16016778
chr4	55981413	55981594	KDR	848	-0.47630844
chr4	55984748	55984993	KDR	1964	0.19050677
chr4	55987238	55987373	KDR	879	0.18771342
chr4	55991348	55991496	KDR	456	0.092484223
chr4	66189808	66189948	EPHA5	1124	0.3249987
chr4	66196253	66197860	EPHA5	12425	0.37016207
chr4	66201623	66201869	EPHA5	2068	0.26003584
chr4	66213743	66213950	EPHA5	1846	0.31814138
chr4	66217078	66217332	EPHA5	1576	-0.16613774
chr4	66218718	66218859	EPHA5	902	0.16051009
chr4	66230713	66230948	EPHA5	2841	0.82229091
chr4	66231628	66231798	EPHA5	1278	0.14110088
chr4	66233048	66233199	EPHA5	1245	0.45903982
chr4	66242663	66242819	EPHA5	770	-0.2599083
chr4	66270063	66270215	EPHA5	787	-0.15074781
chr4	66279978	66280189	EPHA5	1785	0.25141898
chr4	66286128	66286310	EPHA5	2116	0.88129235
chr4	66356063	66356445	EPHA5	3200	0.23843731
chr4	66361073	66361298	EPHA5	1884	0.2768571
chr4	66467333	66468032	EPHA5	6868	0.20349099
chr4	66509033	66509175	EPHA5	767	-0.2666746
chr4	66535098	66535247	EPHA5	645	0.19577679
chr4	66535258	66535492	EPHA5	832	0.26587972
chr4	73930807	73930875	COX18	102	-0.69516106
chr4	74606198	74607488	IL8	10426	-0.029486131
chr4	74607518	74607757	IL8	2448	0.73631896
chr4	74607773	74607869	IL8	1839	2.5082615
chr4	74607873	74608147	IL8	3645	1.1875068
chr4	74608163	74608416	IL8	2772	1.0300038
chr4	74608418	74608829	IL8	3665	0.36715918
chr4	74608848	74609011	IL8	1301	1.1899736
chr4	74609058	74609440	IL8	3906	1.2223811
chr4	77669887	77669962	SHROOM3	127	-1.4805129
chr4	77669982	77670059	SHROOM3	138	-1.5666617
chr4	79205302	79205383	FRAS1	206	-1.285927
chr4	79205397	79205465	FRAS1	288	0.35815475
chr4	84519822	84519895	AGPAT9	108	-1.5902081
chr4	106155074	106159270	TET2	33859	1.3904424
chr4	106159304	106159450	TET2	1233	0.47676232
chr4	106159539	106159621	TET2	457	-0.19476062
chr4	106159659	106159869	TET2	1118	-0.45307628
chr4	106159914	106160057	TET2	1029	0.18062809
chr4	106160064	106160203	TET2	813	-0.17428646
chr4	106160274	106160374	TET2	416	0.15974123
chr4	106160464	106160569	TET2	601	-0.14372819
chr4	106160594	106160691	TET2	503	-0.16410121
chr4	106161084	106161248	TET2	1001	0.010071263
chr4	106161344	106162378	TET2	10152	0.47842291
chr4	106162379	106163105	TET2	6298	0.031915611
chr4	106163109	106163424	TET2	2865	0.24136188
chr4	106163449	106163947	TET2	5484	0.86611494
chr4	106163964	106164099	TET2	1874	1.0200772
chr4	106164699	106164950	TET2	1367	-0.033248153
chr4	106180744	106180954	TET2	1992	0.44050205
chr4	106182889	106183028	TET2	938	0.24746912
chr4	106190734	106190926	TET2	842	-0.4640002
chr4	106193694	106194110	TET2	2722	-0.23244874
chr4	106196169	106196286	TET2	1132	1.0392612
chr4	106196294	106197699	TET2	11685	0.10981038
chr4	142949903	142950511	INPP4B	5420	0.38311511
chr4	142950513	142951489	INPP4B	7179	-0.11985301
chr4	143003158	143003361	INPP4B	1355	-0.068730204
chr4	143007263	143007436	INPP4B	1746	0.74389892
chr4	143029218	143029355	INPP4B	1083	0.41835029
chr4	143033663	143033850	INPP4B	1377	0.12183877
chr4	143043253	143043428	INPP4B	1113	-0.099331406
chr4	143044423	143044593	INPP4B	1044	-0.15179176
chr4	143045708	143045922	INPP4B	1227	-0.065926134
chr4	143066968	143067180	INPP4B	2160	0.58721847
chr4	143081478	143081731	INPP4B	1554	-0.13302251
chr4	143094763	143094971	INPP4B	1982	0.42350836
chr4	143114213	143114395	INPP4B	1474	0.38278043
chr4	143123833	143123936	INPP4B	522	0.58491539
chr4	143129553	143129698	INPP4B	1328	0.6015149
chr4	143130018	143130198	INPP4B	1635	0.45846513
chr4	143158988	143159169	INPP4B	931	-0.12045092
chr4	143181608	143181737	INPP4B	695	-0.14476213
chr4	143191783	143191960	INPP4B	1485	0.36395131
chr4	143226578	143226712	INPP4B	986	0.19441518
chr4	143226823	143227136	INPP4B	1694	-0.19702944
chr4	143235808	143235954	INPP4B	904	0.062242388
chr4	143324068	143324239	INPP4B	1254	0.038108666
chr4	143326323	143326507	INPP4B	817	-0.30113857
chr4	143350273	143350404	INPP4B	555	0.26411458
chr4	143352283	143352428	INPP4B	1775	1.0422113
chr4	153244195	153244332	FBXW7	721	-0.34271733
chr4	153245305	153245588	FBXW7	2293	0.1294127
chr4	153247135	153247409	FBXW7	1879	-0.0049160259
chr4	153249330	153249573	FBXW7	2011	0.22064592
chr4	153250800	153250980	FBXW7	1084	-0.063650063
chr4	153251855	153252029	FBXW7	2311	0.95473226
chr4	153253725	153253899	FBXW7	1184	-0.031725951
chr4	153258920	153259106	FBXW7	1870	0.62895877
chr4	153268055	153268230	FBXW7	1859	0.72854594
chr4	153269790	153269978	FBXW7	654	-0.18022478
chr4	153271155	153271293	FBXW7	815	0.19535298
chr4	153273590	153274132	FBXW7	4131	-0.091355828
chr4	153303315	153303562	FBXW7	3102	0.7921239
chr4	153303570	153303667	FBXW7	1807	1.6607711
chr4	153332280	153332611	FBXW7	4048	0.94249006
chr4	153332615	153333032	FBXW7	6654	1.0523568
chr4	169923282	169923353	CBR4	167	-0.84622526
chr4	169923377	169923439	CBR4	186	0.18736129
chr4	176733368	176733462	GPM6A	162	-1.7054142
chr4	187083889	187083966	FAM149A	415	0.20450924
chr4	187083979	187084059	FAM149A	305	-0.41310139
chr4	187509714	187510390	FAT1	4857	0.030031521
chr4	187511459	187511574	FAT1	509	-0.49730263
chr4	187516809	187516996	FAT1	738	-0.49780829
chr4	187517664	187518370	FAT1	4902	-0.076431687
chr4	187518814	187518987	FAT1	1135	-0.044979552
chr4	187519104	187519305	FAT1	1112	-0.2160249
chr4	187521019	187521556	FAT1	3521	-0.18425841
chr4	187522394	187522607	FAT1	1269	-0.21344397
chr4	187524024	187524210	FAT1	1013	-0.015661737
chr4	187524304	187525142	FAT1	6884	0.05034116
chr4	187525509	187525753	FAT1	1577	-0.10396872
chr4	187527199	187527406	FAT1	1986	0.64864247
chr4	187530309	187530493	FAT1	1575	0.51891208
chr4	187530924	187531211	FAT1	1582	-0.3784738
chr4	187532509	187532582	FAT1	836	1.3056587
chr4	187532609	187532958	FAT1	2518	-0.12052614
chr4	187534239	187534511	FAT1	1953	0.259018
chr4	187535319	187535523	FAT1	1253	-0.16107054
chr4	187538129	187538377	FAT1	2299	0.32331472
chr4	187538839	187542961	FAT1	33629	1.4591499
chr4	187549279	187549525	FAT1	2052	0.41231623
chr4	187549609	187549944	FAT1	2497	-0.039117396
chr4	187554814	187554982	FAT1	1946	0.83876406
chr4	187557154	187557426	FAT1	1955	0.054264596
chr4	187557714	187558088	FAT1	4232	0.54470495
chr4	187560834	187560972	FAT1	838	0.23171859
chr4	187584424	187584780	FAT1	1818	-0.65113337
chr4	187627684	187631024	FAT1	26683	1.0805918
chr5	218430	218538	SDHA	78	-1.8704905
chr5	223560	223698	SDHA	895	0.038424573
chr5	224530	224608	SDHA	307	-0.32666367
chr5	225500	225714	SDHA	1137	0.2669922
chr5	225975	226186	SDHA	1252	-0.038060674
chr5	228285	228474	SDHA	1170	-0.050592753
chr5	230965	231141	SDHA	774	0.068357363
chr5	233565	233778	SDHA	1250	-0.066672686
chr5	235225	235475	SDHA	1809	0.57955815
chr5	236590	236723	SDHA	617	0.31734171
chr5	240440	240639	SDHA	559	-1.2329334
chr5	251085	251256	SDHA	911	-0.13841096
chr5	251430	251889	SDHA	2921	0.019916263
chr5	254475	254658	SDHA	787	-0.21425122
chr5	256415	256561	SDHA	932	0.20078702
chr5	1253852	1253968	TERT	260	-0.52253298
chr5	1254457	1254626	TERT	231	-1.0612564
chr5	1255377	1255560	TERT	506	-0.8076682
chr5	1258672	1258809	TERT	352	-0.79382089
chr5	1260557	1260740	TERT	528	-0.64383746
chr5	1264487	1264736	TERT	923	-0.1450117
chr5	1266537	1266676	TERT	479	-0.5448477
chr5	1268612	1268781	TERT	441	-0.35372109
chr5	1271262	1271369	TERT	112	-2.0023635
chr5	1272262	1272412	TERT	426	-0.086985236
chr5	1278722	1278951	TERT	1115	0.22515979
chr5	1279382	1279625	TERT	696	-0.073310054
chr5	1280237	1280497	TERT	908	-0.52127755
chr5	1282522	1282772	TERT	733	-1.0199234
chr5	1293402	1294815	TERT	3418	-0.49842245
chr5	1294862	1295148	TERT	264	-1.7527877
chr5	1295162	1295299	TERT	64	-2.5872753
chr5	7891325	7891399	MTRR	169	-0.17630912
chr5	7891415	7891477	MTRR	287	0.81310941
chr5	16762148	16762223	MYO10	203	-0.90402973
chr5	31405793	31405868	DROSHA	164	-0.9218898
chr5	31405888	31405959	DROSHA	135	-0.51935927
chr5	35857038	35857191	IL7R	1569	0.74532929
chr5	35860918	35861109	IL7R	1077	-0.26222487
chr5	35867373	35867580	IL7R	1131	-0.37437901
chr5	35871148	35871346	IL7R	1026	-0.37763423
chr5	35873548	35873769	IL7R	1451	-0.1447459
chr5	35874513	35874666	IL7R	1464	0.60128895
chr5	35875578	35875713	IL7R	631	-0.49001558
chr5	35876063	35876617	IL7R	3677	-0.26025333
chr5	37157963	37158033	C5orf42	164	-0.8495285
chr5	38942368	38942511	RICTOR	771	-0.21495435
chr5	38942913	38943082	RICTOR	744	-0.57213471
chr5	38944518	38944692	RICTOR	988	-0.15756605
chr5	38944988	38945162	RICTOR	1380	0.22956987
chr5	38945558	38945843	RICTOR	2199	0.01425004
chr5	38946538	38946669	RICTOR	867	0.089234343
chr5	38947343	38947583	RICTOR	1860	0.13157362
chr5	38949418	38949550	RICTOR	1532	0.87020405
chr5	38949783	38950841	RICTOR	11651	0.46116007
chr5	38952273	38952550	RICTOR	3442	0.7434971
chr5	38953063	38953230	RICTOR	1359	0.40121987
chr5	38953528	38953670	RICTOR	1080	0.40907141
chr5	38954848	38954984	RICTOR	1133	0.38093416
chr5	38955673	38955846	RICTOR	1701	0.53360597
chr5	38957718	38957852	RICTOR	1104	0.68849739
chr5	38958508	38958645	RICTOR	792	-0.089696137
chr5	38958743	38958950	RICTOR	1676	0.4722227
chr5	38959273	38959435	RICTOR	1034	0.043064271
chr5	38959853	38960098	RICTOR	2209	0.34076902
chr5	38960478	38960644	RICTOR	1232	0.22649786
chr5	38962358	38962513	RICTOR	1219	1.1896597
chr5	38962553	38962702	RICTOR	1369	0.81779275
chr5	38962953	38963156	RICTOR	2095	0.59414818
chr5	38964868	38965009	RICTOR	999	0.1002157
chr5	38966708	38966849	RICTOR	588	-0.28504762
chr5	38967223	38967359	RICTOR	940	0.58488541
chr5	38967413	38967548	RICTOR	1370	0.60157864
chr5	38968013	38968149	RICTOR	517	-0.79783351
chr5	38971943	38972079	RICTOR	944	0.27261826
chr5	38975598	38975743	RICTOR	1210	0.4364276
chr5	38978643	38978746	RICTOR	567	0.092165361
chr5	38981943	38982150	RICTOR	1770	0.28829732
chr5	38991028	38991199	RICTOR	860	-0.47405319
chr5	38996878	38997018	RICTOR	1384	0.71853598
chr5	39002613	39002783	RICTOR	1057	-0.13029756
chr5	39003618	39003752	RICTOR	768	-0.16729468
chr5	39021118	39021258	RICTOR	884	0.0924466
chr5	39074163	39074300	RICTOR	410	0.094899488
chr5	39074383	39074516	RICTOR	509	0.28109337
chr5	56111373	56111905	MAP3K1	897	-1.0698572
chr5	56112838	56112979	MAP3K1	669	0.15043278
chr5	56116193	56116680	MAP3K1	5174	0.56668534
chr5	56152403	56152608	MAP3K1	1343	-0.036579394
chr5	56155518	56155756	MAP3K1	1222	-0.37573343
chr5	56160528	56160784	MAP3K1	1811	0.029713086
chr5	56161143	56161304	MAP3K1	1468	0.59215869
chr5	56161633	56161834	MAP3K1	1579	0.22175862
chr5	56167713	56167894	MAP3K1	1332	0.2291742
chr5	56168433	56168579	MAP3K1	1299	0.97799011
chr5	56168628	56168866	MAP3K1	1916	0.19812071
chr5	56170828	56171157	MAP3K1	2516	0.19645603
chr5	56174783	56174958	MAP3K1	1107	-0.10712978
chr5	56176503	56176643	MAP3K1	1093	0.2710226
chr5	56176888	56177134	MAP3K1	3049	0.96724667
chr5	56177368	56177862	MAP3K1	4588	0.20950361
chr5	56177873	56178722	MAP3K1	5751	-0.30773564
chr5	56179328	56179535	MAP3K1	1570	0.094548062
chr5	56180468	56180676	MAP3K1	868	-0.72950896
chr5	56181733	56181903	MAP3K1	1189	0.035727064
chr5	56183183	56183354	MAP3K1	904	-0.36009005
chr5	56184028	56184200	MAP3K1	1191	-0.023860753
chr5	56189333	56189551	MAP3K1	1849	0.34374978
chr5	64629750	64629819	ADAMTS6	72	-1.2800561
chr5	67522471	67522862	PIK3R1	2170	-0.552734
chr5	67569181	67569336	PIK3R1	1354	0.55928852
chr5	67569721	67569878	PIK3R1	1083	0.18048732
chr5	67575406	67575571	PIK3R1	1685	0.67895881
chr5	67576346	67576588	PIK3R1	1747	0.034138898
chr5	67576711	67576869	PIK3R1	721	-0.16113936
chr5	67584226	67584508	PIK3R1	702	-0.3310874
chr5	67584516	67584613	PIK3R1	329	-0.75759211
chr5	67586431	67586692	PIK3R1	1393	-0.44300291
chr5	67588051	67588198	PIK3R1	1006	0.22882799
chr5	67588371	67588578	PIK3R1	1084	-0.47828176
chr5	67588901	67589039	PIK3R1	1007	0.10965216
chr5	67589106	67589342	PIK3R1	1766	0.61159492
chr5	67589501	67589688	PIK3R1	757	0.10778155
chr5	67590341	67590541	PIK3R1	1009	-0.19221237
chr5	67590951	67591195	PIK3R1	1697	0.01357815
chr5	67591206	67591345	PIK3R1	1503	0.72429575
chr5	67591966	67592193	PIK3R1	1225	-0.35545337
chr5	67593216	67593465	PIK3R1	1626	-0.081763149
chr5	68548246	68548321	CDK7	87	-1.7731507
chr5	72800017	72800092	BTF3	186	-0.5136734
chr5	72800107	72800172	BTF3	186	0.18736129
chr5	72853162	72853224	ANKRA2	373	0.4185964
chr5	72853252	72853320	ANKRA2	403	0.84286578
chr5	79921959	79922090	rs1650723	808	0.17407617
chr5	79950434	79950818	MSH3	848	-0.59761139
chr5	79951414	79951559	rs442767	674	-0.24113341
chr5	79952204	79952370	MSH3	1015	-0.066772137
chr5	79960934	79961215	MSH3	1691	-0.29636925
chr5	79965894	79966138	MSH3	1623	-0.088141423
chr5	79968039	79968209	MSH3	1443	0.32112196
chr5	79968534	79968697	MSH3	1186	0.20091642
chr5	79970779	79970977	MSH3	1358	0.32968485
chr5	79974724	79974945	MSH3	1508	0.10809653
chr5	80021249	80021422	MSH3	1048	-0.11942293
chr5	80024644	80024809	MSH3	1221	0.45124918
chr5	80037244	80037393	MSH3	470	-0.49401279
chr5	80040299	80040456	MSH3	632	-0.66970584
chr5	80057334	80057515	MSH3	1035	-0.19171618
chr5	80063729	80063968	MSH3	2103	0.33745285
chr5	80064629	80064834	MSH3	1451	0.31494444
chr5	80071474	80071599	MSH3	1088	1.3569803
chr5	80074509	80074688	MSH3	1218	0.025460382
chr5	80083359	80083527	MSH3	1484	0.45262185
chr5	80088519	80088699	MSH3	883	-0.034129187
chr5	80109379	80109592	MSH3	1216	-0.30902061
chr5	80149924	80150166	MSH3	1216	-0.47479365
chr5	80160609	80160792	MSH3	1413	0.24305158
chr5	80168899	80169127	MSH3	1448	-0.16346628
chr5	80171544	80171713	MSH3	574	-0.964138
chr5	96100950	96101026	CAST,ERAP1	92	-2.0624123
chr5	98216886	98216961	CHD1	345	0.65074789
chr5	98216971	98217036	CHD1	405	0.45604257
chr5	112043386	112043602	APC	1438	1.1820187
chr5	112073516	112073657	APC	374	-0.45346412
chr5	112074001	112074185	APC	1079	0.11720858
chr5	112090546	112090833	APC	2241	0.24186879
chr5	112101991	112102125	APC	508	-0.04430104
chr5	112102861	112103095	APC	2167	0.40750232
chr5	112111316	112111449	APC	576	-0.28158341
chr5	112116461	112116632	APC	1101	-0.10124926
chr5	112128111	112128242	APC	798	-0.058295271
chr5	112136946	112137089	APC	467	-0.92996979
chr5	112151161	112151304	APC	857	-0.1263303
chr5	112154641	112155056	APC	2934	-0.077902647
chr5	112157556	112157705	APC	1255	0.70097815
chr5	112162781	112162951	APC	1106	-0.092338245
chr5	112163591	112163726	APC	592	-0.58357628
chr5	112164531	112164696	APC	907	0.026203837
chr5	112170626	112170901	APC	2319	0.23191793
chr5	112173226	112179131	APC	42519	1.7147106
chr5	112179136	112179832	APC	5074	-0.19945692
chr5	115148760	115148830	CDO1	124	-0.4917025
chr5	122722286	122722362	CEP120	174	-1.1977202
chr5	122722386	122722457	CEP120	215	0.33561582
chr5	131892992	131893153	RAD50	1150	0.16757406
chr5	131894932	131895074	RAD50	753	-0.072412307
chr5	131911447	131911648	RAD50	1302	0.0069531889
chr5	131914987	131915227	RAD50	1870	0.17468747
chr5	131915532	131915770	RAD50	1303	-0.087315087
chr5	131923232	131923397	RAD50	594	-0.233223
chr5	131923592	131923794	RAD50	1170	-0.23653913
chr5	131924372	131924606	RAD50	1300	-0.31439854
chr5	131925297	131925541	RAD50	1061	-0.50951693
chr5	131926887	131927134	RAD50	1555	-0.18808479
chr5	131927547	131927762	RAD50	776	-0.64090386
chr5	131930532	131930739	RAD50	1232	-0.024927166
chr5	131931242	131931453	RAD50	1744	0.20263972
chr5	131931457	131931531	RAD50	687	1.0087627
chr5	131938967	131939205	RAD50	1627	0.058770065
chr5	131939587	131939756	RAD50	687	-0.65766846
chr5	131940472	131940714	RAD50	1345	-0.27967424
chr5	131944297	131944425	RAD50	422	-0.23735348
chr5	131944777	131944914	RAD50	556	0.11988712
chr5	131944942	131945130	RAD50	821	0.069553984
chr5	131951667	131951835	RAD50	665	0.062644144
chr5	131953727	131954010	RAD50	1708	0.043850294
chr5	131972772	131972922	RAD50	422	-1.0159319
chr5	131973742	131973954	RAD50	940	-0.60304079
chr5	131976342	131976522	RAD50	1457	0.38563232
chr5	131977847	131978091	RAD50	1806	0.079199009
chr5	132428422	132428502	HSPA4	121	-1.949839
chr5	132437532	132437599	HSPA4	148	-0.16134485
chr5	133642363	133642431	CDKL3	118	-0.51601201
chr5	139496328	139496397	PURA	169	0
chr5	139496418	139496492	PURA	273	-0.35872256
chr5	140907183	140907260	DIAPH1	149	-1.5019677
chr5	145649222	145649288	RBM27	44	-2.4588997
chr5	149433608	149433830	CSF1R	736	-0.52377291
chr5	149433863	149434042	CSF1R	551	-0.26835345
chr5	149434778	149434924	CSF1R	791	0.10328181
chr5	149435563	149435732	CSF1R	738	-0.091113488
chr5	149435758	149435931	CSF1R	827	-0.092048367
chr5	149436823	149436955	CSF1R	807	0.61144318
chr5	149437028	149437176	CSF1R	414	-0.67269513
chr5	149439238	149439447	CSF1R	985	-0.077739526
chr5	149440403	149440576	CSF1R	905	0.2556347
chr5	149441028	149441164	CSF1R	523	-0.16222032
chr5	149441253	149441437	CSF1R	1029	0.18152249
chr5	149447813	149447923	CSF1R	298	-0.65846485
chr5	149449408	149449665	CSF1R	1163	-0.033061389
chr5	149449768	149449902	CSF1R	615	0.012257224
chr5	149449993	149450167	CSF1R	932	0.45744276
chr5	149452828	149453098	CSF1R	1617	0.11278221
chr5	149456803	149457020	CSF1R	1416	0.16587952
chr5	149457653	149457830	CSF1R	660	-0.31640555
chr5	149459593	149459936	CSF1R	1461	-0.095256118
chr5	149460303	149460627	CSF1R	1734	0.056726353
chr5	149465888	149466038	CSF1R	446	-0.026498311
chr5	149495298	149495544	PDGFRB	1070	0.20984261
chr5	149497148	149497442	PDGFRB	841	-0.66506611
chr5	149498288	149498434	PDGFRB	571	-0.25944438
chr5	149499008	149499153	PDGFRB	444	-0.49728405
chr5	149499553	149499723	PDGFRB	591	-0.57999014
chr5	149500428	149500605	PDGFRB	798	-0.042101584
chr5	149500738	149500927	PDGFRB	680	-0.49222833
chr5	149501418	149501626	PDGFRB	1341	0.14461298
chr5	149502573	149502798	PDGFRB	1594	0.72332544
chr5	149503788	149503961	PDGFRB	757	0.16039768
chr5	149504258	149504418	PDGFRB	207	-1.7667048
chr5	149504978	149505164	PDGFRB	646	-0.37951157
chr5	149506048	149506210	PDGFRB	999	0.46297169
chr5	149509298	149509550	PDGFRB	798	-0.25015754
chr5	149510068	149510259	PDGFRB	654	-0.22191964
chr5	149511518	149511698	PDGFRB	525	-0.55835955
chr5	149512288	149512531	PDGFRB	961	0.10064293
chr5	149513123	149513337	PDGFRB	1144	0.090599984
chr5	149513413	149513595	PDGFRB	829	-0.096043649
chr5	149514278	149514609	PDGFRB	2719	0.33237097
chr5	149515083	149515477	PDGFRB	2146	-0.05297728
chr5	149516513	149516657	PDGFRB	419	-0.18683076
chr5	149782743	149783144	CD74_fus	2741	0.026330132
chr5	149783433	149783538	CD74_fus	922	0.51464964
chr5	149783548	149784366	CD74_fus	4031	-0.408045
chr5	154251132	154251200	CNOT8	53	-1.6418903
chr5	170221299	170221370	GABRP	305	0.080390598
chr5	170221394	170221471	GABRP	265	-0.60130929
chr5	170814984	170815055	NPM1	77	-1.0292555
