Chr	start	end	gene	depth	R-181108-995555-BLD-101100_BC_E18111102-16-DNA_F1811112948-6_L181111-00002-A4_20181113-C11_panel12_P181114419-3_sample20181114-A3-A00168-log2_ND
chr3	128202681	128202885	GATA2	1883	0.1548557
chr3	128204536	128205248	GATA2	6185	-0.49904395
chr3	128205611	128205900	GATA2	2140	-0.19738545
chr3	134514426	134514570	EPHB1	949	-0.31610475
chr3	134644616	134644764	EPHB1	1360	0.50253474
chr3	134670191	134670933	EPHB1	7355	-0.3825468
chr3	134825256	134825469	EPHB1	1744	-0.20556355
chr3	134851531	134851908	EPHB1	4297	0.057792009
chr3	134872971	134873154	EPHB1	1262	-0.34447234
chr3	134880831	134881044	EPHB1	2022	0.01899031
chr3	134884781	134884959	EPHB1	1949	0.27075334
chr3	134885741	134885880	EPHB1	1018	-0.24881834
chr3	134898671	134898849	EPHB1	1624	0.22187141
chr3	134911391	134911679	EPHB1	2729	-0.071419567
chr3	134920281	134920577	EPHB1	3123	0.057926161
chr3	134959956	134960174	EPHB1	1844	-0.14461587
chr3	134967126	134967386	EPHB1	2331	-0.06010417
chr3	134968156	134968370	EPHB1	2096	0.071939046
chr3	134977831	134977999	EPHB1	948	-0.4516396
chr3	138374203	138374378	PIK3CB	1666	0.73458437
chr3	138374958	138375135	PIK3CB	768	-0.53116397
chr3	138376498	138376709	PIK3CB	1344	1.0099192
chr3	138382713	138382901	PIK3CB	1317	-0.15134281
chr3	138383853	138384062	PIK3CB	690	-0.63564678
chr3	138400788	138400922	PIK3CB	161	-1.3219281
chr3	138402498	138402667	PIK3CB	380	0.69743108
chr3	138403433	138403672	PIK3CB	1290	0.0034242555
chr3	138407693	138407843	PIK3CB	624	-0.13634327
chr3	138409808	138410021	PIK3CB	495	-0.076409276
chr3	138413603	138413778	PIK3CB	1038	-0.46612858
chr3	138417723	138417957	PIK3CB	807	0.26450308
chr3	138423238	138423343	PIK3CB	164	-0.86067371
chr3	138425968	138426504	PIK3CB	522	-0.26016715
chr3	138431013	138431155	PIK3CB	78	-1.4303027
chr3	138433283	138433576	PIK3CB	549	-0.46545453
chr3	138452158	138452294	PIK3CB	100	-1.1591986
chr3	138453448	138453663	PIK3CB	527	0.11017567
chr3	138456523	138456759	PIK3CB	378	-0.99949102
chr3	138461368	138461655	PIK3CB	1044	0.85074101
chr3	138474588	138474830	PIK3CB	415	-0.65079814
chr3	138477988	138478214	PIK3CB	585	-1.2704209
chr3	138664403	138665591	FOXL2	9325	-0.485044
chr3	142168249	142168454	ATR	383	-0.60982702
chr3	142169274	142170442	ATR	7164	-0.39969587
chr3	142170599	142171250	ATR	2155	0.073585517
chr3	142171554	142172109	ATR	1253	0.21528394
chr3	142176424	142176624	ATR	444	-0.42903908
chr3	142177774	142177983	ATR	408	-0.24569867
chr3	142178034	142178261	ATR	633	-0.38409073
chr3	142180759	142180961	ATR	86	-0.55879831
chr3	142183914	142184118	ATR	91	-1.4135784
chr3	142185144	142185383	ATR	372	-1.033145
chr3	142186754	142186938	ATR	154	-0.96587422
chr3	142188154	142188424	ATR	660	-0.05081379
chr3	142188904	142189047	ATR	61	-1.1944452
chr3	142203949	142204162	ATR	1231	0.31170249
chr3	142211939	142212181	ATR	464	-0.1242442
chr3	142215169	142215398	ATR	1078	-0.76313465
chr3	142215829	142216080	ATR	618	-0.93834649
chr3	142217414	142217657	ATR	704	0.4046526
chr3	142218439	142218573	ATR	777	1.2976807
chr3	142222174	142222310	ATR	61	-1.0060315
chr3	142223954	142224169	ATR	1197	0.21422786
chr3	142226739	142226989	ATR	394	0.26017562
chr3	142231079	142231326	ATR	1174	0.13512512
chr3	142232319	142232507	ATR	142	-1.8244426
chr3	142234214	142234380	ATR	255	-0.093024537
chr3	142238489	142238668	ATR	894	0.54896116
chr3	142241539	142241693	ATR	174	-1.9898563
chr3	142242809	142243049	ATR	839	0.011800555
chr3	142253899	142254085	ATR	99	-1.756459
chr3	142254939	142255083	ATR	46	-0.78041331
chr3	142257299	142257505	ATR	421	-0.57405244
chr3	142259724	142259901	ATR	743	-0.169912
chr3	142261474	142261609	ATR	86	-1.6358554
chr3	142266544	142266778	ATR	495	-0.44099849
chr3	142268299	142268542	ATR	283	0.052325255
chr3	142268944	142269157	ATR	827	-0.070458322
chr3	142272034	142272246	ATR	864	-0.22933154
chr3	142272454	142272596	ATR	168	-0.57623722
chr3	142272644	142272887	ATR	113	-0.53302059
chr3	142274684	142274986	ATR	541	-0.37716782
chr3	142275199	142275412	ATR	556	-0.39336227
chr3	142277444	142277650	ATR	254	-0.24320951
chr3	142278069	142278306	ATR	459	-0.095758983
chr3	142279079	142279334	ATR	367	-0.39922698
chr3	142280059	142280264	ATR	719	-0.38827203
chr3	142281039	142281985	ATR	2901	0.38952277
chr3	142284929	142285111	ATR	480	-0.77927582
chr3	142286879	142287014	ATR	51	-0.78421966
chr3	142297434	142297591	ATR	936	-0.37379426
chr3	160253606	160253687	KPNA4	23	-2.3153612
chr3	167045713	167045785	ZBBX	316	1.9532835
chr3	169525427	169525504	LRRC34	71	-2.5134459
chr3	169525522	169525586	LRRC34	51	0.44956459
chr3	169940426	169940576	PRKCI	607	-0.79796795
chr3	169952996	169953179	PRKCI	654	-0.31108895
chr3	169977716	169977872	PRKCI	161	-0.94618695
chr3	169981121	169981261	PRKCI	915	1.7158551
chr3	169985671	169985803	PRKCI	628	0.041082859
chr3	169988186	169988357	PRKCI	809	-0.35258171
chr3	169991026	169991180	PRKCI	400	-1.2291759
chr3	169992986	169993126	PRKCI	65	-0.18812694
chr3	169997991	169998234	PRKCI	827	0.3903943
chr3	169998926	169999072	PRKCI	311	-0.52275096
chr3	169999631	169999775	PRKCI	432	0.48290235
chr3	170002241	170002408	PRKCI	114	-0.79795746
chr3	170009611	170009747	PRKCI	296	0.87555263
chr3	170011146	170011320	PRKCI	726	-0.18778526
chr3	170013666	170013798	PRKCI	289	2.097912
chr3	170015051	170015205	PRKCI	877	0.95175134
chr3	170016751	170016929	PRKCI	588	0.071001807
chr3	170020811	170020966	PRKCI	128	-0.69076166
chr3	178916584	178917005	PIK3CA	883	-0.44752383
chr3	178917454	178917695	PIK3CA	272	-0.22257323
chr3	178919044	178919358	PIK3CA	306	-0.4456052
chr3	178921304	178921594	PIK3CA	732	-0.23174641
chr3	178922259	178922391	PIK3CA	209	-0.2738956
chr3	178927359	178927501	PIK3CA	327	-0.038733991
chr3	178927964	178928132	PIK3CA	263	-0.45790696
chr3	178928194	178928375	PIK3CA	668	-0.64660495
chr3	178935989	178936159	PIK3CA	112	-1.7327778
chr3	178936939	178937084	PIK3CA	198	-0.58897099
chr3	178937334	178937536	PIK3CA	383	-0.11947586
chr3	178937704	178937854	PIK3CA	117	-0.021497168
chr3	178938749	178938954	PIK3CA	890	0.22839592
chr3	178941844	178942009	PIK3CA	436	-0.20128312
chr3	178942464	178942647	PIK3CA	122	-1.6379232
chr3	178943704	178943856	PIK3CA	210	0.21712573
chr3	178947034	178947244	PIK3CA	921	-0.20285014
chr3	178947764	178947937	PIK3CA	563	0.13118227
chr3	178947984	178948194	PIK3CA	473	1.355169
chr3	178951854	178952172	PIK3CA	1000	0.017108382
chr3	181430124	181430290	SOX2	1021	-0.20283337
chr3	181430339	181431136	SOX2	7207	-0.47661851
chr4	1795636	1795802	FGFR3	613	-0.94316611
chr4	1800951	1801284	FGFR3	2081	-0.48435024
chr4	1801426	1801565	FGFR3	769	-0.60684913
chr4	1803061	1803290	FGFR3	2380	0.40401881
chr4	1803316	1803492	FGFR3	2550	0.90754807
chr4	1803536	1803773	FGFR3	2207	0.22549704
chr4	1804611	1804825	FGFR3	1610	-0.26139984
chr4	1805396	1805574	FGFR3	2098	0.35515415
chr4	1806031	1806284	FGFR3	1807	-0.37203369
chr4	1806526	1806731	FGFR3	1549	-0.19894361
chr4	1807046	1807223	FGFR3	1597	0.036664954
chr4	1807251	1807431	FGFR3	2520	0.69105589
chr4	1807451	1807697	FGFR3	3327	0.80259561
chr4	1807751	1807922	FGFR3	2312	0.70677346
chr4	1807941	1808085	FGFR3	1779	0.58169702
chr4	1808241	1808428	FGFR3	1926	0.29627717
chr4	1808531	1808700	FGFR3	2530	0.89323229
chr4	1808821	1809019	FGFR3	2022	0.50727396
chr4	1902351	1903014	WHSC1	5814	-0.32805389
chr4	1905921	1906125	WHSC1	2296	0.96604159
chr4	1918576	1918787	WHSC1	815	-0.39625216
chr4	1919861	1920382	WHSC1	3460	-0.83925265
chr4	1932321	1932541	WHSC1	1604	-0.35744701
chr4	1936841	1937024	WHSC1	1107	-0.13728842
chr4	1940161	1940304	WHSC1	557	-1.064239
chr4	1941356	1941493	WHSC1	1028	0.88488664
chr4	1941516	1942843	WHSC1	12824	0.024508931
chr4	1942876	1947789	WHSC1	34857	1.8274935
chr4	1947801	1947967	WHSC1	494	2.2814403
chr4	1948281	1950586	WHSC1	21819	0.68225922
chr4	1952771	1952958	WHSC1	1276	-0.37212236
chr4	1953806	1953974	WHSC1	1860	0.44570564
chr4	1954446	1955293	WHSC1	9810	-0.15918442
chr4	1956856	1957108	WHSC1	2219	-0.084917902
chr4	1957386	1957609	WHSC1	1802	-0.23360717
chr4	1957676	1957930	WHSC1	2496	0.30934613
chr4	1959636	1959774	WHSC1	537	-1.0267107
chr4	1961176	1961487	WHSC1	2327	-0.41465266
chr4	1962726	1962915	WHSC1	1447	-0.13622937
chr4	1976556	1976774	WHSC1	1848	-0.14529766
chr4	1976986	1977163	WHSC1	2244	0.47508904
chr4	1978166	1978417	WHSC1	2104	-0.15956301
chr4	1980341	1980661	WHSC1	2930	-0.16258958
chr4	25665737	25666790	SLC34A2_fus	10867	-0.19025495
chr4	25667087	25667723	SLC34A2_fus	7313	-0.10185811
chr4	25667732	25667993	SLC34A2_fus	3294	0.41990602
chr4	25677727	25678130	SLC34A2_fus	6029	0.41093391
chr4	25678157	25679424	SLC34A2_fus	14088	-0.23938332
chr4	25679432	25680134	SLC34A2_fus	8468	0.016461766
chr4	25680322	25680734	SLC34A2_fus	3423	1.0142663
chr4	25680737	25681015	SLC34A2_fus	1296	1.1491203
chr4	25681297	25681613	SLC34A2_fus	3780	0.74004761
chr4	25681907	25682529	SLC34A2_fus	5783	-0.077367728
chr4	25682817	25682889	SLC34A2_fus	325	0.22711237
chr4	25683167	25683645	SLC34A2_fus	4849	0.60973825
chr4	25683707	25684338	SLC34A2_fus	4958	0.028407832
chr4	25685237	25685511	SLC34A2_fus	1994	0.69171977
chr4	25685812	25685889	SLC34A2_fus	462	0.94164576
chr4	25685892	25686240	SLC34A2_fus	2925	-0.062820861
chr4	25686777	25687095	SLC34A2_fus	2318	-0.30069008
chr4	25687412	25688072	SLC34A2_fus	6264	-0.017870427
chr4	25688372	25688503	SLC34A2_fus	1286	0.35563424
chr4	25759122	25759199	SEL1L3	158	0.45318873
chr4	39321985	39322046	MIR1273H	180	2.1553767
chr4	47901080	47901152	NFXL1	124	-1.4901372
chr4	47901170	47901235	NFXL1	51	0.44956459
chr4	55124886	55125029	PDGFRA	2296	0.97245999
chr4	55127231	55127622	PDGFRA	3131	-0.36657684
chr4	55129811	55130115	PDGFRA	2331	-0.011902396
chr4	55131056	55131233	PDGFRA	1044	0.31208365
chr4	55133431	55133644	PDGFRA	1920	0.11637284
chr4	55133696	55133937	PDGFRA	1735	0.20823529
chr4	55136766	55136953	PDGFRA	418	0.46441215
chr4	55138526	55138713	PDGFRA	1177	-0.21759317
chr4	55139671	55139926	PDGFRA	1914	-0.32396219
chr4	55140661	55140810	PDGFRA	1808	0.95162667
chr4	55140976	55141165	PDGFRA	1324	0.066916982
chr4	55143521	55143671	PDGFRA	1608	0.4221595
chr4	55144041	55144214	PDGFRA	983	-0.45301788
chr4	55144496	55144724	PDGFRA	3755	1.2921444
chr4	55146461	55146575	PDGFRA	415	1.034143
chr4	55146576	55146680	PDGFRA	391	0.33257534
chr4	55147716	55148180	PDGFRA	2470	-0.079870443
chr4	55151506	55151679	PDGFRA	1568	1.6156942
chr4	55151986	55152174	PDGFRA	1574	-0.021504535
chr4	55153571	55153751	PDGFRA	1696	0.18617848
chr4	55154941	55155077	PDGFRA	1799	0.72777572
chr4	55155151	55155322	PDGFRA	2474	0.89451294
chr4	55156456	55156732	PDGFRA	1761	-0.44912913
chr4	55161256	55161469	PDGFRA	1609	-0.29931942
chr4	55524131	55524282	KIT	971	-0.23390236
chr4	55561646	55561972	KIT	2859	0.04431331
chr4	55564416	55564773	KIT	3502	-0.11158799
chr4	55565771	55565943	KIT	1134	0.16995127
chr4	55569861	55570074	KIT	493	-0.35202325
chr4	55573241	55573478	KIT	367	-0.27293626
chr4	55575566	55575736	KIT	708	0.92747288
chr4	55589721	55589901	KIT	1240	0.079300811
chr4	55592001	55592232	KIT	1508	0.62257949
chr4	55593361	55593499	KIT	1622	1.4448888
chr4	55593551	55593724	KIT	951	0.58268212
chr4	55593961	55594111	KIT	1542	0.50895881
chr4	55594151	55594327	KIT	1357	0.20924595
chr4	55595471	55595693	KIT	590	0.28502769
chr4	55597456	55597604	KIT	566	-0.60361408
chr4	55598001	55598206	BAT-25	1641	0.36590268
chr4	55598231	55598307	BAT-25	343	1.8943665
chr4	55599211	55599391	KIT	315	-1.3217226
chr4	55602631	55602806	KIT	1924	1.2840461
chr4	55602856	55602999	KIT	1069	-0.10128905
chr4	55603311	55603491	KIT	937	-0.32339861
chr4	55604566	55604756	KIT	1551	-0.089461145
chr4	55946083	55946370	KDR	3623	0.36735179
chr4	55948093	55948226	KDR	484	0.22572577
chr4	55948678	55948816	KDR	592	0.55683818
chr4	55953748	55953960	KDR	1819	0.3198165
chr4	55955013	55955154	KDR	809	-0.56166018
chr4	55955513	55955660	KDR	734	0.65078498
chr4	55955833	55955998	KDR	1028	0.19696791
chr4	55956093	55956272	KDR	1593	0.88015328
chr4	55958748	55958899	KDR	807	-0.41006391
chr4	55960933	55961141	KDR	1463	-0.35719436
chr4	55961713	55961862	KDR	851	-0.27113151
chr4	55962373	55962551	KDR	904	-0.44439364
chr4	55963803	55963949	KDR	849	-0.021389779
chr4	55964278	55964453	KDR	1247	-0.10025787
chr4	55964833	55965007	KDR	721	-0.58111002
chr4	55968038	55968218	KDR	1453	0.12238214
chr4	55968493	55968715	KDR	1964	0.40652672
chr4	55970783	55971179	KDR	3263	-0.20401468
chr4	55971973	55972140	KDR	1887	0.56244433
chr4	55972818	55973003	KDR	219	-0.32128035
chr4	55973873	55974081	KDR	2177	0.17112664
chr4	55976548	55976757	KDR	1872	1.0951116
chr4	55976798	55976934	KDR	1306	0.38599138
chr4	55979443	55979688	KDR	1572	0.18014201
chr4	55980258	55980441	KDR	728	0.047869708
chr4	55981018	55981220	KDR	354	-0.89221598
chr4	55981413	55981594	KDR	516	-0.010833307
chr4	55984748	55984993	KDR	2399	0.38329873
chr4	55987238	55987373	KDR	160	-0.20013961
chr4	55991348	55991496	KDR	869	-0.41427743
chr4	66189808	66189948	EPHA5	660	-0.50225297
chr4	66196253	66197860	EPHA5	3528	0.80524726
chr4	66201623	66201869	EPHA5	1487	-0.34696735
chr4	66213743	66213950	EPHA5	840	0.1942357
chr4	66217078	66217332	EPHA5	1059	-0.71698132
chr4	66218718	66218859	EPHA5	145	-0.3557257
chr4	66230713	66230948	EPHA5	469	-0.23869594
chr4	66231628	66231798	EPHA5	363	-0.39362894
chr4	66233048	66233199	EPHA5	470	0.29105737
chr4	66242663	66242819	EPHA5	543	-1.1198998
chr4	66270063	66270215	EPHA5	770	-0.56170334
chr4	66279978	66280189	EPHA5	1351	0.31861761
chr4	66286128	66286310	EPHA5	345	-0.058365463
chr4	66356063	66356445	EPHA5	3185	-0.28303026
chr4	66361073	66361298	EPHA5	1270	-0.47278892
chr4	66467333	66468032	EPHA5	5527	-0.21075403
chr4	66509033	66509175	EPHA5	216	-0.41031509
chr4	66535098	66535247	EPHA5	1120	-0.13918675
chr4	66535258	66535492	EPHA5	1377	-0.41911259
chr4	73930807	73930875	COX18	25	-0.64674917
chr4	74606198	74607488	IL8	3719	0.12540729
chr4	74607518	74607757	IL8	400	0.26188359
chr4	74607773	74607869	IL8	302	2.4962913
chr4	74607873	74608147	IL8	368	0.25613236
chr4	74608163	74608416	IL8	318	0.45897569
chr4	74608418	74608829	IL8	905	0.39783642
chr4	74608848	74609011	IL8	33	-1.2670922
chr4	74609058	74609440	IL8	234	-0.071040104
chr4	77669887	77669962	SHROOM3	180	-1.3106184
chr4	77669982	77670059	SHROOM3	220	-1.1438126
chr4	79205302	79205383	FRAS1	95	-2.0730082
chr4	79205397	79205465	FRAS1	164	1.311569
chr4	84519822	84519895	AGPAT9	84	-2.4498984
chr4	106155074	106159270	TET2	27695	1.5149577
chr4	106159304	106159450	TET2	629	0.30836407
chr4	106159539	106159621	TET2	243	-0.68366519
chr4	106159659	106159869	TET2	577	-0.6174252
chr4	106159914	106160057	TET2	528	0.48734684
chr4	106160064	106160203	TET2	500	-0.023066837
chr4	106160274	106160374	TET2	237	1.953425
chr4	106160464	106160569	TET2	521	0.23599429
chr4	106160594	106160691	TET2	469	0.25347917
chr4	106161084	106161248	TET2	913	-0.13593262
chr4	106161344	106162378	TET2	3130	0.79700245
chr4	106162379	106163105	TET2	2970	-0.12508381
chr4	106163109	106163424	TET2	785	-0.11998824
chr4	106163449	106163947	TET2	917	0.67796181
chr4	106163964	106164099	TET2	534	-0.043048202
chr4	106164699	106164950	TET2	1976	-0.2518873
chr4	106180744	106180954	TET2	1157	-0.1860416
chr4	106182889	106183028	TET2	73	-1.1114977
chr4	106190734	106190926	TET2	739	-1.0698998
chr4	106193694	106194110	TET2	2960	-0.097997729
chr4	106196169	106196286	TET2	1725	0.76360016
chr4	106196294	106197699	TET2	13329	-0.13579039
chr4	142949903	142950511	INPP4B	1359	0.69138516
chr4	142950513	142951489	INPP4B	2448	-0.018863174
chr4	143003158	143003361	INPP4B	902	0.24166684
chr4	143007263	143007436	INPP4B	890	2.0161053
chr4	143029218	143029355	INPP4B	184	0.099269564
chr4	143033663	143033850	INPP4B	414	-0.97283068
chr4	143043253	143043428	INPP4B	895	0.4348194
chr4	143044423	143044593	INPP4B	338	-0.48919571
chr4	143045708	143045922	INPP4B	1206	-0.68912622
chr4	143066968	143067180	INPP4B	1382	0.13798164
chr4	143081478	143081731	INPP4B	1200	-0.84867062
chr4	143094763	143094971	INPP4B	838	0.29886081
chr4	143114213	143114395	INPP4B	819	-0.15797991
chr4	143123833	143123936	INPP4B	341	2.6662381
chr4	143129553	143129698	INPP4B	146	-0.81592081
chr4	143130018	143130198	INPP4B	274	-1.2863245
chr4	143158988	143159169	INPP4B	70	-1.830075
chr4	143181608	143181737	INPP4B	298	0.49019028
chr4	143191783	143191960	INPP4B	1561	0.38848374
chr4	143226578	143226712	INPP4B	493	-0.36246013
chr4	143226823	143227136	INPP4B	190	-0.93731812
chr4	143235808	143235954	INPP4B	1006	0.56944224
chr4	143324068	143324239	INPP4B	875	0.17779752
chr4	143326323	143326507	INPP4B	1274	-0.29402349
chr4	143350273	143350404	INPP4B	49	-0.48386172
chr4	143352283	143352428	INPP4B	1026	-0.050198894
chr4	153244195	153244332	FBXW7	473	0.34331793
chr4	153245305	153245588	FBXW7	1190	0.31407246
chr4	153247135	153247409	FBXW7	1517	-0.24109648
chr4	153249330	153249573	FBXW7	869	-0.21550688
chr4	153250800	153250980	FBXW7	168	-0.92375934
chr4	153251855	153252029	FBXW7	537	-0.16059406
chr4	153253725	153253899	FBXW7	385	-1.0386964
chr4	153258920	153259106	FBXW7	304	-0.49325047
chr4	153268055	153268230	FBXW7	1812	0.42748982
chr4	153269790	153269978	FBXW7	42	-1.363853
chr4	153271155	153271293	FBXW7	54	-1.265592
chr4	153273590	153274132	FBXW7	4109	-0.26906566
chr4	153303315	153303562	FBXW7	1389	0.80088799
chr4	153303570	153303667	FBXW7	898	1.7745243
chr4	153332280	153332611	FBXW7	1945	2.1988751
chr4	153332615	153333032	FBXW7	5034	0.41855819
chr4	169923282	169923353	CBR4	108	-1.982985
chr4	169923377	169923439	CBR4	88	1.2541997
chr4	176733368	176733462	GPM6A	219	0.36722118
chr4	187083889	187083966	FAM149A	818	0.2543774
chr4	187083979	187084059	FAM149A	638	2.7380559
chr4	187509714	187510390	FAT1	7023	-0.25615753
chr4	187511459	187511574	FAT1	842	0.047235531
chr4	187516809	187516996	FAT1	1012	-0.7020541
chr4	187517664	187518370	FAT1	7774	-0.20139182
chr4	187518814	187518987	FAT1	950	0.10274136
chr4	187519104	187519305	FAT1	1213	0.043190546
chr4	187521019	187521556	FAT1	5220	-0.27480866
chr4	187522394	187522607	FAT1	1243	0.16006178
chr4	187524024	187524210	FAT1	1309	-0.31698209
chr4	187524304	187525142	FAT1	9171	-0.083059827
chr4	187525509	187525753	FAT1	1784	0.34561816
chr4	187527199	187527406	FAT1	2610	0.49447015
chr4	187530309	187530493	FAT1	2101	0.64119006
chr4	187530924	187531211	FAT1	1613	-0.26178148
chr4	187532509	187532582	FAT1	525	0.94997521
chr4	187532609	187532958	FAT1	2263	0.18719647
chr4	187534239	187534511	FAT1	2634	0.085983394
chr4	187535319	187535523	FAT1	802	0.30357967
chr4	187538129	187538377	FAT1	1042	-0.019023012
chr4	187538839	187542961	FAT1	37654	1.5515665
chr4	187549279	187549525	FAT1	2409	0.15707778
chr4	187549609	187549944	FAT1	2106	0.070786498
chr4	187554814	187554982	FAT1	1826	0.7242482
chr4	187557154	187557426	FAT1	2197	0.27615584
chr4	187557714	187558088	FAT1	4515	0.78846685
chr4	187560834	187560972	FAT1	292	1.1573454
chr4	187584424	187584780	FAT1	1503	-0.34502368
chr4	187627684	187631024	FAT1	34097	1.1997749
chr5	218430	218538	SDHA	234	-1.7665083
chr5	223560	223698	SDHA	732	-0.45953322
chr5	224530	224608	SDHA	615	-0.20953168
chr5	225500	225714	SDHA	1527	-0.37903926
chr5	225975	226186	SDHA	1782	-0.15602644
chr5	228285	228474	SDHA	1343	0.15398836
chr5	230965	231141	SDHA	1459	-0.12477617
chr5	233565	233778	SDHA	1954	0.089688179
chr5	235225	235475	SDHA	2504	0.092664124
chr5	236590	236723	SDHA	1127	-0.01274257
chr5	240440	240639	SDHA	564	-0.87925394
chr5	251085	251256	SDHA	1281	-0.20704651
chr5	251430	251889	SDHA	4625	-0.15699093
chr5	254475	254658	SDHA	1399	-0.21157793
chr5	256415	256561	SDHA	1079	-0.1025853
chr5	1253852	1253968	TERT	784	-0.31774329
chr5	1254457	1254626	TERT	770	-0.68233091
chr5	1255377	1255560	TERT	1347	-0.25680444
chr5	1258672	1258809	TERT	852	-0.50608171
chr5	1260557	1260740	TERT	1286	-0.31549894
chr5	1264487	1264736	TERT	2142	-0.086371928
chr5	1266537	1266676	TERT	1164	-0.029982171
chr5	1268612	1268781	TERT	978	-0.48137733
chr5	1271262	1271369	TERT	320	-1.5370524
chr5	1272262	1272412	TERT	1113	-0.074527239
chr5	1278722	1278951	TERT	2541	0.2719403
chr5	1279382	1279625	TERT	1864	-0.0038327103
chr5	1280237	1280497	TERT	2123	-0.21067731
chr5	1282522	1282772	TERT	1832	-0.33811875
chr5	1293402	1294815	TERT	9093	-0.70336384
chr5	1294862	1295148	TERT	801	-1.5390199
chr5	1295162	1295299	TERT	176	-2.5320902
chr5	7891325	7891399	MTRR	29	-0.47279802
chr5	7891415	7891477	MTRR	48	0.34829595
chr5	16762148	16762223	MYO10	248	-0.13181765
chr5	31405793	31405868	DROSHA	89	-0.14216429
chr5	31405888	31405959	DROSHA	94	0.98541717
chr5	35857038	35857191	IL7R	738	0.71847533
chr5	35860918	35861109	IL7R	942	-0.44161343
chr5	35867373	35867580	IL7R	446	-0.35149274
chr5	35871148	35871346	IL7R	783	0.6016786
chr5	35873548	35873769	IL7R	1509	0.45010479
chr5	35874513	35874666	IL7R	1785	1.6120015
chr5	35875578	35875713	IL7R	638	0.55008151
chr5	35876063	35876617	IL7R	4885	-0.33851736
chr5	37157963	37158033	C5orf42	91	-1.7815974
chr5	38942368	38942511	RICTOR	541	0.76874662
chr5	38942913	38943082	RICTOR	288	-0.08747979
chr5	38944518	38944692	RICTOR	141	-0.91438014
chr5	38944988	38945162	RICTOR	680	-0.33757889
chr5	38945558	38945843	RICTOR	924	-0.31361531
chr5	38946538	38946669	RICTOR	156	-1.3249234
chr5	38947343	38947583	RICTOR	814	0.59730604
chr5	38949418	38949550	RICTOR	394	0.19674109
chr5	38949783	38950841	RICTOR	6602	0.47124082
chr5	38952273	38952550	RICTOR	1663	0.34206426
chr5	38953063	38953230	RICTOR	209	-0.3270647
chr5	38953528	38953670	RICTOR	115	-0.64030176
chr5	38954848	38954984	RICTOR	149	-0.57633287
chr5	38955673	38955846	RICTOR	589	0.35786932
chr5	38957718	38957852	RICTOR	91	-0.49340241
chr5	38958508	38958645	RICTOR	204	0.045772717
chr5	38958743	38958950	RICTOR	267	0.164336
chr5	38959273	38959435	RICTOR	47	-2.5427445
chr5	38959853	38960098	RICTOR	370	-0.5637955
chr5	38960478	38960644	RICTOR	681	0.30513229
chr5	38962358	38962513	RICTOR	34	-1.1759198
chr5	38962553	38962702	RICTOR	59	-1.7482602
chr5	38962953	38963156	RICTOR	578	-0.093722045
chr5	38964868	38965009	RICTOR	81	-2.5848012
chr5	38966708	38966849	RICTOR	56	-1.2395022
chr5	38967223	38967359	RICTOR	356	1.8387956
chr5	38967413	38967548	RICTOR	625	0.33385334
chr5	38968013	38968149	RICTOR	38	-2.6927352
chr5	38971943	38972079	RICTOR	74	-1.1004019
chr5	38975598	38975743	RICTOR	480	-1.0190374
chr5	38978643	38978746	RICTOR	57	-1.1178591
chr5	38981943	38982150	RICTOR	505	-0.43706418
chr5	38991028	38991199	RICTOR	71	-2.8984643
chr5	38996878	38997018	RICTOR	115	-0.79107365
chr5	39002613	39002783	RICTOR	607	0.34809803
chr5	39003618	39003752	RICTOR	52	-3.0281785
chr5	39021118	39021258	RICTOR	145	-0.48156986
chr5	39074163	39074300	RICTOR	1111	0.14241004
chr5	39074383	39074516	RICTOR	1237	0.23828646
chr5	56111373	56111905	MAP3K1	1982	-1.5099708
chr5	56112838	56112979	MAP3K1	1062	-0.19036388
chr5	56116193	56116680	MAP3K1	1276	0.53641457
chr5	56152403	56152608	MAP3K1	820	-0.87287587
chr5	56155518	56155756	MAP3K1	1078	-0.7848427
chr5	56160528	56160784	MAP3K1	1629	-0.31125187
chr5	56161143	56161304	MAP3K1	281	0.13173149
chr5	56161633	56161834	MAP3K1	422	-0.030141388
chr5	56167713	56167894	MAP3K1	701	-0.43019722
chr5	56168433	56168579	MAP3K1	187	0.54963734
chr5	56168628	56168866	MAP3K1	900	-0.36477278
chr5	56170828	56171157	MAP3K1	2388	-0.50936802
chr5	56174783	56174958	MAP3K1	560	-0.20699426
chr5	56176503	56176643	MAP3K1	523	-0.37943677
chr5	56176888	56177134	MAP3K1	607	0.93223393
chr5	56177368	56177862	MAP3K1	3873	-0.041972716
chr5	56177873	56178722	MAP3K1	5534	-0.14581272
chr5	56179328	56179535	MAP3K1	587	-0.18587956
chr5	56180468	56180676	MAP3K1	140	-1.9798893
chr5	56181733	56181903	MAP3K1	434	-0.012195297
chr5	56183183	56183354	MAP3K1	759	-0.7234572
chr5	56184028	56184200	MAP3K1	372	-0.019284237
chr5	56189333	56189551	MAP3K1	1784	0.32111964
chr5	64629750	64629819	ADAMTS6	15	-1.5148331
chr5	67522471	67522862	PIK3R1	2395	-0.50772789
chr5	67569181	67569336	PIK3R1	1276	0.2138455
chr5	67569721	67569878	PIK3R1	1229	0.3125982
chr5	67575406	67575571	PIK3R1	1672	1.3175195
chr5	67576346	67576588	PIK3R1	1030	0.57571284
chr5	67576711	67576869	PIK3R1	171	0.14228509
