Chr	start	end	gene	depth	R-181105-501025-BLD-485154_BC_E18110806-2-DNA_F1811082897-14_L181108-00003-A3_20181110-C8_panel12_P181110411-2_sample20181110-nextseq-TPNB500304-log2_ND
chr3	124456665	124456807	rs1801019	1093	0.0033907559
chr3	128199826	128200118	GATA2	3315	0.34994821
chr3	128200126	128200197	GATA2	1578	1.5878523
chr3	128200636	128200809	GATA2	1872	0.47952371
chr3	128202681	128202885	GATA2	1871	0.28275344
chr3	128204536	128205248	GATA2	5722	-0.40195975
chr3	128205611	128205900	GATA2	1970	-0.13460774
chr3	134514426	134514570	EPHB1	805	-0.34283469
chr3	134644616	134644764	EPHB1	1353	0.38345795
chr3	134670191	134670933	EPHB1	7304	-0.37895223
chr3	134825256	134825469	EPHB1	1762	-0.14135377
chr3	134851531	134851908	EPHB1	3771	-0.0098484476
chr3	134872971	134873154	EPHB1	1301	-0.25093211
chr3	134880831	134881044	EPHB1	1940	0.010524314
chr3	134884781	134884959	EPHB1	1840	0.25636688
chr3	134885741	134885880	EPHB1	999	-0.19023801
chr3	134898671	134898849	EPHB1	1921	0.36485431
chr3	134911391	134911679	EPHB1	2621	-0.16056241
chr3	134920281	134920577	EPHB1	3123	0.052442604
chr3	134959956	134960174	EPHB1	1953	-0.052705411
chr3	134967126	134967386	EPHB1	2321	-0.048959294
chr3	134968156	134968370	EPHB1	1939	0.049634111
chr3	134977831	134977999	EPHB1	1061	-0.38258512
chr3	138374203	138374378	PIK3CB	1923	0.79525553
chr3	138374958	138375135	PIK3CB	765	-0.69105384
chr3	138376498	138376709	PIK3CB	1484	0.9106747
chr3	138382713	138382901	PIK3CB	1462	-0.076101762
chr3	138383853	138384062	PIK3CB	769	-0.69147165
chr3	138400788	138400922	PIK3CB	190	-1.2722864
chr3	138402498	138402667	PIK3CB	438	0.69204745
chr3	138403433	138403672	PIK3CB	1614	0.099895511
chr3	138407693	138407843	PIK3CB	805	0.082362676
chr3	138409808	138410021	PIK3CB	588	-0.044072019
chr3	138413603	138413778	PIK3CB	1269	-0.23129622
chr3	138417723	138417957	PIK3CB	889	0.18682129
chr3	138423238	138423343	PIK3CB	197	-0.64191323
chr3	138425968	138426504	PIK3CB	668	0.037163349
chr3	138431013	138431155	PIK3CB	103	-1.2555562
chr3	138433283	138433576	PIK3CB	718	-0.32659561
chr3	138452158	138452294	PIK3CB	137	-0.88404794
chr3	138453448	138453663	PIK3CB	583	0.01633648
chr3	138456523	138456759	PIK3CB	373	-1.2492828
chr3	138461368	138461655	PIK3CB	1187	0.79363383
chr3	138474588	138474830	PIK3CB	492	-0.65278014
chr3	138477988	138478214	PIK3CB	673	-1.2207444
chr3	138664403	138665591	FOXL2	7769	-0.59387626
chr3	142168249	142168454	ATR	439	-0.65465456
chr3	142169274	142170442	ATR	8044	-0.43829543
chr3	142170599	142171250	ATR	2455	0.070588127
chr3	142171554	142172109	ATR	1510	0.32260307
chr3	142176424	142176624	ATR	542	-0.40926045
chr3	142177774	142177983	ATR	521	-0.1409324
chr3	142178034	142178261	ATR	803	-0.29186366
chr3	142180759	142180961	ATR	118	-0.19230542
chr3	142183914	142184118	ATR	99	-1.5185955
chr3	142185144	142185383	ATR	505	-0.82768368
chr3	142186754	142186938	ATR	160	-1.1220341
chr3	142188154	142188424	ATR	737	-0.13276864
chr3	142188904	142189047	ATR	96	-0.6863516
chr3	142203949	142204162	ATR	1405	0.33213303
chr3	142211939	142212181	ATR	581	-0.064337743
chr3	142215169	142215398	ATR	1101	-0.85262251
chr3	142215829	142216080	ATR	775	-0.83207337
chr3	142217414	142217657	ATR	833	0.39681202
chr3	142218439	142218573	ATR	776	1.1148841
chr3	142222174	142222310	ATR	81	-0.74424089
chr3	142223954	142224169	ATR	1460	0.31115753
chr3	142226739	142226989	ATR	490	0.3670835
chr3	142231079	142231326	ATR	1326	0.060576775
chr3	142232319	142232507	ATR	213	-1.4337785
chr3	142234214	142234380	ATR	310	0.018529503
chr3	142238489	142238668	ATR	1027	0.48567147
chr3	142241539	142241693	ATR	214	-1.8653117
chr3	142242809	142243049	ATR	997	0.0029252249
chr3	142253899	142254085	ATR	152	-1.36383
chr3	142254939	142255083	ATR	56	-0.44432424
chr3	142257299	142257505	ATR	483	-0.62641777
chr3	142259724	142259901	ATR	846	-0.16634517
chr3	142261474	142261609	ATR	95	-1.690425
chr3	142266544	142266778	ATR	615	-0.34497294
chr3	142268299	142268542	ATR	319	0.025419725
chr3	142268944	142269157	ATR	930	-0.088705675
chr3	142272034	142272246	ATR	993	-0.21840797
chr3	142272454	142272596	ATR	197	-0.55369326
chr3	142272644	142272887	ATR	169	-0.060394537
chr3	142274684	142274986	ATR	657	-0.34191149
chr3	142275199	142275412	ATR	701	-0.3089854
chr3	142277444	142277650	ATR	300	-0.23025086
chr3	142278069	142278306	ATR	640	0.12882873
chr3	142279079	142279334	ATR	454	-0.35456205
chr3	142280059	142280264	ATR	903	-0.27640186
chr3	142281039	142281985	ATR	3571	0.52047119
chr3	142284929	142285111	ATR	589	-0.67591392
chr3	142286879	142287014	ATR	73	-0.27117223
chr3	142297434	142297591	ATR	839	-0.3413589
chr3	160253606	160253687	KPNA4	23	-2.3375249
chr3	167045713	167045785	ZBBX	264	1.815919
chr3	169525427	169525504	LRRC34	72	-2.4614613
chr3	169525522	169525586	LRRC34	50	0.69632361
chr3	169940426	169940576	PRKCI	380	-1.2525732
chr3	169952996	169953179	PRKCI	637	-0.55394671
chr3	169977716	169977872	PRKCI	167	-1.1071264
chr3	169981121	169981261	PRKCI	974	1.5666246
chr3	169985671	169985803	PRKCI	712	0.076972803
chr3	169988186	169988357	PRKCI	675	-0.84394394
chr3	169991026	169991180	PRKCI	467	-1.1457344
chr3	169992986	169993126	PRKCI	73	-0.056461069
chr3	169997991	169998234	PRKCI	834	0.18569878
chr3	169998926	169999072	PRKCI	349	-0.5563734
chr3	169999631	169999775	PRKCI	483	0.46737636
chr3	170002241	170002408	PRKCI	136	-0.72133389
chr3	170009611	170009747	PRKCI	305	0.75125472
chr3	170011146	170011320	PRKCI	939	0.0086339131
chr3	170013666	170013798	PRKCI	268	2.0111837
chr3	170015051	170015205	PRKCI	852	0.70269296
chr3	170016751	170016929	PRKCI	690	0.07816618
chr3	170020811	170020966	PRKCI	137	-0.75790746
chr3	178916584	178917005	PIK3CA	968	-0.57804645
chr3	178917454	178917695	PIK3CA	356	-0.083937977
chr3	178919044	178919358	PIK3CA	317	-0.58742529
chr3	178921304	178921594	PIK3CA	809	-0.29014337
chr3	178922259	178922391	PIK3CA	276	-0.061858276
chr3	178927359	178927501	PIK3CA	350	-0.12946088
chr3	178927964	178928132	PIK3CA	345	-0.28608981
chr3	178928194	178928375	PIK3CA	875	-0.39035953
chr3	178935989	178936159	PIK3CA	112	-2.0056153
chr3	178936939	178937084	PIK3CA	248	-0.43481313
chr3	178937334	178937536	PIK3CA	403	-0.31654824
chr3	178937704	178937854	PIK3CA	125	-0.058172949
chr3	178938749	178938954	PIK3CA	981	0.12901706
chr3	178941844	178942009	PIK3CA	602	0.013573212
chr3	178942464	178942647	PIK3CA	213	-1.0713625
chr3	178943704	178943856	PIK3CA	250	0.31616352
chr3	178947034	178947244	PIK3CA	1001	-0.30280213
chr3	178947764	178947937	PIK3CA	625	0.073314678
chr3	178947984	178948194	PIK3CA	506	1.3726959
chr3	178951854	178952172	PIK3CA	1351	0.25268892
chr3	181430124	181430290	SOX2	818	-0.32263703
chr3	181430339	181431136	SOX2	6534	-0.46396603
chr4	1795636	1795802	FGFR3	646	-0.66715248
chr4	1800951	1801284	FGFR3	2101	-0.28932307
chr4	1801426	1801565	FGFR3	696	-0.54154979
chr4	1803061	1803290	FGFR3	2055	0.36154961
chr4	1803316	1803492	FGFR3	1808	0.62520312
chr4	1803536	1803773	FGFR3	1863	0.16839212
chr4	1804611	1804825	FGFR3	1554	-0.15667747
chr4	1805396	1805574	FGFR3	1839	0.26661178
chr4	1806031	1806284	FGFR3	1545	-0.47611044
chr4	1806526	1806731	FGFR3	1119	-0.52494512
chr4	1807046	1807223	FGFR3	1385	0
chr4	1807251	1807431	FGFR3	2344	0.76803396
chr4	1807451	1807697	FGFR3	3166	0.90096286
chr4	1807751	1807922	FGFR3	1757	0.43643146
chr4	1807941	1808085	FGFR3	1017	-0.023580384
chr4	1808241	1808428	FGFR3	1537	0.1327549
chr4	1808531	1808700	FGFR3	2301	0.92261948
chr4	1808821	1809019	FGFR3	1659	0.40198093
chr4	1902351	1903014	WHSC1	5645	-0.42194852
chr4	1905921	1906125	WHSC1	2454	0.90399071
chr4	1918576	1918787	WHSC1	984	-0.33601413
chr4	1919861	1920382	WHSC1	3757	-0.73883362
chr4	1932321	1932541	WHSC1	1688	-0.28682761
chr4	1936841	1937024	WHSC1	1158	-0.2485293
chr4	1940161	1940304	WHSC1	345	-1.7519278
chr4	1941356	1941493	WHSC1	1159	0.87607507
chr4	1941516	1942843	WHSC1	13483	-0.045064708
chr4	1942876	1947789	WHSC1	35935	1.6985812
chr4	1947801	1947967	WHSC1	561	2.385224
chr4	1948281	1950586	WHSC1	21560	0.47150074
chr4	1952771	1952958	WHSC1	969	-0.75276886
chr4	1953806	1953974	WHSC1	1689	0.4712579
chr4	1954446	1955293	WHSC1	9390	-0.20297344
chr4	1956856	1957108	WHSC1	2500	0.14727017
chr4	1957386	1957609	WHSC1	1747	-0.22078135
chr4	1957676	1957930	WHSC1	2424	0.10740743
chr4	1959636	1959774	WHSC1	532	-1.0545869
chr4	1961176	1961487	WHSC1	1985	-0.64647699
chr4	1962726	1962915	WHSC1	1381	-0.21143758
chr4	1976556	1976774	WHSC1	1689	-0.27047779
chr4	1976986	1977163	WHSC1	2089	0.41050883
chr4	1978166	1978417	WHSC1	1875	-0.28071448
chr4	1980341	1980661	WHSC1	2862	-0.082898024
chr4	25665737	25666790	SLC34A2_fus	10685	-0.22737261
chr4	25667087	25667723	SLC34A2_fus	7262	-0.071626704
chr4	25667732	25667993	SLC34A2_fus	3382	0.43590312
chr4	25677727	25678130	SLC34A2_fus	5512	0.38393625
chr4	25678157	25679424	SLC34A2_fus	15046	-0.15646967
chr4	25679432	25680134	SLC34A2_fus	8263	-0.036931796
chr4	25680322	25680734	SLC34A2_fus	3423	0.737416
chr4	25680737	25681015	SLC34A2_fus	1431	1.0434
chr4	25681297	25681613	SLC34A2_fus	4023	0.67393024
chr4	25681907	25682529	SLC34A2_fus	6173	-0.10336759
chr4	25682817	25682889	SLC34A2_fus	297	0.16038031
chr4	25683167	25683645	SLC34A2_fus	5170	0.5588672
chr4	25683707	25684338	SLC34A2_fus	5321	-0.013213749
chr4	25685237	25685511	SLC34A2_fus	2350	0.72629294
chr4	25685812	25685889	SLC34A2_fus	506	1.0162037
chr4	25685892	25686240	SLC34A2_fus	3274	-0.0032047424
chr4	25686777	25687095	SLC34A2_fus	2412	-0.35122678
chr4	25687412	25688072	SLC34A2_fus	6963	0.0083360458
chr4	25688372	25688503	SLC34A2_fus	1374	0.4624013
chr4	25759122	25759199	SEL1L3	108	-0.11627836
chr4	39321985	39322046	MIR1273H	125	1.9657843
chr4	47901080	47901152	NFXL1	103	-1.6547189
chr4	47901170	47901235	NFXL1	37	0.26192079
chr4	55124886	55125029	PDGFRA	2569	1.1394717
chr4	55127231	55127622	PDGFRA	3416	-0.28439918
chr4	55129811	55130115	PDGFRA	2583	-0.040287234
chr4	55131056	55131233	PDGFRA	1258	0.39665806
chr4	55133431	55133644	PDGFRA	2225	0.2432835
chr4	55133696	55133937	PDGFRA	2049	0.28393217
chr4	55136766	55136953	PDGFRA	463	0.41564222
chr4	55138526	55138713	PDGFRA	1210	-0.26972782
chr4	55139671	55139926	PDGFRA	1846	-0.44024216
chr4	55140661	55140810	PDGFRA	1838	0.84859047
chr4	55140976	55141165	PDGFRA	1505	0.095230312
chr4	55143521	55143671	PDGFRA	1578	0.41759423
chr4	55144041	55144214	PDGFRA	1106	-0.38480347
chr4	55144496	55144724	PDGFRA	4073	1.2094038
chr4	55146461	55146575	PDGFRA	572	1.3383509
chr4	55146576	55146680	PDGFRA	498	0.62042675
chr4	55147716	55148180	PDGFRA	2587	-0.16874946
chr4	55151506	55151679	PDGFRA	1890	1.6713528
chr4	55151986	55152174	PDGFRA	1556	-0.032273121
chr4	55153571	55153751	PDGFRA	1825	0.25299514
chr4	55154941	55155077	PDGFRA	1682	0.61634883
chr4	55155151	55155322	PDGFRA	2237	0.64267366
chr4	55156456	55156732	PDGFRA	1876	-0.41985749
chr4	55161256	55161469	PDGFRA	1628	-0.2906265
chr4	55524131	55524282	KIT	911	-0.13272527
chr4	55561646	55561972	KIT	3133	0.067242916
chr4	55564416	55564773	KIT	3498	-0.093522009
chr4	55565771	55565943	KIT	1130	0.020698758
chr4	55569861	55570074	KIT	631	-0.19252385
chr4	55573241	55573478	KIT	472	-0.13798885
chr4	55575566	55575736	KIT	976	1.1177671
chr4	55589721	55589901	KIT	1266	-0.06476977
chr4	55592001	55592232	KIT	1740	0.63218827
chr4	55593361	55593499	KIT	1794	1.4595287
chr4	55593551	55593724	KIT	985	0.40925443
chr4	55593961	55594111	KIT	1621	0.53542428
chr4	55594151	55594327	KIT	1597	0.28361152
chr4	55595471	55595693	KIT	645	0.15336236
chr4	55597456	55597604	KIT	761	-0.28832067
chr4	55598001	55598206	BAT-25	1708	0.20736675
chr4	55598231	55598307	BAT-25	239	1.3504226
chr4	55599211	55599391	KIT	361	-1.294849
chr4	55602631	55602806	KIT	2349	1.4102909
chr4	55602856	55602999	KIT	1234	0.098412269
chr4	55603311	55603491	KIT	1071	-0.2953161
chr4	55604566	55604756	KIT	1610	-0.010358546
chr4	55946083	55946370	KDR	3777	0.39535595
chr4	55948093	55948226	KDR	615	0.37959372
chr4	55948678	55948816	KDR	728	0.64841004
chr4	55953748	55953960	KDR	2150	0.39025784
chr4	55955013	55955154	KDR	901	-0.39351698
chr4	55955513	55955660	KDR	777	0.52897897
chr4	55955833	55955998	KDR	1354	0.45803067
chr4	55956093	55956272	KDR	1725	0.79482563
chr4	55958748	55958899	KDR	1043	-0.10559633
chr4	55960933	55961141	KDR	1642	-0.21720458
chr4	55961713	55961862	KDR	1122	0.038921364
chr4	55962373	55962551	KDR	1095	-0.32613167
chr4	55963803	55963949	KDR	1055	0.19128986
chr4	55964278	55964453	KDR	1387	-0.041938959
chr4	55964833	55965007	KDR	815	-0.56264348
chr4	55968038	55968218	KDR	1726	0.26510417
chr4	55968493	55968715	KDR	2053	0.25160402
chr4	55970783	55971179	KDR	3718	-0.1067561
chr4	55971973	55972140	KDR	1912	0.50278032
chr4	55972818	55973003	KDR	334	0.064119268
chr4	55973873	55974081	KDR	2331	0.23752215
chr4	55976548	55976757	KDR	2129	1.0674499
chr4	55976798	55976934	KDR	1345	0.34262774
chr4	55979443	55979688	KDR	1716	0.099451493
chr4	55980258	55980441	KDR	872	0.10825977
chr4	55981018	55981220	KDR	487	-0.71979467
chr4	55981413	55981594	KDR	479	-0.31746721
chr4	55984748	55984993	KDR	2541	0.30955506
chr4	55987238	55987373	KDR	180	-0.17682815
chr4	55991348	55991496	KDR	801	-0.31712786
chr4	66189808	66189948	EPHA5	824	-0.32891453
chr4	66196253	66197860	EPHA5	4278	0.86036994
chr4	66201623	66201869	EPHA5	1877	-0.15745013
chr4	66213743	66213950	EPHA5	1208	0.43157862
chr4	66217078	66217332	EPHA5	1458	-0.46589483
chr4	66218718	66218859	EPHA5	200	-0.065802058
chr4	66230713	66230948	EPHA5	621	-0.05121409
chr4	66231628	66231798	EPHA5	421	-0.43346971
chr4	66233048	66233199	EPHA5	581	0.43919948
chr4	66242663	66242819	EPHA5	571	-1.1121766
chr4	66270063	66270215	EPHA5	746	-0.65167242
chr4	66279978	66280189	EPHA5	1597	0.35855265
chr4	66286128	66286310	EPHA5	439	0.03003892
chr4	66356063	66356445	EPHA5	3296	-0.25463301
chr4	66361073	66361298	EPHA5	1497	-0.36473308
chr4	66467333	66468032	EPHA5	5626	-0.32113977
chr4	66509033	66509175	EPHA5	205	-0.70085142
chr4	66535098	66535247	EPHA5	919	-0.28951183
chr4	66535258	66535492	EPHA5	1247	-0.36928859
chr4	73930807	73930875	COX18	10	-1.7109802
chr4	74606198	74607488	IL8	4051	0.044631561
chr4	74607518	74607757	IL8	493	0.34410215
chr4	74607773	74607869	IL8	406	3.0729522
chr4	74607873	74608147	IL8	474	0.44387854
chr4	74608163	74608416	IL8	483	0.85748661
chr4	74608418	74608829	IL8	1206	0.6225835
chr4	74608848	74609011	IL8	52	-0.62991876
chr4	74609058	74609440	IL8	188	-0.41357147
chr4	77669887	77669962	SHROOM3	105	-2.0359885
chr4	77669982	77670059	SHROOM3	165	-1.5175009
chr4	79205302	79205383	FRAS1	68	-2.571239
chr4	79205397	79205465	FRAS1	120	1.0146812
chr4	84519822	84519895	AGPAT9	40	-3.4012728
chr4	106155074	106159270	TET2	31180	1.5357137
chr4	106159304	106159450	TET2	799	0.47825153
chr4	106159539	106159621	TET2	338	-0.24436329
chr4	106159659	106159869	TET2	712	-0.4806981
chr4	106159914	106160057	TET2	582	0.48029068
chr4	106160064	106160203	TET2	512	-0.16898422
chr4	106160274	106160374	TET2	259	2.2602926
chr4	106160464	106160569	TET2	582	0.35094189
chr4	106160594	106160691	TET2	544	0.46553883
chr4	106161084	106161248	TET2	1126	0.0045862381
chr4	106161344	106162378	TET2	3796	0.89473453
chr4	106162379	106163105	TET2	3190	-0.24685064
chr4	106163109	106163424	TET2	868	-0.17000048
chr4	106163449	106163947	TET2	1108	0.85930956
chr4	106163964	106164099	TET2	570	-0.11466557
chr4	106164699	106164950	TET2	1948	-0.26179022
chr4	106180744	106180954	TET2	1456	-0.00045970638
chr4	106182889	106183028	TET2	100	-0.8372705
chr4	106190734	106190926	TET2	838	-0.94662083
chr4	106193694	106194110	TET2	3261	-0.1305846
chr4	106196169	106196286	TET2	1406	0.57375733
chr4	106196294	106197699	TET2	14279	-0.12717933
chr4	142949903	142950511	INPP4B	1720	0.87998802
chr4	142950513	142951489	INPP4B	2471	-0.22095466
chr4	143003158	143003361	INPP4B	1087	0.28677409
chr4	143007263	143007436	INPP4B	1043	2.0923962
chr4	143029218	143029355	INPP4B	200	0.031386326
chr4	143033663	143033850	INPP4B	590	-0.62480135
chr4	143043253	143043428	INPP4B	1077	0.49241903
chr4	143044423	143044593	INPP4B	414	-0.45640613
chr4	143045708	143045922	INPP4B	1364	-0.51205992
chr4	143066968	143067180	INPP4B	1642	0.22732708
chr4	143081478	143081731	INPP4B	1614	-0.53167264
chr4	143094763	143094971	INPP4B	972	0.26466302
chr4	143114213	143114395	INPP4B	902	-0.19062276
chr4	143123833	143123936	INPP4B	304	2.6282676
chr4	143129553	143129698	INPP4B	152	-0.93007691
chr4	143130018	143130198	INPP4B	334	-1.2170619
chr4	143158988	143159169	INPP4B	82	-1.7853713
chr4	143181608	143181737	INPP4B	266	0.1727692
chr4	143191783	143191960	INPP4B	1823	0.44544203
chr4	143226578	143226712	INPP4B	515	-0.47175667
chr4	143226823	143227136	INPP4B	196	-1.0888037
chr4	143235808	143235954	INPP4B	1244	0.7149396
chr4	143324068	143324239	INPP4B	1132	0.33293629
chr4	143326323	143326507	INPP4B	1293	-0.28189817
chr4	143350273	143350404	INPP4B	42	-0.6559245
chr4	143352283	143352428	INPP4B	1195	0.12553456
chr4	153244195	153244332	FBXW7	477	0.18222047
chr4	153245305	153245588	FBXW7	1378	0.26755232
chr4	153247135	153247409	FBXW7	1761	-0.24240064
chr4	153249330	153249573	FBXW7	853	-0.43522871
chr4	153250800	153250980	FBXW7	263	-0.44020987
chr4	153251855	153252029	FBXW7	721	0.018192435
chr4	153253725	153253899	FBXW7	482	-0.89062063
chr4	153258920	153259106	FBXW7	382	-0.36968996
chr4	153268055	153268230	FBXW7	1571	0.12214721
chr4	153269790	153269978	FBXW7	66	-0.75170381
chr4	153271155	153271293	FBXW7	85	-0.75009811
chr4	153273590	153274132	FBXW7	4496	-0.30287061
chr4	153303315	153303562	FBXW7	1631	0.75169024
chr4	153303570	153303667	FBXW7	1159	2.0997953
chr4	153332280	153332611	FBXW7	2329	2.3050925
chr4	153332615	153333032	FBXW7	5901	0.49514171
chr4	169923282	169923353	CBR4	120	-1.698011
chr4	169923377	169923439	CBR4	71	1.2411701
chr4	176733368	176733462	GPM6A	99	-0.87149353
chr4	187083889	187083966	FAM149A	586	-0.040428238
chr4	187083979	187084059	FAM149A	421	2.1229858
chr4	187509714	187510390	FAT1	7174	-0.16808209
chr4	187511459	187511574	FAT1	842	-0.012216181
chr4	187516809	187516996	FAT1	1149	-0.51538903
chr4	187517664	187518370	FAT1	7837	-0.1643837
chr4	187518814	187518987	FAT1	1105	0.15816944
chr4	187519104	187519305	FAT1	1350	0.0072852719
chr4	187521019	187521556	FAT1	5289	-0.2696098
chr4	187522394	187522607	FAT1	1480	0.22972809
chr4	187524024	187524210	FAT1	1335	-0.27264634
chr4	187524304	187525142	FAT1	9624	-0.080226337
chr4	187525509	187525753	FAT1	1845	0.20521375
chr4	187527199	187527406	FAT1	2656	0.4795051
chr4	187530309	187530493	FAT1	2193	0.57767885
chr4	187530924	187531211	FAT1	1785	-0.30462704
chr4	187532509	187532582	FAT1	643	1.2876973
chr4	187532609	187532958	FAT1	2479	0.12503138
chr4	187534239	187534511	FAT1	2726	0.1046142
chr4	187535319	187535523	FAT1	852	0.14079829
chr4	187538129	187538377	FAT1	1361	0.14515216
chr4	187538839	187542961	FAT1	42109	1.6028207
chr4	187549279	187549525	FAT1	2598	0.21698312
chr4	187549609	187549944	FAT1	2479	0.1372544
chr4	187554814	187554982	FAT1	2171	0.81365276
chr4	187557154	187557426	FAT1	2561	0.3048418
chr4	187557714	187558088	FAT1	4680	0.71314504
chr4	187560834	187560972	FAT1	304	1.0889303
chr4	187584424	187584780	FAT1	1596	-0.40442842
chr4	187627684	187631024	FAT1	37075	1.179161
chr5	218430	218538	SDHA	209	-1.6434121
chr5	223560	223698	SDHA	883	-0.25847944
chr5	224530	224608	SDHA	731	0.22700959
chr5	225500	225714	SDHA	1649	-0.1656119
chr5	225975	226186	SDHA	1678	-0.25182304
chr5	228285	228474	SDHA	1476	0.12919303
chr5	230965	231141	SDHA	1367	-0.097851176
chr5	233565	233778	SDHA	2032	0.094442221
chr5	235225	235475	SDHA	2580	0.19831377
chr5	236590	236723	SDHA	1101	0.14790637
chr5	240440	240639	SDHA	685	-0.80509374
chr5	251085	251256	SDHA	1281	-0.22772198
chr5	251430	251889	SDHA	4449	-0.16351988
chr5	254475	254658	SDHA	1344	-0.24325042
chr5	256415	256561	SDHA	1262	0.12433668
chr5	1253852	1253968	TERT	727	-0.18432768
chr5	1254457	1254626	TERT	710	-0.61126869
chr5	1255377	1255560	TERT	1232	-0.34351124
chr5	1258672	1258809	TERT	855	-0.354356
chr5	1260557	1260740	TERT	1210	-0.31654654
chr5	1264487	1264736	TERT	2049	-0.022602778
chr5	1266537	1266676	TERT	1003	-0.1515245
chr5	1268612	1268781	TERT	875	-0.46754141
chr5	1271262	1271369	TERT	267	-1.6075456
chr5	1272262	1272412	TERT	1026	-0.0094329317
chr5	1278722	1278951	TERT	2286	0.24510879
chr5	1279382	1279625	TERT	1794	0.092204199
chr5	1280237	1280497	TERT	1886	-0.320468
chr5	1282522	1282772	TERT	1821	-0.37327947
chr5	1293402	1294815	TERT	8726	-0.56281754
chr5	1294862	1295148	TERT	648	-1.6987616
chr5	1295162	1295299	TERT	130	-2.7275382
chr5	7891325	7891399	MTRR	12	-1.5314965
chr5	7891415	7891477	MTRR	31	0.020084246
chr5	16762148	16762223	MYO10	194	-0.50156481
chr5	31405793	31405868	DROSHA	61	-0.68019113
chr5	31405888	31405959	DROSHA	53	0.44779814
chr5	35857038	35857191	IL7R	902	0.80495428
chr5	35860918	35861109	IL7R	1117	-0.37784922
chr5	35867373	35867580	IL7R	489	-0.44838208
chr5	35871148	35871346	IL7R	842	0.45657352
chr5	35873548	35873769	IL7R	1690	0.37446943
chr5	35874513	35874666	IL7R	1905	1.5777952
chr5	35875578	35875713	IL7R	808	0.67880317
chr5	35876063	35876617	IL7R	5297	-0.27994753
chr5	37157963	37158033	C5orf42	67	-2.1224
chr5	38942368	38942511	RICTOR	505	0.48285316
chr5	38942913	38943082	RICTOR	336	-0.11839874
chr5	38944518	38944692	RICTOR	220	-0.4540996
chr5	38944988	38945162	RICTOR	801	-0.28734265
chr5	38945558	38945843	RICTOR	1164	-0.24529689
chr5	38946538	38946669	RICTOR	193	-1.1935534
chr5	38947343	38947583	RICTOR	868	0.4465427
chr5	38949418	38949550	RICTOR	513	0.41616794
chr5	38949783	38950841	RICTOR	7840	0.48427026
chr5	38952273	38952550	RICTOR	2177	0.51010654
chr5	38953063	38953230	RICTOR	260	-0.2186559
chr5	38953528	38953670	RICTOR	94	-1.1267141
chr5	38954848	38954984	RICTOR	187	-0.41243546
chr5	38955673	38955846	RICTOR	735	0.49900517
chr5	38957718	38957852	RICTOR	88	-0.70522335
chr5	38958508	38958645	RICTOR	193	-0.21113105
chr5	38958743	38958950	RICTOR	249	-0.13124453
chr5	38959273	38959435	RICTOR	110	-1.5299302
chr5	38959853	38960098	RICTOR	511	-0.36876544
chr5	38960478	38960644	RICTOR	1005	0.64615007
chr5	38962358	38962513	RICTOR	23	-1.7775232
chr5	38962553	38962702	RICTOR	40	-2.4777435
chr5	38962953	38963156	RICTOR	668	-0.14267654
chr5	38964868	38965009	RICTOR	115	-2.2931026
chr5	38966708	38966849	RICTOR	39	-1.9434165
chr5	38967223	38967359	RICTOR	388	1.9067047
chr5	38967413	38967548	RICTOR	727	0.36409328
chr5	38968013	38968149	RICTOR	46	-2.6348763
chr5	38971943	38972079	RICTOR	54	-1.7174543
chr5	38975598	38975743	RICTOR	480	-1.1160887
chr5	38978643	38978746	RICTOR	56	-1.1265524
chr5	38981943	38982150	RICTOR	640	-0.36700529
chr5	38991028	38991199	RICTOR	90	-2.8094628
chr5	38996878	38997018	RICTOR	128	-0.82578449
chr5	39002613	39002783	RICTOR	640	0.17078196
chr5	39003618	39003752	RICTOR	62	-2.998345
chr5	39021118	39021258	RICTOR	189	-0.27329306
chr5	39074163	39074300	RICTOR	816	-0.086678934
chr5	39074383	39074516	RICTOR	1108	0.29205414
chr5	56111373	56111905	MAP3K1	1852	-1.395169
chr5	56112838	56112979	MAP3K1	1057	-0.081639227
chr5	56116193	56116680	MAP3K1	1724	0.80064907
chr5	56152403	56152608	MAP3K1	876	-0.92327437
chr5	56155518	56155756	MAP3K1	1148	-0.80548461
chr5	56160528	56160784	MAP3K1	1802	-0.32647265
chr5	56161143	56161304	MAP3K1	233	-0.3206892
chr5	56161633	56161834	MAP3K1	365	-0.4873917
chr5	56167713	56167894	MAP3K1	896	-0.28732178
chr5	56168433	56168579	MAP3K1	220	0.68867121
chr5	56168628	56168866	MAP3K1	1073	-0.31810222
chr5	56170828	56171157	MAP3K1	2410	-0.49052796
chr5	56174783	56174958	MAP3K1	631	-0.27394703
chr5	56176503	56176643	MAP3K1	672	-0.19207452
chr5	56176888	56177134	MAP3K1	838	1.1655441
chr5	56177368	56177862	MAP3K1	4508	0.062636441
chr5	56177873	56178722	MAP3K1	6687	-0.02954506
chr5	56179328	56179535	MAP3K1	660	-0.28241028
chr5	56180468	56180676	MAP3K1	270	-1.252342
chr5	56181733	56181903	MAP3K1	496	-0.059471293
chr5	56183183	56183354	MAP3K1	1002	-0.47164666
chr5	56184028	56184200	MAP3K1	481	0.11336447
chr5	56189333	56189551	MAP3K1	2115	0.36882551
chr5	64629750	64629819	ADAMTS6	10	-1.8363131
chr5	67522471	67522862	PIK3R1	2658	-0.50549381
chr5	67569181	67569336	PIK3R1	1540	0.38307617
